,band aid,brush,comb,deodorant,lipstick,mascara,nail clipper,nail polish,needle,razor,scale,toilet paper,toothbrush,toothpaste,towel,tweezers,mouthwash,shaving cream
toiletries,0.19753159646499907,0.3178058255864491,0.2981612809497336,0.4198991573922872,0.2551952823884569,0.270198099213492,0.2749833455865194,0.3608581301270797,0.24460814850437007,0.1808409124915975,0.20293624732379034,0.5252562305012705,0.38592002669932324,0.29295367677768214,0.3282232554450857,0.2230256262476462,0.3131307675200362,0.335114144289262
