Uncategorized,bird,bomb,bullet,cage,cannon,cigar,cigarette,coins,cross,fruit,grenade,heart,knot,license plate,mask,menu,money,parachute,passports,penny,saddle,shapes,steam,stethoscope,ticket,vegetables,wheel,whip
0.021230567,-0.017601637,0.010078059,0.016564194,0.05682211,-0.038433123,-0.06989069,0.008243273,-0.023588467,-0.0015458234,0.01925429,-0.033186134,0.014395669,0.08292698,-0.012505378,0.08618718,-0.040925004,-0.0042278995,0.066773586,0.011584585,0.03510306,0.04114226,0.0010108743,-0.048418354,0.037453428,-0.008651264,0.02500723,0.07189514,-0.053755153
0.017510548,0.021316556,-0.008254307,-0.0057853707,0.03928037,-0.070327945,-0.06443331,-0.0675986,-0.057368062,0.0580611,0.025347866,-0.027650904,0.060855977,0.05859262,-0.017111376,0.07500451,-0.0058930386,-0.020145984,-0.012465165,0.0519022,-0.01334567,-0.05697431,-0.046120394,0.0045294724,0.08596761,-0.03120889,0.07065472,-0.025195457,-0.07777702
-0.040859673,-0.04232916,0.0037381575,0.014339664,-0.00082818395,-0.0766131,-0.04477031,-0.023771515,-0.07425622,0.016280249,-0.059172034,-0.055476636,-0.045157816,-0.060358666,-0.039127998,-0.07368651,0.09208123,-0.028426599,-0.030698473,-0.031558335,0.044924542,0.0031844028,0.029221376,0.0036644686,-0.01109253,-0.010855446,0.023059884,-0.0039461376,-0.02868313
0.018245464,0.08786292,0.09295993,-0.022159891,0.08187945,0.0136374505,0.0075488198,-0.060520533,0.082133725,0.035757,0.057913974,0.07946622,0.07694049,0.013387881,-0.04583334,0.08316893,0.045387868,-0.0045629316,0.07955311,0.041101135,0.07016345,0.07847411,0.010721623,-0.01617254,0.07980857,0.06789332,-0.0036846702,0.017847365,-0.043834988
-0.006718903,0.033313118,0.028934846,0.07470976,0.0026119105,-0.06173103,-0.045801308,-0.070429794,-0.047010057,0.038400766,-0.010638116,-0.07708172,0.06340514,0.032772433,-0.02651221,0.002257777,0.03550221,0.024807459,-0.036797043,-0.008438849,-0.045965355,-0.014423096,-0.0012648572,0.04430948,0.019449502,-0.04054314,0.016674101,-0.02284035,0.06784637
-0.006938831,0.03301911,0.08653242,0.029562727,-0.05140525,0.07013046,-0.0055587986,-0.009557313,0.010626817,0.0115165375,-0.05072233,0.05877982,0.027450044,0.03151758,0.07893281,-0.042641833,0.03041811,0.058259234,-0.08098997,0.059415538,-0.0009249299,0.06060922,0.04387985,-0.0229568,0.06021299,-0.00029165333,0.049908154,0.007944881,0.038619757
0.05612603,0.030486146,-0.012300659,-0.023372613,0.08059076,0.017223515,0.045208234,0.04900113,0.038326874,0.014914413,0.032776453,-0.001338898,0.025292387,0.007757172,-0.06350955,0.020457853,0.019970624,0.029384194,0.020400396,-0.04029646,-0.007914386,0.030937213,-0.045893952,0.05877732,-0.03212332,0.03584384,0.059370026,0.028391533,0.0053208238
-0.053506177,0.051445704,0.033913746,0.022643084,0.023176974,-0.0028476133,0.06324451,0.025357723,0.06844406,0.055060346,-0.02445858,0.06336707,0.07615982,0.052592997,0.037129585,-0.0239766,-0.030589378,0.012691953,0.073472805,0.032003924,0.060770776,0.016203918,0.057943754,-0.03835628,0.042417843,0.017141564,-0.008688777,0.004257442,-0.054395415
0.034817893,0.004531873,-0.057944495,0.01757589,-0.015880315,0.01089812,-0.03177392,-0.061917726,-0.03774453,0.030533854,0.03546506,0.025828777,0.05252902,0.04882152,0.0345569,-0.008401944,-0.023728555,0.021752367,0.03108191,-0.02201259,-0.0052047563,0.045237772,0.053354084,-0.051245917,-0.077297874,0.047991764,0.011160774,0.064632155,0.01090874
-0.032907948,0.069408365,0.026897246,0.07250276,0.04358361,0.03892843,-0.030133823,0.07585968,0.034879494,0.0033003814,-0.009352573,0.062396493,-0.05030519,-0.053737015,0.046146013,-0.037159227,0.069933645,0.045396805,0.039378148,0.07819847,0.043016225,0.030786388,-0.005949091,0.00011725422,-0.054814268,0.010174281,-0.032174557,0.07638741,-0.027835537
