musical instrument,accordion,banjo,bell,clarinet,drum,flute,guitar,harp,jukebox,microphone,piano,record player,saxophone,speaker,tambourine,trumpet,violin,whistle,bagpipes,cymbals,harmonica,xylophone
-0.025212158,0.013432019,-0.03790281,-0.018558512,-0.039124746,-0.03282456,-0.042969428,-0.011695331,-0.013837323,0.01095334,-0.018412057,-0.02745233,-0.015508118,-0.043286186,-0.013901033,-0.019674402,-0.044389766,0.005526962,-0.033606447,-0.040602554,-0.01339201,-3.56E-05,-0.037049893
-0.0722816,-0.04457573,-0.002122708,-0.04073179,-0.054455243,-0.080519415,-0.04864286,-0.04719163,-0.02467658,0.047411196,-0.04511826,-0.060479682,-0.061869565,-0.056511994,-0.07628363,-0.041093435,-0.074487366,-0.048934337,-0.02402827,-0.05412453,-0.05133754,-0.032528672,0.01684526
0.037533287,-0.03081775,-0.015820714,-0.065765314,-0.0114554,0.004657405,-0.009361624,0.017149353,-0.04195716,0.014382245,0.000216919,0.05207666,0.025490737,-0.025736192,-0.005371001,-0.00638971,-0.058407392,0.005166131,-0.034419507,0.055785403,-0.04923922,-0.024080569,0.018017415
0.057426997,0.06753508,0.043923136,0.0450872,0.061311588,0.045101985,0.038777757,0.066810995,0.04759389,-0.01812222,0.07838786,0.036774527,0.06339097,0.06332196,0.09403581,-0.004748761,0.059899535,0.03688921,-0.002155242,0.020481136,0.050432153,0.029640133,-0.013062368
-0.033816338,0.05810145,-0.074710615,-0.02516252,-0.047219563,-0.009013916,-0.056419678,-0.042965975,-0.015581355,0.013820055,0.042578638,-0.053805243,0.007632595,0.035845354,-0.02537384,0.03659244,-0.062262017,-0.031670876,0.04800928,0.016213804,0.022739692,0.02883293,0.050904304
0.054823365,-0.06393507,0.00970765,0.038666498,-0.009971732,0.019035636,0.026244229,0.006886672,0.03220983,-0.007477636,0.05428899,-0.028409135,0.029490435,-0.023070442,-0.003159074,-0.040120374,0.04637073,-0.012276613,-0.029690577,0.039735593,0.06150695,-0.0344184,-0.010842699
-0.04850419,-0.024199462,-0.041924898,-0.036040146,-0.06529578,-0.048607577,-0.0577556,-0.038151704,-0.016077148,0.008429939,0.048496176,-0.044253457,-0.041269362,-0.042769894,0.038124118,-0.044104844,-0.042691436,-0.027024338,-0.017947162,-0.04739603,-0.035113145,-0.05105903,0.00449216
-0.05114891,0.018015489,0.061975148,0.06534472,0.033241503,0.045634035,0.05484082,-0.04262633,0.028641388,0.030070005,0.011801586,-0.003521382,0.038091846,0.016793368,0.036093947,0.020097597,0.032160714,0.006807827,-0.005063309,-0.007952592,0.06686176,-0.023226112,0.05030199
0.054857522,0.037936676,0.0680139,0.015668036,0.04560398,0.033563938,0.039144933,0.068650916,-0.01325875,-0.024706295,-0.002535628,0.032854524,-0.014930235,-0.007095011,0.006234424,0.003449404,0.018411718,0.06394141,0.011909618,-0.03006445,0.02456056,-0.01321331,-0.011521352
-0.006455681,-0.043440565,-0.04936151,0.027180962,0.056720797,-0.010273004,0.027534207,0.03648581,-0.041050065,-0.008457959,-0.033167023,-0.007720419,-0.06104215,-0.001599855,0.021103058,-0.06936773,-0.019975796,-0.022007568,-0.03889817,-0.05784094,-0.0401947,0.028915104,0.03239597
0.005038557,0.029071398,-0.020591704,-0.059021752,0.04494883,0.03252279,0.051523857,0.010244372,-0.012265985,-0.06294288,-0.055115215,0.040848326,-0.039990168,0.064296275,0.042997945,-0.018703649,0.03612173,0.04942859,-0.05609986,-0.07310856,-0.04828188,0.007085486,0.027728606
-0.034908075,-0.014268019,-0.057403564,-0.014200834,-0.040693972,-0.06605992,-0.026728941,-0.007722787,-0.023172705,-0.053837586,-0.054398596,-0.015116152,-0.055103775,-0.032914452,-0.08355058,-0.07552034,-0.06654801,-0.030989228,-0.061111335,-0.059401214,-0.07396385,7.24E-05,-0.08060876
-0.077056184,-0.03259571,-0.01441547,-0.06896431,-0.056586575,-0.077480465,-0.0226306,-0.07177371,-0.009722253,-0.030896427,-0.077298746,-0.07015136,-0.0357817,-0.055254754,-0.07659722,-0.038312223,-0.048747983,-0.051344473,-0.05122715,-0.054065563,-0.03808708,-0.052557144,-0.047154427
0.04677513,0.06139081,0.06431887,-0.033591308,0.014611527,0.007252832,0.014036555,0.004522765,-0.002829128,0.0637977,0.017510029,0.047816545,0.025249548,0.044303622,0.012567159,0.047937527,0.029978117,0.026508046,0.01228863,0.06298294,0.03724528,0.027776236,0.075858034
-0.03644669,-0.026409017,-0.005380708,0.031503666,0.009679361,0.011935243,-0.012032847,-0.03773919,-0.030708281,0.047899198,-0.03157443,-0.04557059,0.02394122,-0.017121756,-0.003684835,-0.052208133,0.002078032,-0.015839415,-0.025653407,-0.008142322,-0.003666213,-0.049533382,-0.04074118
-0.007909358,-0.04417107,-0.040407695,0.043883745,-0.05392283,-0.020908324,-0.02376528,0.05390835,0.06359766,0.056002423,0.029556848,0.03694354,0.015651654,-0.03354572,-0.004693485,-0.06014132,-0.07845918,0.03364225,0.004669403,-0.039928406,-0.039587207,0.063237675,-0.007453658
-0.06608203,-0.051147982,0.002580802,-0.048766267,-0.05513012,-0.052676544,-0.060651418,-0.06376448,-0.048714947,0.028346345,-0.065951265,-0.04887985,-0.029911429,-0.061199598,-0.08574521,-0.07158223,-0.062243383,-0.046342872,-0.06513002,-0.06313399,-0.06649773,-0.04327793,-0.038071424
-0.02612215,-0.037834756,-0.06789328,-0.04968998,-0.054050833,-0.05017052,-0.065037005,-0.03647583,-0.058337074,-0.027627414,-0.05282593,-0.06829521,-0.07177548,-0.06600403,-0.06352909,-0.024834292,-0.073099546,-0.060173873,-0.056316152,-0.030767256,-0.005935811,-0.04200043,-0.021084847
0.011723369,0.013147769,0.017461976,-0.07366166,0.009203726,0.011743081,0.07308214,-0.07099833,-0.044243738,-0.054700386,-0.06927552,-0.06351019,-0.06798287,0.03914011,-0.057233576,-0.037954506,-0.06624445,-0.054685496,-0.02635636,-0.070878625,0.030374255,-0.06074982,0.016318612
0.05522824,0.071715444,0.0677758,0.06134064,0.004358868,0.040383406,0.045422845,0.039154552,0.030634072,0.05692466,-0.06002186,-0.009298361,0.06509852,0.02865717,0.005327068,0.006704306,0.06322725,-0.03890308,-0.05368684,0.06752517,0.028253898,-0.001633107,0.04400328
0.016579103,0.042747717,0.03926369,-0.003952098,-0.060183406,-0.073134854,-0.035770915,-0.04248477,-0.018240625,0.012711327,0.013316216,-0.048698395,-0.06560221,-0.017509907,0.053523693,0.004345034,-0.05241392,0.030799927,-0.015992997,-0.07692591,-0.054916415,-0.022864113,0.004211098
-0.07354409,-0.027215648,-0.07493499,0.05205477,-0.014502339,-0.047361705,-0.008142904,-0.05764666,0.020698348,-0.06139667,-0.026562588,-0.07778178,-0.05416142,-0.03487786,-0.044468034,-0.049280703,-0.004074025,-0.06871471,-0.06310928,-0.021950666,-0.074649714,-0.062340584,-0.071285434
-0.019225715,0.038927354,-0.04385292,0.05492134,0.060936943,-0.030845944,-0.00973228,-0.010390211,-0.052017637,-0.036206566,-0.018680684,0.02589263,0.011201562,0.035080753,0.069261186,-0.045444537,0.036471717,-0.03189159,0.030901287,0.025117362,-0.042397667,-0.042935807,-0.022174597
-0.021128403,0.015003818,-0.056596674,-0.000762415,0.069816746,0.057465706,0.043024678,-0.058073543,-0.045418493,-0.06889657,0.067251794,0.035584897,0.01562717,0.056109745,-0.021136954,0.000363978,0.07836907,-0.029051637,0.06739691,0.049980536,0.018218324,0.067695096,-0.05931339
0.04374211,-0.000703369,0.02137042,0.068227135,0.068616465,0.057428565,0.06797615,0.023268584,0.008664079,0.018773062,0.05488167,0.047511473,0.06622374,0.051016733,0.06518035,0.061435044,0.055956785,0.028982492,0.07800898,0.07376122,0.0775667,0.01242007,0.07599164
0.018002693,0.025781909,0.012259517,0.012340384,0.02707776,0.020032233,-0.037736885,-0.011093145,-0.0619874,0.007030823,0.006790022,-0.023612857,0.01667809,0.045670286,-0.012204405,0.014028247,0.030490225,-0.014822185,0.006161931,-0.05372405,-0.006389525,-0.023363614,0.030201389
0.05462337,0.054652743,0.04901795,0.001957133,0.01798976,0.044902496,0.000749268,0.052174214,0.03982876,0.05683665,0.05355223,0.036925044,0.01010652,0.053276017,0.0279107,-0.002929979,0.008956434,-0.009441775,0.018617442,-0.019022852,-0.020930346,0.06315724,0.05059612
-0.052908257,0.06512847,-0.023853142,-0.05889243,-0.023421504,0.005678698,-0.057646222,-0.028862692,-0.06288986,-0.014943618,0.002239175,0.032121394,0.000479297,0.007236833,0.013631186,-0.03381412,-0.023292134,-0.014234827,-0.005972181,-0.008045656,0.03737961,-0.021994146,0.040350176
0.050811373,0.046433367,0.05785406,-0.016196812,0.048546087,0.005678179,-0.010246255,0.06701,-0.023126269,0.013773722,-0.027712682,0.069856025,-0.014441962,0.033744954,0.026446482,0.009563402,-0.005409187,0.035015345,-0.0371423,-0.005836187,-0.009045913,0.047588978,-0.045809083
-0.015043832,0.028465891,-0.026229328,-0.045639005,0.050547197,-0.008650993,0.005315919,-0.031830087,-0.045011416,-0.032290306,-0.014828265,0.012282388,0.053889275,0.004312469,-0.013085599,-0.037566196,0.03038776,-0.045964006,-0.077347465,-0.03933943,-0.015864685,-0.004429726,-0.041017074
0.042612057,-0.0270287,0.033492573,-0.042210683,-0.003871052,-0.017897615,-0.026753874,0.047925822,0.020288352,-0.006362037,0.015943069,0.009786044,-0.050490506,-0.020138346,-0.019534634,-0.001664955,-0.011356175,-0.014146342,0.01390213,0.046668492,0.022571264,0.002583212,0.002121465
0.019311992,-0.07217297,0.066903904,-0.06301242,0.003940535,-0.048269518,-0.011018351,0.06694907,-0.06012971,0.003968479,0.014534626,0.021298999,0.06758727,0.03754223,0.004622052,-0.046297323,0.007476112,0.006899425,-0.06066339,0.019680219,-0.062223412,-0.05574819,-0.06725981
0.006516039,0.034087706,-0.041337192,0.060356654,-0.06902371,-0.007099789,0.016002182,0.034457937,0.020210395,-0.016043447,0.030062178,0.06725359,0.04737344,-0.05266587,-0.009175232,-0.01754949,0.023018247,0.05110262,-0.04884862,0.003094388,-0.003957839,0.030359872,-0.033613652
0.005945286,-0.037483685,0.05803681,0.049048852,-0.051840827,-0.019406525,0.031613316,-0.058671404,0.024217814,0.039314516,-0.004113002,0.07270906,0.027355043,0.02329826,-0.040939216,0.037469253,-0.0272586,0.052444987,-0.039812528,-0.04349395,-0.028045667,0.022670561,0.038402013
0.041466486,0.01937173,0.006246097,0.06223494,0.034208745,-0.029994888,0.05010734,0.04934334,-0.017033013,-0.009468979,-0.045900278,-0.012533413,-0.006790842,0.058125976,0.01267368,0.048900604,0.074035324,-0.057967283,0.015730372,-0.003273165,-0.07016487,0.003872669,-0.009408734
-3.16E-05,-0.023466079,0.035756964,-0.07150669,0.008583848,-0.059661794,-0.031884942,-0.041076194,0.010463139,-0.06546421,-0.026476813,-0.06705045,-0.038648948,-0.042548608,-0.053105865,0.037378717,-0.039613523,-0.065315016,-0.033725984,-0.059008986,-0.013158523,-0.053523067,0.006870758
0.003356396,-0.003314423,-0.046339393,0.038376972,-0.06380193,-0.061223585,-0.07093394,-0.021114374,-0.037606064,0.038231794,-0.033423603,-0.018189846,-0.009814457,-0.06770172,0.037821762,-0.07263375,-0.070670575,0.006139102,0.018548155,-0.06470458,-0.069750726,0.005848243,-0.054330114
-0.06268641,-0.044304926,0.050537128,-0.033145696,-0.021014431,-0.070483916,-0.06783033,-6.75E-05,-0.002616606,0.06539911,-0.052111425,0.053018425,0.06082504,-0.028434955,0.024940861,-0.037649844,-0.06628603,-0.007620054,-0.06745618,-0.06946925,-0.06416078,-0.023414873,0.049387146
-0.080426164,-0.07251081,-0.073658265,-0.06640871,-0.07671159,-0.07769414,-0.075683594,-0.08248691,-0.08499791,-0.036925055,-0.08272759,-0.07641233,-0.068552956,-0.07786792,-0.09433626,-0.08391288,-0.080064975,-0.07460222,-0.07577456,-0.07934065,-0.08251118,-0.07539059,-0.06411179
-0.070867814,-0.011122705,-0.010235096,-0.04562701,-0.001827762,0.02970747,-0.015661072,-0.047021855,-0.017702961,-0.033980735,-0.011998924,-0.04038268,-0.053190738,-0.030146565,-0.06772121,-0.002514849,-0.045095056,-0.068534344,-0.020440072,-0.059684526,0.017699873,0.025751134,-0.035928283
0.005219117,0.05847968,0.001869875,0.07018727,0.06700458,0.073714025,0.058668178,0.043214336,0.034338184,0.019804478,0.07395799,0.0659906,0.043462507,0.046240874,0.0641351,0.049913462,0.065804325,0.023722488,0.06821694,0.013223957,0.073004,0.029341616,0.03562729
0.007914014,0.04913159,-0.024753664,-0.017150115,-0.04434072,0.0263307,-0.025050025,-0.023116034,0.004757227,-0.05786528,0.021252679,-0.05683145,-0.014779158,-0.03568432,-0.01056201,0.001556804,0.040363926,0.015948864,-0.001155363,0.005569781,-0.009429411,0.020503767,-0.004689264
-0.08165465,-0.047960937,-0.068793006,-0.018836945,-0.049559195,0.007160786,-0.048509788,-0.08468067,-0.019502418,-0.08884151,-0.07596379,-0.080316745,-0.08207321,-0.07771458,-0.0846337,-0.08554843,-0.03893718,-0.07366114,0.012169136,-0.06582102,-0.068201914,-0.0738115,-0.06835701
-0.0304358,-0.005861603,-0.046926267,-0.026442433,-0.011496778,-0.046714846,0.014370125,0.000584806,-0.04844327,-0.07116578,-0.026107278,-0.03273503,0.03739181,0.012029711,-0.014222293,-0.03045736,0.031953238,4.41E-05,0.06744292,-0.023012822,-0.023441082,-0.033766948,-0.044471797
-0.03016712,-0.063006125,-0.05771723,0.03392602,-0.06395369,-0.03706299,-0.056984246,-0.016335277,0.007292169,-0.043201778,0.03241933,-0.045941964,0.017926602,-0.06583486,0.007255361,-0.002045259,-0.06406443,0.02055912,-0.03214407,-0.008572253,-0.06670256,0.052909423,-0.051073283
-0.057482596,0.001919317,0.04549303,-0.061112966,-0.03527138,-0.009941813,-0.026134608,-0.06487001,-0.04281733,0.007876947,0.050991707,-0.061583668,-0.04221977,-0.053332455,-0.03722304,0.008371575,-0.036988147,-0.07654503,-0.022880172,0.001166679,0.037483092,0.015549403,-0.04785028
0.019000795,0.049034826,-0.006947275,-0.002506432,0.02104355,0.030528612,0.04471916,0.015757496,0.04616288,-0.038940392,0.03993408,0.01867829,-0.036275677,-0.011643166,-0.015045228,0.03354065,0.024701998,-0.038023256,-0.002612594,0.043143388,0.061023332,0.02295517,0.050245974
0.04817039,0.06792835,0.07652299,0.07290595,0.066912316,0.07564695,0.05456494,0.049365353,0.08020472,0.085005,0.04986723,0.0641803,0.032802563,0.06492707,0.08108452,0.084275395,0.07180426,0.049154133,0.068840936,0.06338418,0.063888825,0.060755905,0.08071576
0.07518361,0.07430008,0.05521335,0.04954875,0.06714259,0.073223665,0.002268332,0.031326942,0.056143206,0.078863285,0.06310024,0.04589408,0.035692777,0.06227898,0.059351116,0.025717078,0.06319349,0.048127975,0.048719157,0.064999655,0.043839213,0.050963487,0.062491696
0.06580541,0.07872698,0.07592882,-0.065074384,0.06789955,0.060080923,0.048619457,0.06598463,-0.025202425,-0.021025786,-0.031085523,0.05691679,0.039584707,0.048234873,0.017079003,0.004271642,0.044661287,0.05619881,-0.010549339,-0.023450859,0.053151675,0.051666975,0.041082136
0.060030244,0.02689648,0.02345012,0.061401553,0.018845733,0.03554444,0.046225414,0.029700933,0.07634098,0.05305783,0.060294133,0.051947962,0.04526174,0.031354226,0.04928618,0.052195907,0.003183622,0.047355637,0.008461253,0.02673153,0.04171049,0.04530363,0.075049505
0.05563277,0.041267987,0.056360196,0.06083679,0.040429655,0.047616348,0.057331465,0.06759291,0.05700107,0.080898605,0.05516115,0.07343277,0.00789183,0.032852802,0.06876403,0.070848934,0.0680334,0.06659159,0.03890295,0.06617262,0.06214062,0.05873661,0.07314541
-0.033138014,-0.049633637,0.015417088,-0.007000708,-0.06820101,-0.06219633,-0.06595408,0.060417105,-0.07053904,0.028464291,0.007271278,-0.04676041,0.0240128,-0.017342335,0.014664267,0.029324008,0.040946417,-0.029958062,-0.036103755,-0.059358623,-0.07951262,0.010847928,-0.029737068
-0.011000783,0.018321248,0.021540439,-0.025383435,0.05111623,0.046457145,0.047768094,0.010731536,0.021888247,-0.014275089,-0.020330846,0.012848125,0.000579619,0.022645496,0.023435827,0.040330615,0.05448526,0.053046215,0.003440339,0.048020832,0.04650477,0.019009251,-0.038419846
-0.055332065,-0.018359544,-0.0712148,0.054849993,-0.05463228,0.046153378,-0.074344784,0.0006145,-0.07892047,0.054115478,-0.045718435,-0.04961669,-0.045276828,-0.06625503,-0.0261162,-0.02974843,-0.07590269,-0.06508613,-0.077462934,-0.06113876,0.002438845,-0.075936854,-0.033805087
-0.040466767,-0.01300599,-0.0431384,-0.033264797,-0.062824994,0.02369469,-0.073372796,0.007972561,-0.03257321,0.012185275,-0.016888643,-0.040792618,-0.078185014,-0.040804897,-0.08499716,0.004687224,-0.07086781,-0.030197605,0.016710458,0.018154621,0.041046284,0.029302426,-0.035740145
-0.024484016,-0.019723324,-0.022946158,-0.034815364,-0.049531993,-0.01095715,-0.05154058,-0.07236202,-0.05961801,-0.032522786,-0.037548184,-0.06620237,-0.031476002,-0.058430623,-0.006137117,-0.050850358,-0.06106149,-0.05456823,-0.03519851,-0.058697727,-0.028945517,-0.017972268,0.000190613
0.054373715,0.05705394,0.019939153,0.02152923,0.02979603,0.076194905,0.043812588,0.06792613,0.018345669,0.002281325,0.033474334,0.04641655,0.019628016,0.054505724,0.06436281,0.07234274,0.04546249,0.04106361,0.058130033,0.05516037,0.041864097,0.03815222,0.0497745
-0.081728004,-0.081659704,-0.07806627,-0.06796081,-0.07913291,-0.08553417,-0.07876529,-0.085103914,-0.088470645,-0.08873082,-0.08172025,-0.08065264,-0.08237391,-0.07847487,-0.08916236,-0.09668934,-0.08072333,-0.07836044,-0.07493851,-0.081169635,-0.08311938,-0.0767656,-0.0817023
-0.016753387,-0.046071135,-0.064172775,0.019854927,-0.003649197,0.007353513,-0.037519116,-0.055892274,0.005086474,-0.015735459,0.02437338,-0.04830989,0.033529606,0.013057033,-0.000183723,-0.03766048,0.05016238,-0.028020583,-0.069762774,0.017413806,0.002536908,-0.052671503,0.04755916
-0.014878418,-0.06276735,0.007599176,0.014236032,0.067613855,0.06888957,0.024161385,-0.07644578,-0.032364503,-0.041998703,0.035163403,-0.017658573,-0.004307821,0.020303292,0.021187674,-0.006353741,-0.014275135,-0.03650895,0.06399471,0.007559993,0.007543828,-0.053548813,0.024504036
0.051156607,0.046215482,0.042963184,0.021663621,0.06122719,0.00268946,-0.017990166,0.012719941,-0.015164513,-0.0696503,0.008188549,0.06004357,0.009275619,0.040029302,-0.030111218,0.057054926,-0.006052686,-0.018911054,0.006717593,-0.052609667,0.059614535,-0.051028915,0.06210505
-0.058225516,-0.008901188,0.000818465,-0.015189456,-0.070445284,-0.023355711,-0.02771199,-0.05446648,0.020486506,0.019204041,-0.0390733,0.001036774,-0.04464411,-0.07469719,-0.02530116,-0.046361078,-0.06518386,0.02557004,-0.05493506,-0.064921774,0.017263805,-0.061592087,0.006795243
-0.010752143,0.028050112,-0.04194408,-0.058142144,0.030383091,0.00299916,-0.05434383,-0.012869608,0.013123809,0.010631673,0.054990973,-0.049555782,0.051100526,-0.009680758,0.050594512,-0.022402275,-0.026210964,-0.031912684,-0.01629486,0.007940899,-0.012902883,-0.042498767,0.006109887
-0.023514068,-0.072876126,-0.017957926,-0.021412903,0.023689318,0.0038567,0.008829642,-0.033196,-0.061337467,0.006841618,-0.034029018,-0.000635989,-0.017173503,0.05054082,-0.07986272,0.004297633,-0.047282588,-0.049358033,-0.040401727,-0.058213,0.03410511,-0.059364013,0.006662002
0.0243554,0.004967743,-0.001001816,-0.004313102,-0.01662081,0.031273957,0.018214278,-0.007805313,0.00902558,-0.014917789,0.050324075,0.016531775,0.06943604,0.061364595,0.025359113,0.035833728,0.036808405,-0.0176229,-0.000721609,-0.009360546,0.027480965,0.05211105,0.00485201
-0.022189813,0.030442625,-0.012931075,0.010867931,0.051928986,0.032366768,-0.013671737,-0.001226702,0.023615355,0.00344826,-0.035344634,0.013980516,0.05230152,0.047509,0.004192946,0.024928367,0.000587868,0.057897862,-0.01328524,0.035342604,0.027552718,0.015812213,0.03317058
-0.03986447,-0.00137527,-0.049252983,-0.048588358,-0.058511358,-0.029426707,-0.043374557,-0.0723345,-0.05947243,0.002413591,-0.007644216,-0.037506085,-0.036582183,-0.008264101,0.000144656,-0.038361907,-0.06137764,-0.03181414,0.041706387,-0.044927634,-0.06853428,-0.040882993,-0.017750619
-0.07305341,-0.050625242,-0.028705,0.08085442,-0.01818299,-0.07827329,-0.021026993,-0.08142061,0.013847455,0.010578257,-0.055432532,0.056059275,-0.027201764,-0.064385325,0.0757092,-0.01418004,-0.07755097,0.003526257,-0.057694923,-0.05702996,-0.07303625,-0.072004974,0.060278047
-0.03716251,0.02856993,-0.037960824,-0.051089723,-0.008280524,-0.037715428,-0.064226806,-0.022188751,-0.07263729,-0.022372255,0.006005765,-0.06652896,-0.016067244,0.023243062,0.003914054,-0.003868341,0.023810903,-0.029606305,-0.07788913,-0.07359884,-0.03608543,-0.050221343,0.004077024
0.039352775,-0.017831892,0.015369974,-0.060602468,-0.0414897,-0.05005278,-0.05226821,0.020073088,-0.022994578,0.04066707,-0.024761278,0.007233602,-0.041320283,-0.025035266,-0.057500284,-0.045316126,-0.03097565,-0.01677075,-0.019128826,-0.026374385,-0.044847194,-0.006343656,-0.028267913
-0.007438846,-0.053291325,0.03328661,-0.067868374,-0.07557071,0.003806978,-0.062054224,0.05378211,-0.06855476,0.05503173,-0.03957648,-0.039048217,0.011868437,-0.075727776,0.005546495,-0.06394737,-0.07476911,-0.040737446,-0.005413584,0.02054855,-0.013321195,-0.002933703,0.033968657
-0.03504256,-0.052833077,-0.022832304,-0.07224324,-0.0676136,-0.033992928,-0.07366192,-0.078007735,-0.036651205,-0.072811514,0.005599163,-0.07034903,-0.060195185,-0.058930792,-0.016840203,-0.075448506,-0.06928997,-0.057899065,-0.06558059,0.020670451,-0.04152579,-0.060323387,-0.049323227
0.0176795,0.053102963,0.034548838,0.03507839,0.009640071,0.05190983,0.008944606,0.05796702,-0.060563732,0.041849427,0.014992497,0.044440165,-0.017629819,0.009717037,0.037987515,0.016002804,-0.033491384,0.03788445,-0.022313377,0.003139851,-0.006951912,-0.034326587,-0.017630283
-0.06551564,-0.001201692,-0.039249565,-0.032640822,-0.03777529,0.050156537,-0.074416295,-0.060030032,-0.042532317,0.031224972,-0.011811163,-0.039255172,0.016026245,-0.04653029,-0.042870294,-0.041282754,-0.06832491,-0.06000431,-0.03048318,0.0489434,0.008268862,-0.055503495,-0.051435415
-0.026367234,-0.010785859,-0.04813923,0.027261548,0.003413541,0.026847174,-0.013370598,-0.028964916,-0.01486323,-0.079260126,0.029925954,-0.042884592,-0.07213988,0.07203976,0.040690385,0.0217999,0.026606258,0.004898046,-0.047487326,-0.030934002,-0.023862028,-0.072736286,0.027035465
-0.016894834,-0.040426645,-0.04301925,-0.052008722,-0.06782566,-0.032611348,-0.06881447,0.016826317,-0.048628293,-0.07730266,-0.048336517,-0.051405914,-0.07400816,-0.07174947,0.004422816,0.002663574,-0.036071833,-0.014824691,-0.004519198,0.03318452,-0.014689247,-0.07192353,-0.051224157
-0.01105819,0.002212497,-0.008534361,-0.019948779,-0.038939297,-0.005456523,-0.040379636,-0.052327853,-0.055439536,0.009165098,0.003990814,-0.054308485,-0.045676433,-0.014053856,-0.000248848,0.026618795,-0.047071133,-0.031645104,0.018502679,0.027718177,0.038766317,-0.050959416,0.016420702
-0.0526163,0.008112903,0.018894596,0.015220312,0.024990782,-0.020295877,0.006999317,-0.04748776,-0.027578063,-0.009984817,0.02314045,-0.05824686,-0.028703358,-0.022860687,0.072050095,-0.047983844,-0.015260453,-0.019056246,-0.07637365,-0.05252643,0.024825186,-0.052107304,-0.009620087
-0.043456644,-0.004574079,-0.044962935,0.009764082,0.00167641,-0.01883183,-0.03684225,-0.022988185,-0.054033246,-0.017848121,-0.039099973,-0.007647557,-0.016933536,0.000701198,0.001041815,-0.0243684,-0.005665703,-0.026047053,-0.019333035,-0.040225692,-0.019253494,-0.041192662,-0.03491345
0.061953258,0.06923117,0.06952072,0.024985284,-0.008619911,0.06748361,0.04038603,0.061762147,-0.003804317,0.040245224,0.04441695,0.007933686,-0.010449982,-0.013501659,-0.008340074,0.012551672,0.010663565,0.05908743,-0.010054147,0.04801353,0.056613278,0.03557548,-0.011251012
-0.06251394,-0.027958225,-0.055290084,0.000160364,-0.06181064,-0.033480033,-0.057099395,-0.06958496,-0.055752277,0.037160963,-0.006809269,-0.04541484,0.015986947,-0.04925546,0.008578524,-0.039556302,-0.057616916,-0.057494596,-0.07289657,-0.054817263,-0.069688775,-0.06538743,-0.02978636
-0.019329648,-0.025021126,-0.048796106,0.007379375,0.0729903,-0.0339783,0.023732277,-0.03512202,-0.074651495,-0.046296753,-0.06683917,-0.041194484,-0.0656434,0.05273794,0.033144355,-0.02226204,-0.017956393,0.019424625,-0.06702844,-0.025799962,-0.001581448,-0.06145575,-0.03281844
0.020016788,0.005187525,0.05467105,-0.001182372,0.002739462,0.021680491,-0.037404306,0.007821922,-0.022240145,0.027598366,-0.003629933,0.021068271,0.011132412,-0.001508467,0.014291201,0.013135023,-0.041123524,-0.000469738,-0.010534715,0.006992365,0.03806921,0.029409084,-0.003925355
-0.037861533,-0.06908847,-0.012293153,0.036882047,-0.014320669,-0.055428926,-0.016726801,0.020494211,0.02720743,-0.04283443,0.046552528,-0.027970232,0.05887332,-0.037070185,-0.03729281,-0.057980407,-0.018173456,-0.043781567,0.04063105,-0.020084728,-0.050759677,0.000603614,-0.04833263
-0.020116422,0.031207688,0.03987631,-0.07278717,0.000651347,-0.002254276,-0.030974535,-0.03672222,-0.05192996,0.05915325,0.05102553,-0.05123635,0.05795099,0.039403297,-0.062418774,0.025710192,0.005528549,-0.023943465,0.011782069,-0.033681855,0.029246239,-0.010822876,0.066667855
0.04250837,0.026364995,-0.034865458,-0.04486841,-0.020976469,0.04487779,-0.0018642,0.029956259,0.021230482,0.027326176,0.029496491,0.003510936,0.040801734,0.002450179,0.024820255,0.007923283,-0.000917234,-0.03732672,-0.009734717,-0.014637038,-0.027911792,0.060351968,0.047519855
-0.046434883,0.003590258,0.047110666,-0.03896124,0.021064192,-0.06362765,-0.024655689,-0.04575917,-0.024093132,0.01244423,-0.057375245,-0.071902715,-0.011538033,0.014592608,-0.0784694,-0.028107408,-0.023861846,-0.011783552,0.04079122,-0.028629247,-0.04999716,-0.057380207,0.05610305
-0.027676994,-0.024800997,0.006558918,-0.055526607,-0.013577482,-0.013477657,-0.040771306,-0.030068554,-0.049171295,0.027890109,-0.020511396,0.000680419,-0.058808845,-0.012690431,-0.029856505,-0.06247966,-0.009498525,0.054790188,0.01029541,-0.07158355,-0.06376065,-0.00228945,-0.000354636
-0.06770382,-0.034651805,-0.034309372,-0.060210735,-0.07428668,-0.07671463,-0.07364233,-0.03851719,-0.017327188,-0.017991377,0.015769606,-0.07758996,-0.061963066,-0.07198063,0.037928104,-0.056869283,-0.07696234,-0.007352857,-0.07663437,-0.051250353,-0.06816291,-0.05810985,-0.008099668
-0.04733279,-0.017762614,-0.059343692,0.06414999,0.017124165,-0.01070665,0.03585211,-0.06645203,0.022835622,0.07515443,0.007219389,0.010037709,0.04695157,0.021283327,0.0552942,-0.057104878,0.073528156,-0.05149638,0.06322418,0.010268181,-0.041206706,0.017563038,-0.061904095
-0.001373141,0.06586367,0.020895485,0.03246281,0.03357422,0.043291837,-0.00593114,-0.006957841,0.06433805,-0.016777663,-0.001754921,-0.01838223,-0.020153567,0.016041461,0.040190272,0.004785303,0.001291774,0.023513827,0.012487603,0.07293362,0.010008695,0.061529778,0.03006248
