,chick,dove,duck,flamingo,hummingbird,ostrich,owl,parrot,peacock,pelican,penguin,pigeons,rooster,seagull,swan,turkey,vulture,woodpecker
Birds,0.46509988914313705,0.3409212919668414,0.38875761309194323,0.41411433571572864,0.524407526602593,0.44619578681793026,0.4860156991043678,0.5442628914201504,0.4553611032735191,0.49155493781217907,0.4840353325056832,0.6684537698825921,0.44120290154880815,0.4988496306231117,0.3686779038454253,0.42355445365045774,0.45498132065413177,0.5208752864705872
