Birds,chick,dove,duck,flamingo,hummingbird,ostrich,owl,parrot,peacock,pelican,penguin,pigeons,rooster,seagull,swan,turkey,vulture,woodpecker
-0.07810578,-0.074370004,0.0037849692,-0.051867973,-0.052567065,-0.0404654,-0.022874676,-0.028043296,-0.016237924,-0.03653837,-0.057878796,-0.03398878,-0.06008533,-0.054684956,-0.03333864,-0.019020962,-0.04374124,-0.0241763,-0.036334407
0.060791485,-0.042674355,0.042944945,-0.015631014,0.029543044,0.064121716,0.0769623,0.038359545,0.0049975696,0.06669842,0.014186452,0.054306086,0.0681926,0.022033613,-5.110269e-05,0.037678845,-0.02558497,0.056147516,0.068914324
0.029225528,0.0097029265,0.009039502,0.016738784,0.023740843,-0.0028116936,0.060383838,0.030546023,0.009959108,0.018510783,0.021167433,-0.0043194545,0.023146149,-0.025965711,0.052519478,0.054836057,0.019881105,0.06741017,0.023027455
0.052135926,-0.017018357,0.04093414,-0.038097385,0.058921076,0.02412321,-0.02681202,0.069724075,0.072558254,0.027214639,-0.0012303889,0.06346243,-0.027422642,-0.038636852,-0.0016283449,-0.0115884,-0.019217499,0.06499362,0.036604796
-0.058584902,-0.07872761,-0.054515008,-0.038707003,-0.03693405,-0.046891503,-0.029280916,-0.061337117,-0.06591739,-0.040948093,-0.039134383,-0.03336386,-0.059304174,-0.044497244,-0.06029615,-0.06340338,-0.009328864,-0.043622386,-0.05460577
0.006474601,-0.0218309,0.00046314404,0.04980289,-0.021309724,-0.0517124,-0.055540137,-0.030233435,-0.06599204,-0.043270223,-0.0425106,-0.029453939,-0.025337216,-0.022041796,-0.037487507,-0.013893958,-0.0021745584,-0.041945867,-0.07059106
0.04726111,-0.026728354,-0.012103974,0.020651782,-0.0216186,0.05947625,0.054832187,0.0061542536,0.060027625,0.0739889,0.080190815,-0.0059909164,0.024024962,0.0549555,0.030281262,0.0037401165,-0.051980156,0.015723836,-0.03842077
-0.04644456,0.008236644,-0.056577347,0.07782788,0.057279143,0.021787148,-0.062833406,-0.056941513,-0.06991078,-0.049647003,-0.01715771,-0.049671248,0.0028607564,0.034069587,-0.038277157,0.056042947,-0.043248277,-0.042298652,0.023166748
0.0074672448,-0.0019394094,-0.0020317556,0.055471245,-0.04818395,0.0015974112,0.02288439,0.06602556,0.0049832165,0.024711603,0.044044465,-0.06010017,0.03752021,0.046332877,0.0668114,0.042591196,0.07317659,0.042027723,0.05744976
0.0709612,0.06775148,0.020705579,0.021739729,0.047734328,0.0730856,0.045546394,0.05439434,0.07096241,0.031073341,0.053685438,0.0585737,0.067125045,0.050760303,0.06656538,0.031732243,0.05558083,-0.048423357,0.03265579
-0.036252446,0.016229026,0.02574364,0.041394908,0.0046732547,-0.036626086,-0.066164374,0.013112969,0.008416424,0.036221072,0.0024434582,-0.0060000843,0.024989385,0.0044610063,0.056837134,-0.0017030664,-0.03059706,0.024183098,0.0015037673
-0.04322082,0.011494261,-0.054329973,0.07792399,-0.014344067,-0.024088202,-0.031290945,0.063075475,-0.045714043,-0.016026799,-0.0686688,-0.033701554,-0.021952156,0.03454323,0.012648142,0.047432855,-0.0039006302,-0.031552076,-0.03444652
0.058941156,0.0045135836,-0.0032151318,0.045871027,-0.014044176,0.009423232,0.04708316,0.03319226,0.0035345133,0.044092245,0.046658464,-0.03938945,0.03577548,0.05192514,-0.032736093,0.05214136,0.031994957,0.05878118,0.024506828
