Clothing,armor,boot,button,dress,heel,jacket,jeans,pants,pocket,raincoat,robe,sandals,shirt,shoe,shoelace,sleeve,slippers,sock,suit,sweater,underwear,vest,zipper
0.03227034,0.05172235,-0.033539332,0.0138486,0.027498655,-0.059169617,0.008368726,-3.5233832e-06,-0.005100836,-0.053549275,-0.056750245,0.030674184,-0.05909447,0.041889153,-0.010252416,-0.0028033585,-0.06822486,-0.04749171,-0.02800286,-0.0038592215,-0.00962764,-0.03730834,0.04192867,-0.041671686
0.016216,-0.02654332,-0.004903745,-9.918817e-05,0.0396414,-0.052586157,0.048138436,-0.017929941,-0.0024055047,-0.015919626,0.053306613,0.058134407,0.04070701,-0.012979913,0.04334641,0.050143834,0.026019827,-0.0002171068,0.06970631,-0.034857113,0.071308374,-0.020780962,0.059145417,0.0430502
-0.014042516,-0.050780725,0.0074572074,0.035254084,-0.02862214,0.03927395,0.045676168,-0.031758994,-0.031717822,0.013850403,0.00035942844,0.010354812,-0.002972117,-0.025176054,0.0007950097,0.029445468,0.0004965214,-0.035517387,-0.0339973,0.03894839,0.022001171,0.022149762,0.017166227,0.021511188
-0.026739618,-0.04952716,-0.032189697,-0.019037964,-0.04801586,-0.04232582,-0.02140009,-0.0173625,-0.01212048,-0.0046439427,0.04731217,-0.040564675,-0.01210135,-0.035219256,-0.05148772,0.027651986,0.05114736,0.043094445,0.044963643,0.0012728126,0.0007364908,0.01032346,0.038889892,0.010534353
-0.060390152,0.04071135,0.00671923,0.079199195,-0.04391885,-0.022009227,0.006370935,-0.00082692027,-0.07011331,-0.04422103,0.0031974434,-0.007144987,-0.03292662,-0.065494396,-0.06063857,-0.03154498,-0.006953367,-0.04749199,-0.069871664,-0.026037464,-0.02047294,-0.044091303,0.01735792,-0.0025615897
0.04755061,0.040886275,0.017095951,0.034195587,0.051202063,0.0625696,0.024837725,0.02684329,0.056883194,0.049868226,0.012174725,0.010347911,-0.019081272,0.0434688,0.05219194,0.03759277,0.06662282,-0.047242112,0.0036398873,0.05202402,0.030061549,0.016458793,-0.015366644,0.070639506
0.017013393,0.02830329,0.07251821,0.01927962,0.04839998,-0.014776792,0.027563415,0.071869664,0.050711222,0.045788914,0.05352561,0.068037346,0.05108856,0.013640735,0.0049044825,0.02828278,0.02999583,0.06626132,0.052725367,0.054512445,-0.003907299,0.039973456,0.022357352,0.051420487
0.037312992,0.0060434463,0.025250923,0.02590418,0.040269054,0.00095348095,0.052031603,0.024415994,0.059646167,0.01819,0.06823825,0.06529521,0.001839074,-0.03678961,0.016404593,-0.016042747,-0.021083845,-0.052658524,0.012721057,-0.047038812,0.018687094,-0.0037484022,0.005305253,0.043560375
0.019929707,-0.04813401,0.0030331195,-0.005390478,0.001926807,-0.02457986,-0.046598505,-0.054826792,-0.022293944,-0.031872693,-0.042988848,-0.007926045,-0.03829814,-0.057452343,0.010347153,-0.06132411,-0.020888867,-0.039498776,-0.05589613,0.06578742,-0.074515946,-0.022784472,-0.025543766,-0.037899572
0.067035265,-0.008482844,-0.03482721,-0.011282774,-0.0158623,-0.066856675,-0.009425392,0.039407723,0.030975536,-0.0048752483,0.014607341,0.006322774,0.019916777,0.049348686,0.03110395,-0.025869317,0.025358729,-0.012640376,0.00648825,-0.026235323,0.016847083,0.036643207,0.019958274,0.0071757413
0.05310682,0.018790677,0.009305321,0.06211225,-0.020408472,0.07483475,0.019399945,-0.023856282,0.035275828,0.043979764,0.031207394,-0.019798344,-0.007463,0.0725102,0.005460398,0.03189219,0.07801321,0.04392137,0.081555136,0.024195021,0.037070338,0.06515927,0.07663861,0.04795223
0.020433811,-0.017958049,0.011703215,0.055310454,-0.03566093,0.04673738,-0.04523839,-0.0017686458,-0.03660484,-0.013469983,-0.055174675,-0.0056436704,-0.0012161313,-0.013176694,0.001271463,-0.04325501,0.00940082,0.046737693,-0.046791203,-0.059217203,-0.019748788,-0.005415559,-0.035083015,-0.021428006
-0.014658429,-0.005935187,-0.022140477,0.023541735,0.023852449,-0.051976874,-0.03589886,0.064090066,0.021034896,0.03538584,-0.021487895,0.015562985,-0.03413629,-0.021459768,-0.06264076,-0.013814493,-0.032291576,0.0074425163,0.024283497,0.04424181,-0.03925279,-0.007844728,-0.03812837,0.015205784
0.022704115,0.045675423,-0.001167455,-0.04010724,-0.028288893,0.0037411395,-0.049506187,0.0011533698,-0.06571669,-0.035977032,0.018846562,-0.023205556,0.01896927,0.034760658,-0.0032578283,-0.045780722,-0.030304348,0.011721159,-0.053117096,-0.00080225023,-0.041229922,0.020244634,0.01598713,-0.051218547
-0.013790595,-0.019254824,0.078141555,0.038580876,-0.026174713,-0.022725297,0.022355951,0.07424681,0.0024812117,0.08857781,0.02377888,-0.05866342,0.021690108,0.03842854,0.03968894,0.0139309885,0.07038255,0.036765303,0.07951777,0.009625161,0.060840633,-0.03421714,0.060726177,-0.013298092
-0.034704115,0.0007366949,-0.0407399,-0.08302775,-0.03646665,0.018802144,-0.0077364813,-0.03083491,0.042887848,0.020300165,0.036811873,0.014235904,0.05709888,-0.08501509,-0.009598316,0.038097147,-0.08144103,0.064922184,0.047954295,-0.032036845,-0.081037596,0.05608799,0.058400206,-0.0044236984
-0.043617763,-0.06969284,-0.07081739,0.022703454,-0.055726673,-0.04244312,-0.05542146,-0.071226016,-0.04360772,-0.024687726,-0.029405223,-0.046735995,0.006416823,-0.0012772783,-0.05206933,-0.03171931,0.03239634,-0.01629131,0.03972618,-0.04609005,0.012124086,-0.03855313,-0.042531956,0.03663948
0.008782259,0.04862826,0.039725333,0.06570505,-0.026571844,0.05524279,0.057513427,-0.01518853,-0.06309385,0.013965598,0.050773315,0.014562659,0.05239646,-0.04827856,0.016173596,-0.031559374,0.028837122,0.07926798,0.030216673,0.00042676198,0.06626198,0.029716676,0.014399332,-0.042827222
0.042359844,0.04152899,-0.013317962,-0.05174669,-0.01763511,-0.031135356,0.07465763,0.015660081,0.018421225,0.014624981,0.04902807,-0.015600215,-0.03490512,0.02488879,-0.022732617,0.046204254,0.059558216,-0.034888275,0.00027747033,0.027185991,0.0626892,-0.026213687,0.05234501,0.037463013
0.097239874,0.086103074,0.08705092,0.021168154,0.08711988,0.057616115,0.09311226,0.07727096,0.0872203,0.08395754,0.090664834,0.09373033,0.08082269,0.086901315,0.08939867,0.0930555,0.08580584,0.085406885,0.08291248,0.10386994,0.08552547,0.08619143,0.092074715,0.07883889
-0.043140084,-0.008101283,-0.056432523,-0.028213475,-0.0332105,0.024403589,-0.005032397,-0.067679115,-0.040449165,-0.016519768,0.007737241,-0.018258037,-0.037004877,-0.009964168,-0.04381763,0.029960442,0.055402923,-0.0704729,0.00022563816,-0.020692216,-0.021767356,0.026611688,0.053390536,0.06959854
-0.020575916,-0.07352943,-0.05450168,0.08552676,-0.07452057,0.06759879,-0.05999191,0.035930313,0.0034222838,-0.053774472,-0.05563349,-0.08218164,0.030903777,0.029641444,-0.041690726,-0.065653406,-0.049554653,-0.05521988,-0.03565919,-0.03526426,-0.007563642,-0.03876852,-0.026577143,-0.0445428
-0.08787305,0.009729598,0.07991099,-0.07183043,0.004740907,0.08483863,-0.051588602,-0.07630052,-0.07728366,0.0058789435,-0.020011941,-0.0027211055,0.07996393,-0.049617253,0.08929654,0.083170265,0.07200139,0.08208431,0.082830645,0.025258994,-0.05656136,-0.041643117,-0.06756595,-0.028252287
