,armor,boot,button,dress,heel,jacket,jeans,pants,pocket,raincoat,robe,sandals,shirt,shoe,shoelace,sleeve,slippers,sock,suit,sweater,underwear,vest,zipper
Clothing,0.41945604950407267,0.36068658309799995,0.2648669125165324,0.6469331326596671,0.24309582221701265,0.5693858253156523,0.5692666246795837,0.5644733035016334,0.3469265864531076,0.4653747318160273,0.6187397644360092,0.3754834745654412,0.5606998485092793,0.48860068269428225,0.37284082816654274,0.40648658780724545,0.33140786998758,0.3224971452470846,0.5269049347451501,0.4715039435270154,0.6301675637347596,0.5162022608072537,0.3567280188496471
