Vehicles,airplane,ambulance,anchor,blimp,bus,canoe,car,golf cart,helicopter,hot-air balloon,motorcycle,rocket,sails,ship,stroller,submarine,tank,tire,tractor,train,truck,unicycle,van,wheelchair
-0.021648569,-0.004314031,-0.004335076,-0.05263819,-0.009563793,-0.024435598,-0.04186189,-0.009931311,-0.02955678,-0.021435264,-0.025489522,0.00070808904,0.018222151,0.011218882,-0.014358276,-0.05121623,0.05807834,-0.0180831,-0.03669767,-0.076493934,-0.03341901,0.0021058111,-0.042218465,-0.06594522,-0.08282111
0.028100977,0.062006067,-0.022839587,0.03695565,0.003459917,0.072081335,0.0530487,0.067440294,0.023076221,0.051032104,0.01677662,0.07410698,0.060359348,0.076189734,0.043573406,0.05668203,-0.005442805,0.049711965,0.06265,0.06407213,0.06196141,0.07124091,0.017548895,0.06294661,0.02074849
-0.05082393,-0.02998583,-0.03833663,-0.06796796,-0.061718088,-0.039301474,-0.031886794,-0.03868204,-0.030649023,-0.061068244,-0.022771258,-0.028469874,0.024720166,-0.06467704,-0.021786474,-0.045079086,0.00039004692,0.018512335,0.008136781,-0.042599928,-0.06169258,-0.014936725,-0.06712174,0.07861398,0.008683093
0.055061225,0.009451433,0.0326853,0.04127907,-0.0066382512,0.010071701,0.008831582,0.04843708,-0.050879404,-0.021921689,-0.00639457,0.02852536,0.039271068,0.035856865,0.0071868375,0.03843004,-0.013583904,0.06670182,-0.0004412975,0.02966386,0.0024221186,0.049073268,0.021356843,0.026553571,0.026386254
-0.068597406,-0.05406913,-0.036633074,-0.05498708,-0.032271158,-0.056327477,0.0055936454,-0.07492529,-0.053525973,-0.019666908,-0.028398694,-0.06616751,-0.013158056,-0.007914639,-0.051370345,-0.06390517,-0.042187817,-0.056798257,-0.013246748,-0.022045653,-0.038562723,-0.06579424,-0.009213659,-0.049349196,-0.008427539
-0.031985793,-0.028462356,0.013038587,0.02447666,0.045331202,-0.0445687,-0.012704403,0.013716203,-0.048136134,-0.00487721,0.0067381137,-0.075936,0.004087229,0.050104987,-0.020996222,0.009636407,0.032041725,-0.07099701,-0.031540547,-0.06683547,0.04757176,-0.040982552,0.02351457,-0.03354848,0.0033596365
0.024227807,0.045501746,-0.033678927,0.041244507,-0.011254123,0.07419232,0.020148862,0.011297099,0.030977003,0.007563227,0.03401809,0.07614077,0.011514721,0.05313812,-0.015254411,-0.07184497,-0.013438281,0.041514236,0.05466195,0.036479354,0.020045064,0.06803154,-0.024731187,0.03744684,-0.0060985005
0.048195537,0.0203949,0.07336407,-0.001610708,0.063804366,0.02094314,0.060102396,0.06505137,0.06933941,0.04226904,0.079383135,0.06583739,0.07823256,0.043651376,0.06847735,0.03108624,0.065238394,0.056262165,-0.02762345,0.044472855,-0.0023675228,0.054510776,-0.013904787,0.060997184,0.064466506
-0.032142524,0.027621966,-0.061864506,-0.063768625,-0.0775147,-0.040757407,-0.031966936,-0.049939584,-0.048912074,-0.016283156,-0.032972388,0.020999707,-0.048871182,-0.043751992,-0.030963916,-0.05630339,-0.0010265546,0.03458314,-0.021242931,0.033565022,-0.05232191,-0.013693782,-0.06817038,0.042829502,-0.0680644
-0.033919472,0.022878785,-0.029657474,0.04389507,0.033904243,0.012707869,-0.014713594,-0.020830732,0.0083217565,-0.039479114,0.04010911,-0.012324616,-0.015552445,0.00372713,0.040211137,-0.024105556,-0.013481079,0.061441205,0.026787693,0.0060940473,0.018583858,0.018172052,-0.010027311,0.026645117,0.011471984
