,alligator,ant,butterfly,caterpillar,chick,crab,dinosaur,dragon,duck,eel,fish,fly,frog,jellyfish,lizard,lobster,mosquito,moth,octopus,ostrich,owl,peacock,penguin,rooster,scorpion,seahorse,shark,snail,snake,spider,turkey,turtle,worm,dove,dragonfly,flamingo,goldfish,hummingbird,ladybug,pigeons,seagulls,swan,woodpecker
turkey,0.22373824669159292,0.3698665639671296,0.18022307950240457,0.20042729031602358,0.38008098006349034,0.25579571166709214,0.31817143354739996,0.3189617437242769,0.3071826815784855,0.2370799645817856,0.355518350938961,0.28777329467112345,0.2512352203619008,0.2428109321080254,0.22001832067356797,0.2635088946195654,0.24735463641295607,0.19362160361193537,0.2529880857693232,0.40672694594407366,0.284796446239002,0.3276914447387358,0.3215053160619814,0.33751785527957057,0.21898947115161083,0.21016661385044788,0.25787033417790417,0.2641172992715093,0.28650573734570906,0.271476767546758,1.0,0.2019725952034237,0.17187469702540326,0.26029947242727947,0.17312540331749793,0.2509243080587744,0.22611928560603944,0.2617344892849569,0.14921555166021572,0.3218024173704892,0.332549209799089,0.3225760355662096,0.30512432051695915
turtle,0.4477027750095386,0.33483509413114376,0.30341039827912497,0.33714125842089127,0.3381434840043256,0.3777108132262491,0.37175402585126416,0.42552683044616246,0.3616251898547762,0.35816063360556216,0.42786783866698386,0.36230499107225866,0.5018994054962603,0.3768215192097677,0.4793304567716763,0.3332406568783943,0.30402047500799056,0.2525323150716864,0.4157112736101949,0.35426062239980205,0.41594869103008136,0.2985874028600781,0.3470136229938581,0.3814068359067766,0.30683781125367404,0.3498008243046067,0.44052118234614535,0.3899660143390594,0.43352856642006965,0.3484618530286825,0.2019725952034237,1.0,0.34544462919750607,0.20625248320551925,0.35867938395690924,0.34281793988849896,0.4039098108825414,0.3158947953888591,0.24500694009449098,0.3069679755547545,0.23568554249423057,0.31016768601225553,0.27247957829260283
worm,0.3565148468129774,0.42602101391402714,0.3661698177993138,0.4945862662416267,0.2813836157737143,0.2953352051000022,0.27583327379016054,0.31669246182509503,0.23162090467809016,0.38515172800624986,0.36797881777484154,0.41202865960412327,0.43129512652285373,0.366606217174255,0.3680381137727955,0.2560262368345956,0.34781924964081723,0.45583295851909833,0.2621781955960468,0.30584550328711413,0.23298636371685133,0.21626375182354618,0.2490986540572463,0.34727813752199843,0.28577323264883525,0.31530578538146004,0.3218228375086791,0.3578105662044879,0.42358255062501726,0.35565801154867627,0.17187469702540326,0.34544462919750607,1.0,0.2347461726377007,0.4148213223063415,0.2874442380548863,0.29622190556991457,0.23534660907019656,0.28720583263302013,0.24986325340265603,0.28141135015488716,0.20130525703217517,0.3466190353397989
dove,0.23077017410013168,0.31288714766159365,0.34069058029173427,0.24864375624090873,0.2848472250840657,0.21936848285305766,0.11674519051752208,0.2272210127965103,0.2443553336698615,0.19983583728162013,0.26134573868764877,0.20163654311451118,0.20799291259969932,0.20705964494032836,0.19878893159228817,0.15928978057290955,0.2965023234448674,0.3016679829019322,0.2803797827905199,0.2694280948304024,0.3144036873203546,0.3541845629691791,0.3116315523731259,0.29070853958352516,0.29238107210795183,0.14387220018114866,0.18019522974478663,0.24059205941827955,0.3290897430219506,0.21737917026254117,0.26029947242727947,0.20625248320551925,0.2347461726377007,0.9999999999999998,0.32734060785994656,0.3293278378711235,0.2785766665974394,0.44095585748167654,0.3195349883887968,0.3928326729283953,0.35564278073909694,0.4080548515545267,0.362293729574253
dragonfly,0.32072917248309063,0.35879780037737885,0.5844214996964839,0.5190896835707778,0.26730640964179364,0.24810768353613888,0.37982541619177546,0.4647484703924164,0.279275486935188,0.37912109950076445,0.2457193474545578,0.48874185368702383,0.33357369170690476,0.3546501340100161,0.389544627307181,0.3145613955677967,0.5409281119960625,0.5504172847995854,0.3389462677841053,0.27937490457489456,0.38211892330679653,0.4330015549801809,0.2958800204934482,0.3316385415245694,0.3951436619298614,0.3516812471761217,0.3607003855894968,0.29274721714946783,0.28154262656365914,0.43328480070926223,0.17312540331749793,0.35867938395690924,0.4148213223063415,0.32734060785994656,1.0,0.45105603861134724,0.26262640702599316,0.5824316060212112,0.49267118467091653,0.32710559048291965,0.2995165359702263,0.4875965745032087,0.435764582739515
flamingo,0.3662262040427068,0.3019341536915272,0.3968373595110646,0.32781587447355,0.37966140620557487,0.27296205103696425,0.3628928442140271,0.3970125095755779,0.2850405409308614,0.3144517824811378,0.22632649796627546,0.3771708496804691,0.3902222313895072,0.27209337199758354,0.3677009850052506,0.26584375354864265,0.31763053941549413,0.3315747091219383,0.40034367668520154,0.4492091666693433,0.3522963287865085,0.5344081004171395,0.47591991229859243,0.326552312230904,0.3093408821771574,0.3428454658435076,0.31595060063743263,0.247800336437362,0.30786246111173465,0.3278269343617033,0.2509243080587744,0.34281793988849896,0.2874442380548863,0.3293278378711235,0.45105603861134724,1.0,0.2509139775679339,0.620444717043075,0.36922067417121895,0.4229147896988993,0.41144178555787203,0.41716762313491274,0.4148553153834845
goldfish,0.274702189101115,0.2441579355655339,0.29816290060383044,0.29464159339349427,0.2001101502563677,0.318775467908629,0.2789452880215435,0.24817339577339803,0.2733493962325886,0.33618784078666797,0.6582385890548169,0.23898933563533598,0.3613554367617344,0.2912497488911885,0.2646274426095905,0.33957954055285966,0.2753932317609732,0.2195668028995892,0.3654018357598161,0.23836919361413356,0.2827656113111374,0.3163241067704181,0.3881009557482098,0.29944774899324433,0.21799539865447126,0.32528616688208656,0.40253996859356267,0.302791720729066,0.3891573802073707,0.3204982766792628,0.22611928560603944,0.4039098108825414,0.29622190556991457,0.2785766665974394,0.26262640702599316,0.2509139775679339,1.0,0.26054004968220346,0.21747546116256222,0.3770053992019502,0.31342649524192123,0.29514758589498746,0.20006439976547952
hummingbird,0.39009467342381265,0.32812935268696874,0.4598349573539444,0.31252902557567375,0.39403786125923845,0.19657027049986797,0.30046382350376755,0.33770802943695966,0.30806467370599244,0.2805038898541927,0.29945714711935534,0.4405626186574185,0.4023755752665761,0.2912199987825488,0.2862734896334449,0.2569990221328069,0.443316716967155,0.42717625287703886,0.37634365546472215,0.4747912226500858,0.47779186542158625,0.4920869013816003,0.44549011551222206,0.3121690964566295,0.3181403056354768,0.3814836596135711,0.29750127599498954,0.34826864257394297,0.2926753582833942,0.2992663187237572,0.2617344892849569,0.3158947953888591,0.23534660907019656,0.44095585748167654,0.5824316060212112,0.620444717043075,0.26054004968220346,1.0,0.3543616526364548,0.4778535462020532,0.41945701624204457,0.3989480580291449,0.5421279092986852
ladybug,0.25390884610855247,0.36386754011926115,0.4441107002010193,0.4179618348980274,0.2801258636965116,0.27510396622718125,0.29675048007462923,0.27000329258968137,0.20929623352829996,0.2600638503821673,0.1835577845257489,0.24215140352256992,0.30099289830097464,0.3151814416169907,0.32391912326618433,0.22682629645154317,0.42834913426236887,0.4512458542325919,0.35632716610950443,0.22561576937099315,0.2414895829483743,0.2900311544471359,0.31623138313116717,0.22619647793752928,0.30534163302826123,0.22546433178650171,0.2190530732593985,0.36093483715142893,0.23432453455338464,0.3775520144838793,0.14921555166021572,0.24500694009449098,0.28720583263302013,0.3195349883887968,0.49267118467091653,0.36922067417121895,0.21747546116256222,0.3543616526364548,1.0,0.24314533799955496,0.2599594718984122,0.2945532174899608,0.3044575292379379
pigeons,0.2613465063280007,0.34949078406434153,0.316110632228333,0.34664238815843673,0.41295461369123787,0.282545647583649,0.2893060941962522,0.29795651582397853,0.39677989335853825,0.24445132737906494,0.4302212480419991,0.3860650489055245,0.3298206514339117,0.26403672526913313,0.24053752820009133,0.25513883211872246,0.28507581072638266,0.27270870878027853,0.3066142364672182,0.40901015656549233,0.46393032998876826,0.4562222263193141,0.3630216843334986,0.4237715901990813,0.26589837288015505,0.28673314477150447,0.33649746870230635,0.3741568663337964,0.3592377374795621,0.24277416531471296,0.3218024173704892,0.3069679755547545,0.24986325340265603,0.3928326729283953,0.32710559048291965,0.4229147896988993,0.3770053992019502,0.4778535462020532,0.24314533799955496,1.0,0.6425277315238327,0.4280487129940429,0.47610696059319946
seagulls,0.32748378269774003,0.30462945096379057,0.2871767038532089,0.2765509014456671,0.2971665362532814,0.3086478703468314,0.3148940287475519,0.17969157592331508,0.3305236712427979,0.4275984547548374,0.44281680156652325,0.36603664069865993,0.2856240802316532,0.3928192476389075,0.21610080010053456,0.2927614021299545,0.2866348947247438,0.2954354993005571,0.4126422144668147,0.5134395563618209,0.3996589847834111,0.5051015587968607,0.35314868731190785,0.34266719873377627,0.1741519803602859,0.3696034503813286,0.39110075576328807,0.40853249050149,0.25436709412906056,0.27242353285828114,0.332549209799089,0.23568554249423057,0.28141135015488716,0.35564278073909694,0.2995165359702263,0.41144178555787203,0.31342649524192123,0.41945701624204457,0.2599594718984122,0.6425277315238327,0.9999999999999998,0.42717311126951474,0.4531538455739321
swan,0.31523708657284955,0.23123409231809733,0.4312336470343916,0.3179356107997233,0.3776183153469006,0.26177791524100535,0.3156749729472408,0.34556954956539154,0.48561647302037825,0.3860783579775825,0.32587395403824226,0.33953069498217747,0.27814164118771423,0.2254026930882681,0.24481455116428175,0.3102547173604324,0.30384077895999595,0.28698879832019475,0.33457488527066837,0.35080156723601386,0.38224067271946893,0.5567511119634772,0.3745454711603511,0.41369233130593286,0.2960384300079695,0.2619414182128952,0.39143969756152663,0.19254873269626915,0.29136533523699115,0.3555596808610437,0.3225760355662096,0.31016768601225553,0.20130525703217517,0.4080548515545267,0.4875965745032087,0.41716762313491274,0.29514758589498746,0.3989480580291449,0.2945532174899608,0.4280487129940429,0.42717311126951474,0.9999999999999998,0.4488535653773139
woodpecker,0.31179804814255774,0.3522972860514051,0.3751084635102522,0.4373425419269297,0.4117727213055449,0.27156208922037073,0.34840892965363657,0.3466637072510097,0.4328686871849523,0.3317657292290961,0.29169461762153737,0.3806146173251932,0.4054324194639851,0.27923638243941884,0.3265609861815433,0.2572335782092441,0.37100194184235047,0.4672030297307552,0.24733606816950982,0.4692789656726075,0.4976976796210535,0.45348207137667695,0.4180801256611373,0.4269054418566628,0.315014227865966,0.31137505871222726,0.3226635090806256,0.32459814431830925,0.3315525498209414,0.4342782535972649,0.30512432051695915,0.27247957829260283,0.3466190353397989,0.362293729574253,0.435764582739515,0.4148553153834845,0.20006439976547952,0.5421279092986852,0.3044575292379379,0.47610696059319946,0.4531538455739321,0.4488535653773139,1.0
