,ant,bee,beetle,butterfly,caterpillar,crab,dragonfly,eel,fish,fly,frog,goldfish,grasshopper,jellyfish,ladybug,lobster,mosquito,moth,octopus,scorpion,seahorse,shark,snail,snake,spider,starfish,turtle,worm
Non Mammal,0.3267254544003795,0.20454403589087977,0.26263343141484086,0.2633142908145787,0.2511348889541942,0.27343062749309555,0.25246768669188246,0.2651691320005489,0.39100820064558084,0.3270153815359361,0.3236443208188817,0.2650028434273213,0.2508242513079285,0.33240659977822007,0.20484290388810444,0.2711324516726894,0.33321567647972183,0.274988814476794,0.31818660404218946,0.21022697953021685,0.3551655944919947,0.32531176222694547,0.33078636378107173,0.3673611135080641,0.3128826764824606,0.3223106444498014,0.30638710950268033,0.23240755348203845
