,book,box,calculator,chalk,chalkboard,computer,crayon,envelope,eraser,globe,highlighter,keyboard,locker,lunchbox,marker,microscope,newspaper,notebook,package,paper,paper clip,pen,pencil,printer,rubber bands,ruler,scissors,stamp,staple remover,stapler,staples,typewriter
School & Office Supplies,0.20576012769512153,0.08855185148462952,0.19590308493734077,0.16673571052947855,0.33947940379329244,0.2158920039070339,0.22587758306507977,0.10856432732945431,0.2576387420971292,0.06373433372626414,0.1758435536457783,0.12661147848869825,0.30937216497074094,0.2568665809948476,0.17319296411133178,0.16591523419100362,0.25607939268757773,0.3079375766014054,0.15362455453604462,0.3017025850938879,0.32160794175415286,0.25294503686805747,0.2666107590728781,0.20257536044847524,0.2592341512303259,0.1903672885192782,0.17522096015858935,0.11462984629357997,0.2468999853475301,0.41566729570541605,0.45243538336103684,0.23240305745975198
