,bathroom,brush,comb,faucet,lipstick,mascara,nail clipper,nail polish,plunger,razor,shaving cream,shower,sink,tile,toilet,toilet paper,toothbrush,toothpaste,towel,tweezers
Bathroom Items and Toiletries,0.43308775977757374,0.0853676781344389,0.0579250616464696,0.15597747968249553,0.1413779102089412,0.13753566159916653,0.030262963120367137,0.19693745874173374,0.19790574474043232,0.056472145412304164,0.19814209754010403,0.151117338482734,0.18213262403761155,0.12206561975738761,0.37069445589985883,0.3361063091125893,0.21474376127882677,0.08801550891317778,0.16667024923775453,0.007435113279812722
