,ashtray,barrel,bed,bench,calendar,candle,chair,chandelier,clock,crib,curtains,desk,disco ball,dresser,fan,hammock,high chair,jukebox,lamp,magazines,mattress,mirror,piggy bank,pillow,radio,record player,rocking chair,rug,safe,speaker,stocking,stool,table,tray,treadmill,vase,wreath
Furnishings & Decor,0.21067197224462242,0.18103321726352162,0.29394556466397304,0.25838230650203575,0.23081994877933432,0.21966597579575264,0.3039719597461219,0.40093093931678714,0.16124354374199812,0.29775764632419466,0.32762184244146464,0.3655995708367026,0.2565957843151928,0.4116044611432612,0.130057422090313,0.17933025449284934,0.2948115106721527,0.19448092473721124,0.3002768416018924,0.22932120338086215,0.2594899276522459,0.0938065609151777,0.17398592759878717,0.2767116755177662,0.1586843265902007,0.18225220855158342,0.3373752521150597,0.36623283423074815,0.17305375791093203,0.21319597259976297,0.22978723718808725,0.2647139292864267,0.3519684402399976,0.23918597216544224,0.13397228223077473,0.24740810098922084,0.3958397527924633
