,bat,bear,bull,camel,cat,cow,deer,dog,dolphin,elephant,fox,giraffe,goat,guinea pigs,horse,kangaroo,lion,monkey,moose,mouse,pig,porcupine,rabbit,raccoon,seal,skunk,squirrel,tiger,walrus,whale,wolf,zebra
Mammals,0.3738803623728467,0.24643449050211663,0.3030292399368404,0.3525027454242795,0.3338900485606423,0.439352003584087,0.39219644015780164,0.33963022522705155,0.41925745611827536,0.38298719804933123,0.2835396461827271,0.37132088090976667,0.3463505033477199,0.3554350744232242,0.3997355542883494,0.3958891367940749,0.3030898473829242,0.31610991706699765,0.34803599854977385,0.38840967581960695,0.2917472993193275,0.3095675504889318,0.3182577742107744,0.33613510454962925,0.35682393100115695,0.2633666401578779,0.3102670572052132,0.2508384734803346,0.4131754460105357,0.40642899671526855,0.28693522405284844,0.3249676526069696
