Musical Instruments,bagpipes,banjo,bell,clarinet,drum,guitar,harmonica,harp,piano,saxophone,trumpet,violin,xylophone
0.026869277,-0.052424386,0.016840618,-0.07427845,-0.0350824,-0.0075709186,0.057805404,-0.026014786,-0.052570913,-0.04945718,-0.00023039556,-0.049024053,-0.049501225,-0.05822752
-0.048294406,-0.0397172,-0.014685158,0.0057895337,-0.044940982,0.029618558,-0.019657614,-0.05964093,-0.04758622,-0.013524059,0.018673895,0.024898069,-0.053791065,0.05538784
-0.03239579,-0.006228989,-0.061181903,-0.04641322,-0.07037207,0.010538889,-0.03699019,0.013458982,0.0023946408,-0.0517557,-0.02983287,-0.025039831,-0.04599434,-0.026609335
-0.03141876,-0.008765654,0.0014284973,0.009762062,-0.013631434,-0.053670947,-0.045541987,-0.038751323,-0.0092858765,-0.064053595,0.014949181,-0.010293251,-0.0147301005,0.050840672
-0.046210635,-0.06468754,0.011182477,-0.041231453,0.0054710023,-0.022729252,-0.033447552,-0.042626366,-0.031196367,-0.034588084,-0.051427167,-0.05838446,-0.035925094,0.027339257
-0.06215872,-0.07002937,-0.07451764,-0.07151894,0.0004559799,-0.0638239,-0.028732792,-0.061903305,-0.06058016,-0.04468456,-0.058482707,-0.06998177,-0.046430107,-0.042243242
-0.0531883,0.00502183,-0.032079753,0.0603128,0.026952524,0.0050579733,0.01797604,-0.031925887,-0.050598755,0.03894296,0.014231692,0.04879685,-0.060770698,-0.019954933
0.015602139,-0.05548614,-0.028753018,-0.0679567,-0.023028031,-0.04855595,-0.007297049,-0.0239096,-0.04527077,-0.034530733,-0.047768906,-0.05421153,-0.04842201,-0.04527289
0.005505752,-0.0033035497,-0.001883297,-0.069069244,-0.01951963,0.015632182,0.034320462,-0.01838266,0.0024675743,-0.010651297,-0.014534252,0.05830168,-0.029595718,-0.062285207
-0.024330366,-0.00051050266,-0.056191657,0.07870564,0.021075558,-0.057987675,-0.005606782,0.0609806,-0.029438574,-0.051651675,-0.00096195424,-0.035388593,-0.058245316,-0.0013451098
-0.016330197,0.03320676,0.053349186,-0.020403925,-0.0030733664,0.0615651,0.06170414,-0.0023316815,-0.028984338,-0.055048946,0.022361543,0.01554109,-0.012817211,0.044261705
-0.007356575,0.051531233,0.06836893,0.055010296,0.073519126,0.06894153,0.047623515,0.028347999,0.02002537,0.04422957,0.06329072,0.0797212,0.050175536,0.03938913
0.07952545,0.04279907,0.03559527,-0.054090854,0.056088805,0.04276293,0.04204515,0.038656935,0.033560593,0.07320432,0.046832137,0.040794015,0.054474134,0.026235491
0.051773787,0.07471688,0.055828325,0.07509329,0.073412664,0.081417285,0.068344206,0.06436628,0.079412244,0.074548274,0.07050792,0.07311989,0.07367408,0.0010193246
0.06178237,0.055608816,0.06578504,0.061606105,0.066086635,0.06794992,0.08248947,0.05406009,0.035246465,0.07363731,0.072397165,0.064384244,0.06397963,0.0566618
0.044694055,0.0041035423,0.040627956,0.06860466,0.0461881,-0.027299698,0.08019469,-0.004826378,0.07228313,0.06913866,-0.061613545,0.031012539,0.07319335,0.037126575
0.01313383,-0.0022114043,0.053232756,0.051013228,-0.0070211776,0.06482403,-0.064250484,0.055943526,0.05559474,-0.016110186,0.01984727,-0.029118508,-0.011617678,-0.00066331803
-0.03601299,-0.009205865,0.045484062,-0.003025228,-0.024006287,0.019775257,-0.03955804,0.02717364,0.047372956,-0.016386634,-0.003686833,-0.014805716,0.027627684,0.05109242
0.0011765645,-0.08018042,-0.07399059,-0.06214938,-0.0025635024,0.03684602,0.005127937,-0.059611406,-0.07542921,-0.036862962,-0.012010848,-0.03488835,-0.06190672,0.035725247
0.053850237,0.0017767132,0.019237874,0.066161685,0.06688135,0.021157017,0.029106498,0.012657965,0.046400037,0.059891496,0.051361345,0.07381976,0.046766058,0.05945155
0.031808425,0.05252956,0.015414422,0.034263633,0.040979188,-0.00037920114,-0.044293605,0.059047926,0.054395083,-0.06396023,0.048221152,-0.03931235,0.010078676,0.023363883
-0.018256133,-0.037764218,0.019667331,0.021529064,-0.06368036,0.0071800915,-0.027543766,0.002451512,-0.039318196,-0.041575626,0.02967025,0.04862931,-0.052732088,-0.066243105
-0.004583818,0.056540824,0.0073957737,0.02649726,-0.06268225,-0.07324775,0.038506377,0.055591792,0.0024492554,-0.039545886,-0.026499694,-0.047577355,-0.053415406,-0.061971895
0.022761721,0.01992988,-0.008285283,-0.04373037,0.014903304,-0.011850385,0.06067409,0.034026466,0.01464694,0.043663602,0.012904421,-0.029337507,0.02049811,0.04747392
0.03536978,0.052673865,0.01776709,0.06905702,0.032861058,0.061293673,0.055047713,0.010286813,0.023682034,0.06096935,0.052254725,0.06230662,0.02445066,0.016810413
-0.0212952,-0.01709189,0.018225512,-0.012266984,0.046197258,0.016756574,-0.06492941,0.015929742,-0.024392148,0.065154314,0.06218947,0.03832124,0.03088571,0.06326524
0.04554282,0.042763323,0.053300858,-0.002314839,0.050042216,0.025895255,0.0203006,0.016629761,0.03208779,0.012902242,0.016745927,-0.0023480183,0.011361478,-0.00851749
-0.06885407,0.0035921738,-0.04521851,-0.054015227,-0.069846295,-0.049875375,-0.05990782,-0.027804252,-0.046038233,-0.06483597,-0.06497917,-0.051567852,-0.04209097,-0.054788258
0.011442478,0.036767725,-0.0036452757,-0.019427583,-0.016567474,-0.05104237,0.0023874259,-0.021181047,0.04565874,-0.026154682,0.046846624,-0.0016175531,-0.01939004,-0.01950741
0.048627134,0.02876619,0.009973051,0.06973017,0.073526226,0.07597655,0.058404237,-0.028372366,-0.007123275,0.05580718,0.069589086,0.07590749,0.059908878,0.008749295
0.041071583,0.06586837,0.0651315,0.07401323,0.0127625195,0.0049536093,0.067475826,0.007392221,0.07666693,0.07272943,0.014998519,0.044820767,0.041703004,0.04886968
0.033537302,-0.031309266,-0.04225977,-0.00079391093,0.00910529,0.002942701,0.044962756,0.0048016254,-0.066635035,0.006129751,0.01378104,-0.038195554,0.051638126,0.041790172
-0.02482811,0.03761686,0.010821377,-0.020109441,-0.029362405,-0.01771987,-0.023881856,0.0449357,0.039153967,-0.015472127,0.004653315,-0.05176512,-0.040333796,0.040544353
0.04121322,0.03296033,0.03928386,-0.027350552,0.07015704,0.041043483,0.058931082,0.042550586,0.055929746,0.06232825,0.061369445,0.058006927,0.01717744,0.024790294
-0.028776925,-0.0086256405,0.0033206195,-0.02619155,0.0006295507,-0.02854917,-0.044086426,0.035195168,-0.009043009,-0.022412565,-0.041349214,0.01839491,-0.048489403,-0.008401906
-0.06740814,0.0012467677,-0.058591295,-0.058913074,-0.017828433,-0.003712641,-0.067342825,0.010753729,-0.061565608,-0.0020261693,-0.06146507,0.0310854,-0.071177036,0.026959945
0.06972264,0.031945013,0.07673474,-0.042238038,0.05571789,0.010542857,0.0466251,0.0693051,0.05983752,0.068657115,0.060675208,0.007932566,0.045971744,0.058727983
0.051439956,0.04717193,0.06963194,0.0527171,0.02306642,-0.045638822,0.028902268,0.014049842,0.064509206,0.026567118,0.05852169,0.052175414,0.036403283,0.009115025
-0.07050186,-0.048451398,0.0050723227,0.06270326,-0.058213133,-0.05941843,-0.023113884,-0.07328258,-0.06441982,-0.05215985,-0.014544006,0.015477202,-0.013354294,-0.07765998
0.013234725,-0.03877502,-0.064180754,0.04045301,0.0031956052,-0.014644296,-0.027687352,-0.034661382,0.030450083,0.00041584208,-0.007843721,0.05090111,-0.020578433,-0.0034789678
0.033026285,0.004838988,-0.030480342,-0.054120105,0.027094193,0.017166095,0.013404009,0.01003051,0.046849854,0.047223218,0.04283933,-0.039935645,-0.013111705,0.058928285
-0.030855624,0.035253193,0.0048621115,0.004429413,-0.02521348,-0.06608253,-0.061734114,-0.014566041,0.06172445,-0.04637682,-0.01756834,0.02503008,0.008253372,-0.03986741
0.012224741,-0.018087275,0.009342811,0.031335354,0.026701724,-0.002877063,-0.0066542053,0.027890584,0.03633477,-0.0065517393,0.03196574,0.03402305,-0.03388237,-0.020979106
-0.07742992,-0.06810342,-0.07277906,-0.07014088,-0.061481025,-0.07547792,-0.06923682,-0.066064976,-0.057959963,-0.07705264,-0.06957567,-0.07172127,-0.0693602,-0.043738753
0.04474584,0.036037214,-0.053220302,-0.0418644,-0.015196279,0.051934034,-0.023773301,0.005077008,0.05351542,0.041271035,-0.013185073,-0.0048406594,0.045965463,-0.05524482
-0.036127504,-0.057374023,0.01624706,-0.046941508,-0.06420495,-0.014119519,-0.012827701,-0.049117744,-0.0018326904,-0.044488333,-0.013270267,-0.032833736,-0.017423265,-0.033367395
-0.010579266,-0.040602572,-0.03790279,-0.018558564,-0.039124772,-0.032824527,-0.011695283,-3.5594025e-05,-0.01383739,-0.02745229,-0.04328618,-0.044389773,0.005526986,-0.037049968
-0.060418606,-0.054124516,-0.0021226907,-0.040731795,-0.054455247,-0.08051942,-0.047191616,-0.032528672,-0.024676573,-0.060479686,-0.056511983,-0.07448735,-0.048934337,0.016845187
0.036030006,0.05578542,-0.015820723,-0.06576533,-0.011455381,0.004657376,0.01714938,-0.024080563,-0.041957166,0.052076638,-0.025736127,-0.058407385,0.005166136,0.018017426
0.068365954,0.020481145,0.04392315,0.045087226,0.061311584,0.045101993,0.06681098,0.029640116,0.04759389,0.036774494,0.06332197,0.059899524,0.03688921,-0.013062347
-0.02064765,0.01621379,-0.07471061,-0.025162568,-0.047219556,-0.009013922,-0.04296599,0.028832972,-0.015581346,-0.053805273,0.03584538,-0.062262017,-0.031670928,0.050904267
0.05291934,0.039735563,0.009707672,0.03866653,-0.009971703,0.019035684,0.006886648,-0.034418397,0.032209832,-0.028409118,-0.023070399,0.046370745,-0.012276642,-0.010842693
-0.0681864,-0.047396008,-0.0419249,-0.03604016,-0.065295786,-0.048607558,-0.0381517,-0.05105901,-0.016077131,-0.044253442,-0.042769883,-0.04269141,-0.027024334,0.004492163
-0.051430546,-0.007952617,0.061975136,0.06534473,0.033241544,0.045633998,-0.042626344,-0.023226129,0.028641418,-0.0035213458,0.016793415,0.032160737,0.0068078255,0.050301988
0.035432704,-0.03006445,0.06801391,0.015668005,0.045603987,0.033563953,0.068650916,-0.013213297,-0.013258743,0.032854512,-0.0070950147,0.018411689,0.06394143,-0.011521403
-0.038771186,-0.05784096,-0.04936151,0.027180934,0.056720812,-0.010272977,0.0364858,0.028915115,-0.041050036,-0.0077204085,-0.0015998386,-0.019975808,-0.022007596,0.032395955
-0.011165395,-0.073108576,-0.020591702,-0.059021752,0.044948816,0.032522835,0.0102443695,0.007085451,-0.012265967,0.040848322,0.064296275,0.036121707,0.049428575,0.02772861
-0.006470339,-0.059401203,-0.05740355,-0.014200843,-0.040693954,-0.06605991,-0.0077227973,7.241738e-05,-0.023172751,-0.015116175,-0.032914426,-0.066548005,-0.030989224,-0.08060876
-0.07653655,-0.054065593,-0.014415425,-0.06896433,-0.056586605,-0.07748048,-0.071773686,-0.052557148,-0.009722266,-0.07015137,-0.05525477,-0.04874797,-0.051344503,-0.04715444
0.03093528,0.062982924,0.064318866,-0.033591304,0.014611519,0.0072528645,0.004522768,0.027776245,-0.0028291713,0.047816534,0.044303637,0.029978145,0.026508046,0.07585803
-0.017649312,-0.008142329,-0.0053807213,0.031503625,0.009679373,0.011935239,-0.03773918,-0.049533382,-0.03070828,-0.045570564,-0.017121753,0.0020780787,-0.01583941,-0.040741187
-0.00453701,-0.0399284,-0.04040771,0.04388375,-0.053922843,-0.020908302,0.053908348,0.063237675,0.063597694,0.03694351,-0.03354568,-0.07845918,0.03364234,-0.007453688
