,barrel,bed,bench,chair,closet,crib,desk,drawer,dresser,globe,hammock,highchair,lamp,mattress,mirror,picture,pillow,plunger,safe,sewing machine,statue,stocking,stool,table,treadmill,vase,wreath,radio
furnishings,0.2944650276698435,0.4237169419528166,0.34483931066579854,0.45174247457548256,0.3709364597156084,0.35480689404150745,0.47971075173587174,0.3460698529055629,0.5358724106529746,0.2389493380437412,0.27407538121644814,0.35652663526512696,0.34309224581772013,0.42785947804098123,0.1379015784388804,0.2624351877042437,0.35616408585869097,0.269568640036018,0.3005767085219835,0.25190585715095803,0.24891794281832047,0.32786383287683174,0.40910150231918385,0.48793590678138343,0.24941727755946186,0.3074867971114985,0.3576702847305335,0.25287267950735726
