furnishings,barrel,bed,bench,chair,closet,crib,desk,drawer,dresser,globe,hammock,highchair,lamp,mattress,mirror,picture,pillow,plunger,safe,sewing machine,statue,stocking,stool,table,treadmill,vase,wreath,radio
0.05776595,-0.020088267,-0.005371861,-0.025268344,0.014704695,0.037093088,-0.04735495,0.017294092,-0.024688324,-0.011940046,0.036274076,0.010891788,-0.014319388,0.011132062,-0.042320494,-0.013636911,0.003451416,-0.06608014,0.0358789,0.056142665,-0.07332222,0.045971863,-0.04083449,0.000555755,-0.004501021,-0.05292694,-0.068401225,-0.058593486,-0.020894913
0.071636766,0.08178946,0.022675453,-0.05669862,0.025894983,-0.002415393,-0.0813012,0.025854247,-0.044521533,0.038530696,-0.06275951,-0.014036774,-0.07338259,0.004270967,-0.034406833,0.034822274,0.041068103,0.022879535,-0.07092489,0.009953472,0.07339157,-0.05868108,0.009679336,-0.019241672,-0.014886848,-0.046567436,-0.059973415,-0.01214739,0.009975658
-0.037782326,-0.050610058,-0.018717324,-0.023202507,-0.0578545,-0.037845492,-0.0782947,0.02347764,-0.0531706,-0.05679939,-0.006236839,-0.015951995,-0.08243151,-0.04716958,0.000894372,-0.031928502,0.033033516,-0.009356773,-0.059901223,0.017875543,-0.010470131,-0.054200444,-0.02748555,-0.023165656,-0.026715338,-0.016313368,-0.01305061,-0.021138856,0.028277323
0.04014664,0.054962467,0.059855968,0.041630745,0.049985077,0.06786301,0.06992005,0.07458484,0.034478616,0.015867434,0.06482146,0.050121307,0.052154057,0.059638873,0.07161175,0.05075675,0.0470733,0.039149866,0.004534531,-0.0569613,0.07322841,0.054145053,0.019814786,0.041842096,0.037511833,0.003764159,0.03436152,0.07855189,0.06973406
0.0788655,-0.050823763,0.09072686,0.006294962,0.065182,0.0756358,0.040054396,0.08148668,0.04911637,0.062240787,-0.06481139,0.07349809,-0.003789478,0.07073854,0.07727545,0.038720746,-0.067714185,0.067490414,0.022796547,0.002934845,-0.025538322,-0.05548447,-0.026299305,0.06106346,0.06648073,0.058574725,0.058023952,0.003180113,-0.006193065
-0.000554186,0.013074609,0.048443567,0.039913334,0.030197116,0.0348726,-0.014882204,0.03568034,0.002805092,0.033160288,-0.013586984,0.05233992,0.006248741,0.026888508,0.021718761,-0.031584155,0.0669263,0.028779129,0.06363874,0.019763906,0.004396928,-0.01995556,0.03255553,0.029144496,0.051199667,0.03248617,-0.006003151,0.001607979,0.043162886
-0.07670803,-0.06811505,-0.04932655,-0.06943838,-0.06374981,-0.05999769,-0.066491686,-0.06276356,-0.075052045,-0.06529759,-0.024756212,0.017177332,-0.02352643,-0.064717256,-0.042568006,0.006341024,-0.07854775,-0.056458715,-0.06243593,0.012401842,-0.051169068,-0.019402996,-0.076333575,-0.068015814,-0.06677416,-0.06256111,-0.058517,-0.037296373,-0.035438377
-0.03774244,-0.04763013,-0.025432037,-0.036932953,-0.04523152,-0.07394567,-0.030166054,-0.039034404,-0.03442596,-0.043114547,0.059849497,-0.057812765,-0.015189636,0.0645797,0.04654476,-0.071450725,-0.077316806,-0.039709967,0.011464587,-0.030603265,0.045293156,0.030668972,0.06506276,-0.061548352,-0.03434987,-0.025958285,-0.032901715,0.04949431,-0.07373703
0.075616576,0.04922058,0.025875006,0.07612849,0.06562703,0.05715352,0.00198681,0.06351817,0.055288922,0.0525654,0.037097003,0.05108955,0.032695062,-0.02653061,0.07002443,0.025918208,0.036959477,0.064126626,0.068440266,0.087753564,-0.015249027,0.05785359,0.06996954,-0.010670675,0.054242704,-0.033409745,0.032651782,0.06252462,-0.016199566
0.07234946,0.033902667,0.022453424,-0.013942549,0.077818945,-0.018871097,0.079174325,-0.019597506,-0.066816136,0.015916593,-0.034072187,0.067085065,0.031465396,-0.014649589,0.052345153,-0.029642133,0.037012763,0.03220582,0.04637753,0.065142065,0.04989131,0.0697695,0.015733864,0.016163224,0.014363085,0.058077607,0.057766136,0.056653023,-0.0379555
0.001632243,0.041345533,0.029231543,-0.038091138,-0.07189854,-0.013670138,-0.034991615,0.000738428,0.048128612,0.043775026,-0.069953494,-0.039988846,-0.048061803,-0.034537476,-0.00084157,-0.06273516,0.034149718,0.029074596,-0.0557198,-0.056177106,0.005121186,-0.07490184,0.030609155,-0.05351026,0.05319767,-0.05569918,0.034078117,-0.074755125,-0.053417016
