,box,calculator,calendar,CD,cell phone,chalk,clock,computer,envelope,eraser,fan,highlighter,keyboard,magazines,marker,newspaper,notebook,package,paper,paperclip,pen,pencil,printer,rubber bands,scissors,stamp,staple remover,stapler,staples,typewriter
office supplies,0.19780954059366118,0.22469254304137853,0.3494677869260838,0.18000351922751634,0.30269794860069066,0.2905735640892051,0.1408760358840777,0.29691131146174965,0.24829734410488613,0.31933700597833203,0.07522314037341693,0.24821106084965971,0.27114884206104695,0.28220258486199024,0.2910459000447053,0.33429590708054757,0.3618464583940356,0.2729675395133486,0.4243568516846634,0.2301257008956773,0.3559859108683706,0.3362684014248032,0.3844709068645257,0.2928844128727943,0.2286437911893484,0.27235746807830363,0.3612246853223353,0.5855440381010393,0.5469190863197834,0.3252093155674325
