,antler,arm,beak,beard,black eye,bone,brain,bruise,chest,chin,ear,elbow,eye,feather,fin,finger,fist,foot,hair,hand,hoof,horn,lips,lungs,mane,mustache,neck,nose,skull,spot,stomach,tail,tattoo,tear,thumb,toes,tongue,tooth,trunk,wing,wrist
Body Parts,0.37594628397721785,0.45439153863288806,0.3417811905578374,0.23485376593299045,0.3119520831398277,0.380720714504415,0.5218560430574454,0.3065597194105759,0.479661477569852,0.3280083378238843,0.447523067299994,0.3795110694646071,0.3950894637182524,0.28270205646091773,0.2184793804477403,0.44440524761505606,0.3970894489510145,0.460354796551681,0.47462229025828684,0.4695513253578656,0.29702337075383123,0.34344971518975576,0.49773260138477393,0.44624313489283596,0.25086254087436377,0.2906094321014534,0.45259283312893817,0.41174616803418984,0.4455754950976174,0.2132134566759072,0.44538555528431445,0.30616121010561204,0.3361804822644181,0.30908617878133926,0.3384181302403526,0.5196632589781445,0.390376668893587,0.26035712328268645,0.4513043992753589,0.32921832248854266,0.36716459090622267
