,antler,arm,beak,beard,black eye,bone,brain,bruise,chest,chin,ear,elbow,eye,feather,fin,finger,fist,foot,hair,hand,hoof,horn,lips,lungs,mane,mustache,neck,nose,skull,spot,stomach,tail,tattoo,tear,thumb,toes,tongue,tooth,trunk,wing,wrist
tail,0.3336116036386082,0.38845841655703583,0.4774826890927869,0.3734307764498428,0.34041071605929585,0.3602255486171376,0.2911727310829697,0.28108095803078725,0.2906595866549888,0.3959247111894726,0.4385719671598661,0.39622586429912243,0.3920018031053545,0.3762927960416751,0.4116427409983907,0.40694345402674936,0.322249268232786,0.45928512726062376,0.4125912338557296,0.3543164876204915,0.41687035665826677,0.4388610859087734,0.34515761445256166,0.28630811920369625,0.3301429060268817,0.3992337778766144,0.3792855117291756,0.3556499032019933,0.3683026758145347,0.38991972569294453,0.3333812537102857,1.0,0.28612330293741817,0.2724149285987978,0.3634270351971194,0.4477345768025346,0.3862290993654396,0.3551939295386043,0.4564985612823702,0.3969251565333902,0.3219408211449344
tattoo,0.2614537824349705,0.44266603075052213,0.27546246227967863,0.3104097236900808,0.321868898443031,0.2986351436804251,0.3183876849083289,0.3729317675214905,0.38898927851751264,0.36939139995139003,0.4511562358671233,0.34480405548200377,0.4022312155090635,0.3517028633618141,0.1781418638219926,0.34461924054658777,0.27150047516453757,0.4300524017023719,0.5033849477420437,0.35769123628338084,0.21690816846735372,0.23130780386815553,0.3904285332802968,0.346288968297905,0.26057574616699797,0.32437588138591955,0.4102176935515651,0.33488310453903825,0.29202101354989163,0.29334525558149704,0.37736264722405277,0.28612330293741817,1.0,0.36980007611292676,0.3438069820373134,0.2717792205652858,0.4492003216125309,0.3713943226688271,0.3107346987247521,0.2945512705069093,0.4848938367632569
tear,0.25547674850392643,0.35460378302235385,0.3422841295141754,0.31794158339322753,0.42460174946309315,0.34085618907656035,0.3348930360590263,0.4139394518066565,0.35736128047112736,0.3716017651704633,0.40953485121615896,0.33087234744663496,0.46488657666145317,0.3012482970199596,0.34849121397158545,0.3741523636402342,0.43183552773784695,0.35061810440930297,0.37098903539947625,0.34973727608073757,0.2858018079960951,0.28559952616225404,0.3073361156994119,0.2392835627245642,0.24054037486045154,0.2844581338720088,0.30131959207647363,0.30912195963977407,0.2745200267939649,0.30002856603794714,0.3008911186680354,0.2724149285987978,0.36980007611292676,0.9999999999999999,0.36784195117185636,0.25290501456225756,0.35513817842178674,0.38974949025617833,0.35846586340306374,0.332354951596747,0.3380870637422595
thumb,0.2584972853405506,0.4574917724119184,0.3929314249557738,0.3325868338870973,0.3805110186756553,0.4214873336120304,0.42199385166751613,0.402815925150529,0.42172859010712194,0.38659471481081464,0.4814577234514261,0.35964143865341447,0.45730393685083204,0.3578870969683019,0.25728215906796315,0.7320627659178875,0.5079711450162101,0.5756407946034595,0.42474640933080265,0.5464655642840283,0.33134403061345274,0.35388821573348594,0.41531215132763677,0.26340371707796284,0.302177488076246,0.3866718448068919,0.42532859209593243,0.4139453301906183,0.4026399027677481,0.2755451846061209,0.4207551969557607,0.3634270351971194,0.3438069820373134,0.36784195117185636,1.0,0.46403977241026284,0.47517585101331206,0.40862715508759984,0.39352252946760946,0.33502350244514045,0.5716620950629842
toes,0.2261850296320086,0.3459639452817749,0.38937066265270837,0.334124195590763,0.32739396755143924,0.359611680716992,0.35820266902422526,0.3491995898813185,0.46302090241302785,0.30868757498393107,0.4002614071780002,0.42585991758081065,0.41264130471708294,0.36332962730647744,0.21098128518025905,0.5160971669273806,0.407230646134484,0.6661477273887418,0.42508953204530764,0.35753879503272723,0.42797810191139707,0.2932867922826582,0.40679029785170684,0.412576022512001,0.2559295514499278,0.2872998340614814,0.36319547736657976,0.41988943841761805,0.30286232822709713,0.3228895631081028,0.3640960916879463,0.4477345768025346,0.2717792205652858,0.25290501456225756,0.46403977241026284,1.0,0.40181606634056544,0.2500277019621304,0.4344633593831112,0.33995857537046326,0.3944847264486018
tongue,0.29485551097374973,0.413556804640006,0.4054878057720114,0.31728620768242966,0.31045613640384384,0.3975747066169186,0.453245413461588,0.3006456453348554,0.45214848928368434,0.4872659311298839,0.5235332875590387,0.3643536305364832,0.4600651664668757,0.30988067840423095,0.23159799690321514,0.4947742022420365,0.3934939928442992,0.46910975774611297,0.4638746265353173,0.41547403232555113,0.32628771713186433,0.32153302074771495,0.5837169012123655,0.4120646461736812,0.2928274541892537,0.4607650236270472,0.4171707667123493,0.4320415571486341,0.3333971763890805,0.26686208855144256,0.4578376006133583,0.3862290993654396,0.4492003216125309,0.35513817842178674,0.47517585101331206,0.40181606634056544,0.9999999999999998,0.48346656925943465,0.3529533063319148,0.3425871760730448,0.4447143916441797
tooth,0.3796001603471597,0.4022161714600019,0.40091414772613976,0.29506334099189235,0.4379770382410364,0.47839626687625514,0.3561892845394048,0.3740227567112313,0.34483217183863557,0.46387271860021007,0.5101525225443959,0.3286057775070492,0.4669430523926422,0.2904925678041368,0.24450162160477273,0.39568476800355756,0.3830987609925326,0.41977370996077834,0.4431127925100322,0.32566006782183987,0.34929952232879313,0.32293046265095504,0.39950748177914464,0.29709536860573094,0.3080122270942942,0.3792739270139709,0.3869635745960971,0.4349395251075219,0.3638490340028647,0.3184361359366813,0.3827589557711848,0.3551939295386043,0.3713943226688271,0.38974949025617833,0.40862715508759984,0.2500277019621304,0.48346656925943465,1.0,0.3716958350066317,0.32503550097006295,0.37077187375233245
trunk,0.4027123840348026,0.4213997688813429,0.3623416701329647,0.3047498770271463,0.3812463011994446,0.3884527684421947,0.2709595832548354,0.37946116601781976,0.5586865347162836,0.35320260134978754,0.4328387574747097,0.3131467490061155,0.3763577574639587,0.286679374075941,0.31942885258721754,0.32825842839345776,0.4127792496768433,0.4387013807063336,0.3770300428179625,0.367182918382279,0.3054528299952072,0.4980147130654202,0.4077433822982772,0.4370571770899503,0.2701482552605716,0.33830525667220523,0.43360061444719844,0.3949123580098306,0.414090901822456,0.33140208072142685,0.3954271594774713,0.4564985612823702,0.3107346987247521,0.35846586340306374,0.39352252946760946,0.4344633593831112,0.3529533063319148,0.3716958350066317,1.0,0.4279039923921406,0.37160654175340513
wing,0.25237415875389324,0.35895640873753343,0.5409253557072595,0.32287416555324877,0.40067938065645203,0.34439492311419395,0.3588015312780283,0.33177697498437175,0.38635935580926195,0.34819372395055814,0.3556244082253234,0.35958660392799136,0.39618530395433416,0.49839138570438224,0.2695114504777527,0.3578139924383299,0.3776511532486758,0.4273789419477496,0.3184454426198169,0.36951564861277064,0.3189750350830225,0.3933917032813449,0.4046754400879966,0.34643587770111695,0.35765772878149016,0.28606455035975764,0.3992720518112127,0.3012680568141385,0.4329607934227351,0.33683584518240184,0.31205280959211823,0.3969251565333902,0.2945512705069093,0.332354951596747,0.33502350244514045,0.33995857537046326,0.3425871760730448,0.32503550097006295,0.4279039923921406,1.0,0.35030269551279414
wrist,0.324687605836918,0.5966919573699332,0.39083205969254353,0.318635481423188,0.4378956904738368,0.46481222006057465,0.4001916780303635,0.43381585869900774,0.5250581148319872,0.44715525403040113,0.45970421407307227,0.46677285194193563,0.45911142028633034,0.42866573195668334,0.25361057239977514,0.5645770115083343,0.47497300619075833,0.5460473448402063,0.414926623743591,0.5689341661531201,0.3099470333329226,0.37115029670316635,0.4294815215225045,0.3457387123696807,0.3253882994594832,0.27776122067996223,0.5710745163296821,0.37473561822684986,0.39768175864121114,0.2864295930858295,0.392446863771965,0.3219408211449344,0.4848938367632569,0.3380870637422595,0.5716620950629842,0.3944847264486018,0.4447143916441797,0.37077187375233245,0.37160654175340513,0.35030269551279414,1.0
