,apple,asparagus,avocado,banana,blueberry,broccoli,carrot,cauliflower,celery,cherries,coconut,corn,cucumber,eggplant,garlic,ginger,grapes,kiwi,lemon,lime,onion,orange,pear,peas,pineapple,plum,potato,pumpkin,raspberry,strawberry,tomato,watermelon
Fruits & Vegetables,0.35220417986298314,0.3420979493317011,0.3305817624191175,0.35306663205775424,0.30104149926212354,0.4890854237619111,0.4950081203510315,0.40711829952069056,0.41790539026644813,0.37340243506335713,0.31509595257356504,0.399451880807957,0.4740891849180404,0.44623139609571494,0.3054969096784972,0.15640817301909504,0.4872802915020369,0.36553820805859494,0.3134334908184545,0.28941632163296316,0.31151866352862456,0.3316142927735999,0.35802446764746243,0.3927503865687514,0.3706962384060499,0.35956962452747976,0.30550921167860645,0.31333473641301346,0.26309085009337363,0.31374167690305343,0.40108643128512267,0.4969112638764849
