Fruits & Vegetables,apple,asparagus,avocado,banana,blueberry,broccoli,carrot,cauliflower,celery,cherries,coconut,corn,cucumber,eggplant,garlic,ginger,grapes,kiwi,lemon,lime,onion,orange,pear,peas,pineapple,plum,potato,pumpkin,raspberry,strawberry,tomato,watermelon
0.06747435,-0.0037697505,0.017057482,-0.0594509,-0.017052101,0.02897724,-0.0380047,-0.005345266,-0.049998634,-0.010639757,0.050864972,-0.021386245,-0.024703372,-0.036470875,-0.0039667943,-0.019774646,-0.032608356,0.022988003,-0.003881701,-0.00855281,0.04708205,-0.0103875445,-0.03749102,0.0129315425,0.011182906,-0.013278609,0.01615711,-0.039447423,0.00211659,-0.04299237,-0.048282307,-0.06828594,-0.018646698
0.06870568,0.080606654,0.066039644,0.04620115,0.07709641,0.08028027,0.0603149,0.0491036,0.04217986,0.05875458,0.07217432,0.076332055,0.058312777,0.035377163,0.052773234,0.07061138,0.06758115,0.06928272,0.07240407,0.07982679,0.083138384,0.06892195,0.07446897,0.07586024,0.07623241,0.07323656,0.08308874,0.065490335,0.07564094,0.077213615,0.070269816,0.06281219,0.070226826
-0.016598277,0.07994739,0.0018708188,0.024912024,0.073557675,0.04127591,-0.02499334,0.01771425,-0.005666568,-0.012395284,0.008547918,0.0054543293,0.038123682,0.05435888,-0.019481009,0.040058117,0.059898812,-0.0018634278,0.06468391,0.02619871,-0.029077753,0.06660566,0.07477551,0.05586194,0.0042513157,0.053686954,-0.01515088,0.08378994,0.05469213,0.017796531,0.05808384,0.06680855,-0.015275612
0.061475318,-0.07976856,0.07067286,-0.006814403,0.06830719,-0.02560894,0.069964066,0.0118611865,0.06257411,0.02292779,0.053295847,0.061827805,0.06340065,-0.06354422,0.06338602,0.035992876,0.066675626,-0.0054176818,0.06213399,0.055889044,0.03694414,0.0674825,0.065923706,-0.015631234,-0.040423334,0.06812037,0.036778677,0.011522695,-0.021366203,0.066050515,0.06030138,0.037416115,-0.033437964
-0.056098033,-0.080157526,-0.0012397538,-0.05922827,-0.056838226,-0.022847915,-0.050545365,-0.018907934,-0.0757836,-0.07255675,-0.07738691,-0.06795572,-0.0018960092,-0.07802014,-0.029300822,-0.046060506,0.06305859,-0.074392535,-0.079543255,-0.07691369,-0.082065664,-0.009718428,-0.07168175,-0.08225928,-0.011555626,0.046388336,-0.06858494,-0.07751253,-0.0284567,-0.08104142,-0.078775145,-0.025048735,-0.026256783
-0.020942438,0.059983294,0.027296545,0.006495464,0.014936227,0.04038578,0.011658981,0.04128273,0.03078259,0.0033532383,0.03275326,0.03731071,0.019784894,0.026510224,-0.004451022,0.024140608,0.011187593,0.038963612,0.03524854,0.011552747,-4.5072207e-05,0.03909092,0.002018191,-0.0016038294,0.034112014,0.039771497,0.020474175,0.025092848,0.0023694108,-0.002262185,0.042073976,0.009504888,0.030814761
0.06150796,0.027094927,0.00787368,0.062175535,-0.00023396338,-0.050724275,0.03785832,-0.06388638,-0.07124063,-0.025414422,0.014274759,0.0025490297,0.06377901,0.039347354,-0.036097296,0.021649944,-0.06924303,0.015707633,-0.07133558,0.04689714,0.03524701,0.009806558,-0.022773676,0.008966557,-0.00069365895,0.015729005,-0.0033549203,0.006258805,0.056102566,-0.03942253,-0.056456853,0.05272381,0.04325947
0.07071736,0.07591495,0.0147374915,0.053695347,0.04989694,0.06854404,0.05514065,0.06553138,0.04177454,0.050804593,0.01843684,0.046023715,0.054073587,0.052273486,0.06987049,0.058759123,0.056711733,0.04781205,0.059666235,0.041135367,0.055859137,0.04182459,0.04582557,0.0686868,0.021973688,0.057561323,0.057343293,0.046951026,0.063940026,0.046213668,0.06409209,0.015746359,0.062025946
0.0577225,0.016118258,0.040590886,0.04125996,0.06522373,0.07016182,0.0224451,0.031395774,0.0074650412,-0.054866042,0.039387032,0.031368244,0.078336135,0.07362688,-0.052671388,-0.02326706,0.03945632,0.036861353,0.045238186,0.050104637,0.05312353,0.02294239,0.010525536,0.07283907,0.059781212,0.04661825,0.041319676,0.027608406,0.041439123,0.046879146,0.07431516,0.03423921,0.062001243
0.024770625,-0.033758886,-0.05691971,-0.048462007,-0.040419724,0.052267104,0.044077665,-0.021422472,-0.06141856,-0.05898519,0.029895965,-0.00863038,-0.013250886,-0.0619117,-0.017363742,0.030709563,-0.049523205,0.021358158,-0.0029120236,0.019332863,0.021676082,-0.021280406,0.029989364,0.026117291,-0.010551652,0.057086635,0.009179864,-0.040350404,0.057464942,-0.03156019,-0.0298138,-0.047848374,-0.033803735
