,alien,angel,arrow,bow,crown,dinosaur,dragon,fairy,genie,ghost,halo,hook,king,knight,map,mermaid,monster,mummy,pirate,queen,skeleton,snowman,sword,treasure chest,unicorn,witch,wizard
Mythical & Mystical,0.1824333249086676,0.2769709407665679,0.03393117432280002,0.026026984737866576,0.08065304525056471,0.2446147230853215,0.36109203386925914,0.3654325986408985,0.2753717567439464,0.23563216200904313,0.2127016920883087,0.1133194057834781,0.15365714993246993,0.16673119576006046,0.07831591739142318,0.37518703158515865,0.26789489816741063,0.23350314723507737,0.16957483719504474,0.1730024995438908,0.2177996350978808,0.20681693361066733,0.2199508613276956,0.2557846477763249,0.43692752039118,0.28028693091032275,0.27012435008320945
