,axe,battery,brick,broom,bucket,chain,dustpan,flashlight,flyswatter,funnel,hammer,hinge,hose,iron,ironing board,jack,key,ladder,lawn mower,light switch,lightbulb,lighter,magnet,match,mop,mousetrap,nail,paintbrush,plug,rake,rope,saw,screw,screwdriver,shovel,springs,thermometer,vacuum,wrench
Tools & Hardware,0.21380841619907376,0.33233914788517604,0.16258022018614104,0.204443272399495,0.18891210185952523,0.24374473030362243,0.2517994909136141,0.3390175682390706,0.20825096254328412,0.16292787891626548,0.42776672231453183,0.22989610859148146,0.3475062710142409,0.26413802586415047,0.1734590384788519,0.1279440598893642,0.2691683075928015,0.29675562254351684,0.14690482579489073,0.22503626462594362,0.24986982719315753,0.18190703224324045,0.1992581085203604,0.2100836128654805,0.19381621489924405,0.18757097188472116,0.2770666866940714,0.3174083566690731,0.2526738864177531,0.19716686291690333,0.25691737532408654,0.21282932028874058,0.22582728572609223,0.3965645697030732,0.33170371369209706,0.23055598685602763,0.2655792008086849,0.17915485343718085,0.41837479973338554
