,ball,balloon,baseball,basketball,beads,binoculars,bubble,camera,checkers,compass,dart,dice,doll,dominoes,football,golfball,hopscotch,jumprope,kite,magnifyingglass,marbles,medal,microphone,needle,net,record,robot,sandcastle,sewingmachine,skateboard,skis,sled,slide,slingshot,sparkler,swing,target,telescope,tennisball,thimble,tictactoe,top,trophy,whistle,yarn,yoyo
Toys,0.39930241906676467,0.3260674879340991,0.3360091939283876,0.3384281469572824,0.27496499597360335,0.2654827763923824,0.26763036148423214,0.38260852849596416,0.24928591845263948,0.2547944441824892,0.2741735676725554,0.27080599732777055,0.5404534390733985,0.3381769603660456,0.3407576395460863,0.31822201642909687,0.32763003590560735,0.3433888231268939,0.1993865345825958,0.18740734109817503,0.3628982544455852,0.23031592357026098,0.25497369649708346,0.2369097078209048,0.2745672194271167,0.21946191883044563,0.39910880441928254,0.24497453988854134,0.31842339791256624,0.3931089485088992,0.2934124480876985,0.3298907213911024,0.30876700308860405,0.3308254333732703,0.37243450277997836,0.3670655846611126,0.25250487671808486,0.2414126996003485,0.15325442413899504,0.34752130375273627,0.2669818497338181,0.26312064161392845,0.23258792300494524,0.23552950201649359,0.3999736824731229,0.4616351321554244
