,ball,balloon,baseball,basketball,beads,binoculars,bubble,camera,checkers,compass,dart,dice,doll,dominoes,football,golfball,hopscotch,jumprope,kite,magnifyingglass,marbles,medal,microphone,needle,net,record,robot,sandcastle,sewingmachine,skateboard,skis,sled,slide,slingshot,sparkler,swing,target,telescope,tennisball,thimble,tictactoe,top,trophy,whistle,yarn,yoyo
skis,0.2683573602774163,0.21606393198610618,0.22818575366336302,0.34066537082323267,0.18793459504208354,0.28256618530642186,0.25317869177034424,0.31805454582988535,0.25676480724448814,0.20805795543289318,0.25742721160034865,0.26157354882763684,0.17681049359584522,0.3115834992150649,0.3368140456591713,0.2660470618627191,0.351617360536979,0.3975745841084698,0.26750330375746334,0.23881828840097807,0.1481500322152587,0.1565991887832513,0.19871924637559535,0.2000697052425049,0.19074144608375154,0.09732694314657153,0.17278470862650752,0.1757369372333093,0.13702933305421117,0.40586818285274506,0.9999999999999998,0.555279123875169,0.2745996859676254,0.23560497943996217,0.2512249148950023,0.2506551969755636,0.19242595273882013,0.2808635498844062,0.13996129445142924,0.23609774335784017,0.199464908553319,0.14551444664406932,0.1548331870697448,0.19522350475661987,0.26165628893961723,0.2840564804862158
sled,0.301474405549476,0.33292233815177186,0.29755814008432546,0.35177083930963904,0.21503070775499777,0.27540679121692135,0.27103539072601923,0.24142700147243512,0.27321774209888505,0.26823207125302573,0.32216579465130524,0.20358576001961493,0.2590533355861382,0.2843584297272348,0.3453550417330935,0.33422991940950153,0.40803694867500484,0.5337451118731039,0.3649498118209983,0.2224454011276239,0.18378096847674819,0.23814958862065194,0.21038778789399082,0.18785237695159607,0.19524131104201614,0.14222781631046078,0.23667648612498804,0.28489029720417514,0.2367636827869768,0.33781417472268993,0.555279123875169,1.0,0.45591700437251614,0.4208440819584043,0.3578951807550115,0.34217981533243447,0.10204186146565153,0.29145943880980196,0.19334678402989536,0.294613733298677,0.23936545824963262,0.1753694677553166,0.22575432235442394,0.26736607250541056,0.40231683200436263,0.2960506028737637
slide,0.4054510208889117,0.3668871293406156,0.34560320949902457,0.334341293417702,0.2596214765744752,0.1989911419034528,0.37231317246992546,0.35198198391266344,0.39238035803893934,0.19384213458947364,0.3770752867841869,0.2772339778630434,0.32563937618929883,0.3023054121555231,0.268240054422096,0.3321275155986816,0.45010863462476514,0.45013939388820523,0.2680913774292286,0.28516905771406065,0.2659905063432728,0.21622681108161457,0.282032520164073,0.21930553253653262,0.26200043681942853,0.35626846394950606,0.2237135170211224,0.275341249400737,0.28915573253227544,0.41176464608256436,0.2745996859676254,0.45591700437251614,0.9999999999999998,0.3787361983242492,0.3299252417160178,0.47051063360227907,0.2558989340122908,0.1594693383194531,0.27391448364181836,0.3325606455508,0.3801465712733074,0.2992651309043419,0.19834357382777257,0.3449749518045756,0.20382538535595174,0.4293291633058045
slingshot,0.37734089000376614,0.49539852755626956,0.3578775260073269,0.35307425453586827,0.3836243240058109,0.3974395149020922,0.2825862324195557,0.21864479360718914,0.14039281738140075,0.27590340097141586,0.3903499075511503,0.18150994934326614,0.23073885147442386,0.18724041674390068,0.2148663166539787,0.4085518388382632,0.38507665081635345,0.5179274180675006,0.42028585503679317,0.3027712898232491,0.484431810473971,0.35887785380790294,0.2548820001787112,0.28527251174501367,0.2186701120682394,0.14898453740038853,0.22746332138126557,0.23604157992464225,0.21148315691965802,0.27968361526131247,0.23560497943996217,0.4208440819584043,0.3787361983242492,1.0,0.34495381676099324,0.33592876416973105,0.20322551525860255,0.3698634543229957,0.23672537326426335,0.371668379684702,0.15602354969565446,0.11113603541402162,0.23919621708207783,0.3461706603903927,0.2739191728764183,0.4540652637418199
sparkler,0.42293477057693574,0.4485434888092761,0.1924930322737397,0.2119173982641458,0.3975824304498601,0.30670669053286326,0.37585986891251555,0.3473804627567241,0.1042168779467858,0.23266161536199992,0.252139055464385,0.3480200891841514,0.428542654654527,0.25764215003631286,0.20963154007951013,0.3412062606789491,0.39364865694185336,0.36412738414978696,0.3219632391981019,0.3247816723183705,0.3534754631955357,0.24365338397919567,0.23978121285777632,0.3754773290696163,0.19356345102178685,0.19781513374669246,0.2538025342700536,0.31694330248095226,0.39167134471581355,0.28091895230467046,0.2512249148950023,0.3578951807550115,0.3299252417160178,0.34495381676099324,1.0,0.35999617633358594,0.16064984620639877,0.2864357706746502,0.27423240426567563,0.307565818591927,0.19360441136615014,0.26361233336995715,0.13059320881493452,0.3420345126677172,0.33889128732375706,0.4333641216776759
swing,0.5122440127311353,0.37383672578884264,0.41011072847702157,0.36953360910813005,0.33418326478858473,0.3057596038113388,0.37668623593258355,0.3718786409449113,0.27945156188381826,0.2592499213798686,0.3235009918660381,0.3597372831100226,0.4108609448983329,0.37397346188616676,0.3448862604812516,0.5051323957655762,0.37620559458698555,0.4108050794508469,0.40571030203883174,0.25635037106611214,0.26228811766338633,0.14609025493947414,0.287225994647096,0.210805561885264,0.33427669790699377,0.3147195172433884,0.18979402782017452,0.2607092869985891,0.2881693956962079,0.3471622636892404,0.2506551969755636,0.34217981533243447,0.47051063360227907,0.33592876416973105,0.35999617633358594,1.0,0.2253527749997929,0.24461487449382568,0.2951560651826234,0.3267556003117902,0.3646399094533519,0.3214269833216403,0.2343630178521381,0.3029814454142614,0.3254717135424037,0.4254673834702657
target,0.2454192401318831,0.17209644006928504,0.16774518723025533,0.19335436664070738,0.17058975820702638,0.174665023231675,0.22418483432030312,0.257749819265497,0.20769160979981793,0.13015134833016695,0.30949767890927504,0.21939166834011392,0.23522959940984733,0.30129086615378187,0.24647595267946654,0.21725839686091397,0.20682222111685733,0.27743570216411695,0.14618001677132875,0.15092955027286747,0.11590634405492806,0.23290548242953135,0.21288754911497487,0.18074330106878522,0.3218251649856336,0.2377128597383662,0.22852842763915626,0.16810959395251046,0.17153992804927454,0.2211756671719386,0.19242595273882013,0.10204186146565153,0.2558989340122908,0.20322551525860255,0.16064984620639877,0.2253527749997929,1.0,0.10575842638844068,0.24193200300503626,0.19873281061017178,0.3342575652970474,0.28371909665105677,0.1866193877857698,0.14402353492450493,0.20200546962074395,0.1899371874207998
telescope,0.20332404213927435,0.3600239409073771,0.2483625230569777,0.23293820354405792,0.24020602061632668,0.6220496295366688,0.2511980572772443,0.31970949046523844,0.16715959419982207,0.3770874719718065,0.24519598337044868,0.19040132990713066,0.19503815174036299,0.20052546624739598,0.21488710744528372,0.32028879017529766,0.33389887352867165,0.2552605406616424,0.35991404788888604,0.11039344475641621,0.234304257034896,0.2347099411705167,0.2696455760304737,0.23961403052977936,0.17295525237547948,0.2008871429475243,0.19497759355735345,0.17270088398351235,0.22214881243490603,0.232762362044453,0.2808635498844062,0.29145943880980196,0.1594693383194531,0.3698634543229957,0.2864357706746502,0.24461487449382568,0.10575842638844068,1.0,0.1771605543054835,0.2593667026169706,0.15220473793908051,0.16197563052430763,0.293011751669628,0.22977480236601566,0.1435287595703031,0.265532880209558
tennisball,0.3239441972722834,0.19910714375355165,0.17290460787527628,0.19962780698062477,0.22768369600215388,0.2535029424898184,0.31482547800251326,0.3306067505836672,0.1929509005500969,0.2085502038808078,0.2356403856754432,0.24879276631624025,0.21159440782752825,0.2585924171302709,0.22121872318614266,0.23616562277673991,0.21180970157984613,0.25281018276794676,0.27744733033408564,0.22843381234459426,0.2295343343851609,0.17678061535525824,0.29487226215957674,0.23898090500151836,0.3933196632210534,0.2842121722987636,0.21947878547697386,0.09190938784422609,0.3134441192719153,0.28198293336048197,0.13996129445142924,0.19334678402989536,0.27391448364181836,0.23672537326426335,0.27423240426567563,0.2951560651826234,0.24193200300503626,0.1771605543054835,1.0,0.15720270510337786,0.1853847838729189,0.3193016785313362,0.21428419458521952,0.27858070079042685,0.1574790182509408,0.26645317754316533
thimble,0.36406365304194865,0.39549716748334274,0.28933421414537575,0.26361574191485004,0.3469088801570741,0.2710069544476177,0.25835229339898214,0.23894971938385257,0.41846227502639277,0.2349646864209346,0.3261994005016853,0.3887540451674306,0.46192358294439684,0.40434248479399826,0.28516037482071044,0.36411133259892947,0.44899792794122395,0.3701139313261862,0.27501244283522597,0.22100413350381043,0.4093840444889717,0.3288463137896678,0.27611973002138335,0.3884127758410829,0.24582853201561838,0.17508091215547372,0.1928072815299684,0.17033074230282264,0.34175154652588735,0.27161210327296326,0.23609774335784017,0.294613733298677,0.3325606455508,0.371668379684702,0.307565818591927,0.3267556003117902,0.19873281061017178,0.2593667026169706,0.15720270510337786,1.0,0.4649283096716528,0.21026250257284695,0.33864746583827865,0.29090046276093906,0.4635480575879076,0.34483647868626577
tictactoe,0.3909737588758688,0.2877282215235586,0.3397134933686067,0.35046754236085254,0.2348571919032001,0.21242856358947004,0.3328114181280911,0.3069455376010284,0.5610528121827786,0.24878707433865355,0.4708290896300028,0.4356839060302221,0.35666227864334,0.49864577521955555,0.3939695124521132,0.33341630012452184,0.40609056179826064,0.3626992879764539,0.2759027731184367,0.18225070962640766,0.3281114583480891,0.2311713842344877,0.31851837322039533,0.27463285417545524,0.3219793194996081,0.21739561191094414,0.3794836262020497,0.25670937562952756,0.3205783119160075,0.3588080472575772,0.199464908553319,0.23936545824963262,0.3801465712733074,0.15602354969565446,0.19360441136615014,0.3646399094533519,0.3342575652970474,0.15220473793908051,0.1853847838729189,0.4649283096716528,1.0,0.22876022734130652,0.2663605248171841,0.23587613869267954,0.3697823396487476,0.3044843190793889
top,0.2736493747157348,0.30571759987137626,0.2773205202023803,0.29360790840232487,0.1902260400828245,0.16036837495761747,0.2969377791902328,0.31273145335955566,0.16315918207013647,0.1497121203668068,0.25351185262840614,0.20260685930927913,0.26481303774274,0.24081276668248663,0.3662497158112936,0.23797442169156102,0.21189870413219503,0.31987246840203,0.20521787572332817,0.11633681643758642,0.11125722969791674,0.30087669634788794,0.18253129585748884,0.2805821315935033,0.3248079980626656,0.34587306185374633,0.18391162451662835,0.14709812398077082,0.2513074580490009,0.30312897358677726,0.14551444664406932,0.1753694677553166,0.2992651309043419,0.11113603541402162,0.26361233336995715,0.3214269833216403,0.28371909665105677,0.16197563052430763,0.3193016785313362,0.21026250257284695,0.22876022734130652,0.9999999999999998,0.31293275796591313,0.10934816181411355,0.20833062045661088,0.24439224048559416
trophy,0.3211005200602659,0.3137526070323071,0.2951699852023868,0.31173232560383535,0.1716030940309805,0.3097295631938607,0.2551230022149128,0.13990434714286482,0.22773129130903513,0.21280935311028615,0.2127709612080415,0.1859662509976716,0.2749986427699269,0.21454952399258254,0.30557479518831454,0.29959505791471863,0.28719958437018467,0.2661558447446234,0.15003524203530372,0.16165123133479642,0.26952589032764507,0.536197651443312,0.2750891518576517,0.2315105044150395,0.3075729821706449,0.4228530772317334,0.2156851016728214,0.16320991992542466,0.3215503286633308,0.23150749896458667,0.1548331870697448,0.22575432235442394,0.19834357382777257,0.23919621708207783,0.13059320881493452,0.2343630178521381,0.1866193877857698,0.293011751669628,0.21428419458521952,0.33864746583827865,0.2663605248171841,0.31293275796591313,1.0,0.2823891825843584,0.206934092047398,0.18433192232676665
whistle,0.43444569045179615,0.40238695893376875,0.3118944358390121,0.32338278748777805,0.3229255937325535,0.31203023415951114,0.34998127710018934,0.23687576135299993,0.2152573471733119,0.27516420653047646,0.3413091786236324,0.2088499097246037,0.26209363205060043,0.20317707543805952,0.2755257018606123,0.29418312280132386,0.30145122591298934,0.3390041797196852,0.2688097246914809,0.3725114917299571,0.36962716312903576,0.25926701747220104,0.40497240797600886,0.21015697540960376,0.28127135608082476,0.310301270166339,0.2840471782773213,0.14954678608237904,0.4266342647169593,0.2286884577376631,0.19522350475661987,0.26736607250541056,0.3449749518045756,0.3461706603903927,0.3420345126677172,0.3029814454142614,0.14402353492450493,0.22977480236601566,0.27858070079042685,0.29090046276093906,0.23587613869267954,0.10934816181411355,0.2823891825843584,0.9999999999999999,0.26621990141345964,0.3308844172637617
yarn,0.36539875055706617,0.32239714391329966,0.21461815532517825,0.2373066584841128,0.4209618583336524,0.18221827714102545,0.3588055234631983,0.2630188461414271,0.21403386108923828,0.198968130404495,0.3047202516844665,0.21059927965735747,0.4024648006784839,0.294178462743234,0.1960518744707963,0.3197696288827202,0.27256240913569574,0.35398985747847145,0.39751292361398716,0.15366274616254338,0.31849934098918253,0.27603844691476453,0.31483577421342845,0.4266648900388158,0.3188575972579246,0.20216890094404716,0.2785953419574776,0.27051893069916355,0.31036813538965735,0.21528768767817286,0.26165628893961723,0.40231683200436263,0.20382538535595174,0.2739191728764183,0.33889128732375706,0.3254717135424037,0.20200546962074395,0.1435287595703031,0.1574790182509408,0.4635480575879076,0.3697823396487476,0.20833062045661088,0.206934092047398,0.26621990141345964,0.9999999999999998,0.34298571448710946
yoyo,0.4826414440958622,0.4546775804712626,0.4007413867651808,0.43973137823198094,0.3806000625845696,0.15123265202168357,0.4365100243030463,0.34282613230550507,0.24847069663813393,0.2580414480461537,0.3999423509555431,0.28302384744461895,0.4174816874734577,0.293427547165399,0.3020570419970654,0.3999743269543381,0.4454081697053123,0.43682039698426944,0.4117743010080823,0.263523016061437,0.413471611376671,0.32364395480967145,0.2946952050930012,0.31955205534494646,0.2345154247654666,0.22236590413217683,0.36450449424501685,0.22339580668895287,0.30764459286924173,0.4342349932220766,0.2840564804862158,0.2960506028737637,0.4293291633058045,0.4540652637418199,0.4333641216776759,0.4254673834702657,0.1899371874207998,0.265532880209558,0.26645317754316533,0.34483647868626577,0.3044843190793889,0.24439224048559416,0.18433192232676665,0.3308844172637617,0.34298571448710946,1.0
