,ball,balloon,baseball,basketball,beads,binoculars,bubble,camera,checkers,compass,dart,dice,doll,dominoes,football,golfball,hopscotch,jump rope,kite,magnifying glass,marbles,medal,microphone,needle,net,record,robot,sandcastle,sewing machine,skateboard,skis,sled,slide,slingshot,sparkler,swing,target,telescope,tennis ball,thimble,tic-tac-toe,top,trophy,whistle,yarn,yo-yo
sewing machine,0.16546423820811107,0.22231227245499696,0.19468892272848037,0.2107686079097355,0.14392691142227498,0.11344454878578358,0.1113866210574862,0.2501188768402154,0.19421719237887392,0.24762852901467047,0.19808080592115584,0.14411863514482404,0.4414747287334242,0.1978559892664904,0.17850123857520128,0.15954238491521167,0.25501850917977587,0.23136567165796562,0.2021524223994855,0.23250213486563975,0.18316061115528703,0.23798869283086577,0.344831738719665,0.44334274322821754,0.1384954386455064,0.2447286457380452,0.3044958453381492,0.03352986920762935,0.9999999999999998,0.23916413882457244,0.24845422324495092,0.2768839829719193,0.18915816713100786,0.18126281993551507,0.20021073551378754,0.21127272914271455,0.10961083266012916,0.1802580953654267,0.2506400164476623,0.4320224083821327,0.23633409877052847,0.1206318883964953,0.10447010682264746,0.16672423888684929,0.42866656440012074,0.2504225153826528
skateboard,0.36693961172039724,0.30438670017768477,0.46842609265868296,0.5212032574522494,0.2623676431937104,0.22865806434445013,0.22434357524357706,0.3769817890621868,0.3732731554667802,0.3033846668707908,0.23984313134531154,0.32273691598275556,0.33434638641158454,0.3751052833128432,0.47394010090271566,0.2967483650891549,0.3535884127430995,0.33328108560196157,0.271644564439423,0.22874887138386701,0.3566433301606362,0.24570189945379028,0.29964992676496816,0.24247835701797227,0.24218486419399943,0.25118399629867094,0.33710489313474834,0.19425538775491946,0.23916413882457244,1.0,0.40586819411477393,0.33781416597375946,0.41176465392853023,0.279683582093323,0.28091896258798876,0.34716224467134094,0.2211756582257849,0.2327623485521635,0.37154255011315374,0.271612086243496,0.3588080438792307,0.30312896817595747,0.23150745248859084,0.22868843668884864,0.21528772212724334,0.43423500332106046
skis,0.2683573485906984,0.21606395027070724,0.22818576289612946,0.34066535734880854,0.18793459857376327,0.28256619814572104,0.25317869058145726,0.3180545594433546,0.25676479345993075,0.2080579552316273,0.2574272210564691,0.2615735640915837,0.1768104733438196,0.3115835069895049,0.33681404731607945,0.26604707666286587,0.3516173366390205,0.35373618333834944,0.2675033313113888,0.16132708015458253,0.1481500454132435,0.15659920962025597,0.1987192672122975,0.20006969521084816,0.19074144285700145,0.09732697563020265,0.17278470800437085,0.1757369543857782,0.24845422324495092,0.40586819411477393,1.0,0.5552791125693983,0.274599674283623,0.2356049620234919,0.25122492852615097,0.2506551958955756,0.19242595066486712,0.28086356033425797,0.3570687553626706,0.23609771892216413,0.1994649027060985,0.1455144539982095,0.15483314873743204,0.1952234605484402,0.2616562832076109,0.2840564739043767
sled,0.3014744027951015,0.3329223820647347,0.297558147247473,0.3517708145315699,0.2150306939765111,0.27540678528310036,0.2710353765978666,0.24142700890071955,0.2732177132538607,0.26823207501115687,0.3221657767334447,0.20358575615079388,0.25905333454595336,0.2843584499461417,0.34535504737352785,0.3342299211724782,0.40803693275217556,0.4465350808692281,0.36494982200492765,0.3462382757392436,0.18378097692193418,0.23814960391911377,0.21038779200267033,0.18785237937657862,0.1952412993316721,0.14222784918909415,0.2366765018438366,0.28489030133237847,0.2768839829719193,0.33781416597375946,0.5552791125693983,0.9999999999999999,0.4559170064637986,0.4208440792516186,0.3578951902148184,0.34217982173742834,0.10204183453465487,0.29145942552129356,0.3777095183348569,0.29461373524643875,0.23936544603710896,0.17536948523331963,0.22575433374173715,0.2673660620204894,0.4023168319805287,0.2960506049536833
slide,0.4054510231505811,0.36688712997592,0.34560321392886384,0.33434130323523314,0.2596214639029215,0.1989911660364223,0.372313153793553,0.3519819935234949,0.3923803339756209,0.1938421143725515,0.3770752991528745,0.27723399936903015,0.32563935636604646,0.3023054168692356,0.268240076232681,0.33212750928207013,0.4501086295465446,0.40965272240189665,0.2680913835168819,0.31816739177779874,0.26599050925927403,0.2162268071640171,0.2820325234541836,0.21930553652676288,0.26200043957657493,0.3562684865277139,0.2237135252680078,0.2753412656228378,0.18915816713100786,0.41176465392853023,0.274599674283623,0.4559170064637986,1.0,0.3787361937893181,0.3299252471547609,0.4705106386971505,0.2558989101524749,0.15946934097134857,0.23160542573709297,0.33256066698183817,0.38014653609924265,0.2992651296141251,0.19834352883637307,0.3449749563811858,0.2038254308791494,0.42932915245862735
slingshot,0.37734086716191784,0.4953985207618947,0.35787751105555066,0.35307420524183475,0.38362432380991773,0.397439503074128,0.2825862120586182,0.21864476374857633,0.14039282420375232,0.2759034354034715,0.39034989051341573,0.18150994182012892,0.23073881040572142,0.18724038636133478,0.21486629281402858,0.4085518424820884,0.3850766470384882,0.3872843173689653,0.42028582485128463,0.4114891884131391,0.4844318174654224,0.35887782681403324,0.25488198648978067,0.28527250714957497,0.21867007748521283,0.14898455596469007,0.2274633389114532,0.23604160122234064,0.18126281993551507,0.279683582093323,0.2356049620234919,0.4208440792516186,0.3787361937893181,1.0,0.3449537997201859,0.33592874173560516,0.20322547344553565,0.36986345755487404,0.4407568447193335,0.37166833889070294,0.1560235404675816,0.11113596115773494,0.23919617797908843,0.34617063103284584,0.2739191681011768,0.454065254268313
sparkler,0.42293477595516515,0.4485434892568829,0.19249306063256522,0.21191740700494133,0.39758243154548056,0.3067067058735361,0.3758598645654081,0.3473804588383429,0.10421686422595922,0.2326616261754808,0.2521390628188629,0.3480201016400799,0.4285426539955004,0.2576421799000149,0.20963153294282966,0.3412062718248826,0.39364865069388855,0.35853720843146264,0.3219632412841249,0.36362661349342074,0.3534754648671474,0.24365337619026506,0.23978123155806197,0.3754773321821835,0.19356345487091298,0.19781516932410947,0.25380254473333885,0.31694329457518966,0.20021073551378754,0.28091896258798876,0.25122492852615097,0.3578951902148184,0.3299252471547609,0.3449537997201859,1.0,0.3599961822407236,0.16064983207703398,0.2864357916384255,0.3038574447042294,0.3075658478749538,0.19360441678222795,0.2636123332183231,0.13059317986224495,0.3420345334035281,0.338891282934769,0.4333641205848906
swing,0.5122440194433868,0.3738367284549762,0.4101107490806586,0.36953360887601994,0.3341832478208886,0.30575961116846195,0.37668622847118527,0.37187862802976657,0.27945155508797304,0.25924989630092843,0.3235010113348522,0.3597372737578852,0.41086095089622376,0.37397347112186785,0.34488627070285705,0.5051323894661093,0.3762056026891242,0.3849389867403197,0.4057102974995981,0.2676093865677065,0.26228811559350584,0.14609026619783538,0.2872259712603563,0.21080555491573671,0.3342766908428483,0.31471954492849463,0.1897940465569007,0.2607093116738455,0.21127272914271455,0.34716224467134094,0.2506551958955756,0.34217982173742834,0.4705106386971505,0.33592874173560516,0.3599961822407236,1.0,0.2253527354221998,0.2446148810023011,0.3759291271627465,0.32675559427665724,0.3646398919137753,0.3214269877579765,0.23436300400797605,0.30298146675797377,0.3254717265212774,0.42546735534175095
target,0.2454192218062703,0.17209641009809007,0.1677451683339437,0.1933543406452467,0.17058973972368552,0.17466503355294105,0.22418479247782408,0.2577497862618683,0.20769160740010928,0.13015135367181974,0.3094976545118717,0.2193916381101635,0.23522957736237016,0.30129087917541386,0.24647592379792305,0.2172584001802087,0.2068221875746996,0.22436502879258347,0.146179996087884,0.179185203206632,0.11590633098891734,0.23290546321109895,0.21288753072794686,0.18074326444309252,0.321825146479067,0.237712851462057,0.22852843746685458,0.1681095909230954,0.10961083266012916,0.2211756582257849,0.19242595066486712,0.10204183453465487,0.2558989101524749,0.20322547344553565,0.16064983207703398,0.2253527354221998,1.0,0.10575842340102637,0.1166190278621384,0.1987328053689673,0.33425754450433565,0.2837190807901073,0.18661931901407314,0.14402352017567954,0.20200544477118465,0.18993717357717343
telescope,0.20332404746380517,0.360023965331129,0.248362535304965,0.23293819098677937,0.24020602176580674,0.6220496350276747,0.25119803851434175,0.31970947703770713,0.16715959535865244,0.37708747018291056,0.24519598515285246,0.19040133863021969,0.19503815117612544,0.200525455183723,0.21488711090710388,0.320288791800204,0.33389887986981215,0.17031812681093284,0.3599140425489593,0.5100471538240853,0.23430428613383725,0.23470997395001614,0.26964556161098685,0.23961402925523667,0.17295526949864548,0.20088718425370067,0.19497760680436227,0.1727009233042106,0.1802580953654267,0.2327623485521635,0.28086356033425797,0.29145942552129356,0.15946934097134857,0.36986345755487404,0.2864357916384255,0.2446148810023011,0.10575842340102637,1.0,0.22239886268357412,0.2593667222360585,0.15220476510389147,0.1619756376627608,0.2930117519695613,0.22977480868715972,0.14352876538486248,0.26553289181640927
tennis ball,0.6424418694650582,0.40840118311245255,0.5065718255879099,0.5234960635623245,0.3170214998571921,0.2743912588364197,0.29350656679698206,0.32317003990034254,0.26252455935322105,0.15914975090083583,0.30904372790729395,0.2643844262887036,0.2594548609152777,0.3225610622802242,0.4597223647800701,0.4751454158916024,0.31773683377547846,0.4211442186282669,0.2838887183798725,0.24794961895639966,0.4290207165455242,0.33317579174271195,0.233895310929914,0.25045967464498986,0.27000146300645544,0.1698084185311577,0.2485573433698357,0.2216837081058055,0.2506400164476623,0.37154255011315374,0.3570687553626706,0.3777095183348569,0.23160542573709297,0.4407568447193335,0.3038574447042294,0.3759291271627465,0.1166190278621384,0.22239886268357412,1.0,0.3296232341999048,0.3421872769693802,0.17203104275410852,0.2997250472588925,0.32677172579291414,0.3505345450144849,0.39922652899960065
thimble,0.3640636631997417,0.3954971980518527,0.2893341833800247,0.2636157016219979,0.3469088677756873,0.2710069353843383,0.25835225521172744,0.23894972154079352,0.4184622453458956,0.2349646955538417,0.32619937445661007,0.3887540407961798,0.46192356660771183,0.40434249300417624,0.28516037382261483,0.36411135883866275,0.44899791215000784,0.3233655485065007,0.27501241357561534,0.3936334891368223,0.40938403125016265,0.32884631410120746,0.27611971310877537,0.38841279845880106,0.24582851706895226,0.17508094272093344,0.19280733453758003,0.17033077306466715,0.4320224083821327,0.271612086243496,0.23609771892216413,0.29461373524643875,0.33256066698183817,0.37166833889070294,0.3075658478749538,0.32675559427665724,0.1987328053689673,0.2593667222360585,0.3296232341999048,1.0,0.46492828669575514,0.21026252368467813,0.338647445041812,0.29090045611259396,0.4635480509805775,0.3448365110553657
tic-tac-toe,0.3909737252962968,0.28772822471624204,0.33971350383322574,0.3504675360649847,0.23485712852190854,0.21242858900965444,0.3328114158577551,0.30694549580801156,0.5610528248276708,0.24878707588098503,0.470829071180652,0.43568389972507915,0.3566622613554331,0.49864578552409067,0.39396951898166277,0.3334162710239663,0.40609058574533785,0.3311229155742179,0.2759027767334007,0.2398340278786355,0.32811146020217097,0.2311714034259007,0.31851833871531077,0.2746328187576276,0.32197931825189485,0.21739563236541493,0.3794836247441662,0.25670941984308593,0.23633409877052847,0.3588080438792307,0.1994649027060985,0.23936544603710896,0.38014653609924265,0.1560235404675816,0.19360441678222795,0.3646398919137753,0.33425754450433565,0.15220476510389147,0.3421872769693802,0.46492828669575514,0.9999999999999998,0.2287602484535225,0.2663605121706827,0.235876149907984,0.3697823339747247,0.30448431373686813
top,0.27364936927864325,0.3057175538750929,0.27732051919456757,0.2936079454016056,0.19022605428451156,0.16036839136067949,0.29693778766408085,0.3127314555957408,0.16315920486799396,0.14971213533964545,0.2535118460169231,0.20260686934921024,0.26481303699339764,0.24081276725813883,0.3662497252490915,0.23797444461105388,0.2118986759510466,0.2830111421825027,0.20521789398083312,0.27735026665207707,0.11125722867195198,0.3008767107697824,0.1825312716009475,0.28058213186888226,0.3248080034815022,0.3458730689116636,0.18391164231933155,0.1470981530833133,0.1206318883964953,0.30312896817595747,0.1455144539982095,0.17536948523331963,0.2992651296141251,0.11113596115773494,0.2636123332183231,0.3214269877579765,0.2837190807901073,0.1619756376627608,0.17203104275410852,0.21026252368467813,0.2287602484535225,0.9999999999999998,0.31293270674790286,0.10934817271399566,0.20833066402785327,0.24439225616179705
trophy,0.32110047048333246,0.3137525972615438,0.2951699694450556,0.31173226861249215,0.1716030759429743,0.30972956111333316,0.2551229263117052,0.1399042747957946,0.227731272098316,0.2128093611330233,0.21277091990163943,0.18596622705029442,0.27499861882561116,0.21454948446697575,0.3055747725604798,0.2995950274727287,0.28719955424952626,0.24594543241024935,0.1500352408187735,0.23661196836401932,0.26952587206992784,0.5361976389505517,0.2750891031308791,0.23151046898879235,0.3075729580205946,0.42285304572670435,0.2156850807490961,0.16320993369642067,0.10447010682264746,0.23150745248859084,0.15483314873743204,0.22575433374173715,0.19834352883637307,0.23919617797908843,0.13059317986224495,0.23436300400797605,0.18661931901407314,0.2930117519695613,0.2997250472588925,0.338647445041812,0.2663605121706827,0.31293270674790286,1.0,0.28238916993476193,0.206934071701681,0.18433190332719762
whistle,0.4344457078656556,0.4023869841962756,0.3118944549724232,0.3233828013936513,0.3229256050953311,0.3120302369521408,0.34998128139376095,0.23687576102900887,0.21525733232008015,0.27516420121897733,0.34130918958722734,0.20884990220322186,0.26209363306844646,0.20317709132357642,0.27552570492691497,0.2941831123911691,0.30145123149948283,0.3262062349943564,0.26880973058448676,0.19028470580236934,0.3696271597003007,0.25926698351290667,0.4049724047721657,0.2101569873780541,0.281271359925354,0.3103013122751499,0.2840471828861514,0.1495467851186415,0.16672423888684929,0.22868843668884864,0.1952234605484402,0.2673660620204894,0.3449749563811858,0.34617063103284584,0.3420345334035281,0.30298146675797377,0.14402352017567954,0.22977480868715972,0.32677172579291414,0.29090045611259396,0.235876149907984,0.10934817271399566,0.28238916993476193,0.9999999999999999,0.26621993341257066,0.3308844049076778
yarn,0.3653987592098342,0.3223971499157665,0.21461821931088687,0.23730666827810387,0.42096187718766553,0.18221830239567993,0.3588055217467053,0.26301885975130324,0.21403387202364832,0.19896815371453092,0.30472024744998427,0.21059927100003706,0.4024648191076514,0.2941784908556304,0.1960519002329466,0.3197696485711887,0.2725623938887959,0.2896344470342287,0.39751294678256355,0.22125280293801786,0.31849936568999726,0.2760384501750859,0.31483581688992424,0.4266648825844336,0.3188576173301053,0.20216896371467008,0.2785953668960235,0.27051895571859697,0.42866656440012074,0.21528772212724334,0.2616562832076109,0.4023168319805287,0.2038254308791494,0.2739191681011768,0.338891282934769,0.3254717265212774,0.20200544477118465,0.14352876538486248,0.3505345450144849,0.4635480509805775,0.3697823339747247,0.20833066402785327,0.206934071701681,0.26621993341257066,0.9999999999999998,0.342985723749307
yo-yo,0.4826414290899276,0.45467757528536645,0.4007414160091829,0.43973140282998446,0.3806000533621383,0.151232680511462,0.43651001559042557,0.3428261407534918,0.24847070344988054,0.2580414550699669,0.3999423431911111,0.28302380781908365,0.417481688590019,0.293427520123541,0.30205705070405964,0.39997430282918534,0.4454081785848617,0.45376366910395305,0.4117742800151064,0.27204266941591726,0.41347162483250566,0.3236439543813727,0.2946952482141424,0.3195520527574097,0.23451541330889003,0.22236593685156847,0.3645045016323285,0.22339582051895657,0.2504225153826528,0.43423500332106046,0.2840564739043767,0.2960506049536833,0.42932915245862735,0.454065254268313,0.4333641205848906,0.42546735534175095,0.18993717357717343,0.26553289181640927,0.39922652899960065,0.3448365110553657,0.30448431373686813,0.24439225616179705,0.18433190332719762,0.3308844049076778,0.342985723749307,1.0
