parts of buildings,attic,bathroom,brick,cabinets,ceiling,chimney,curtains,door,faucet,fence,fireplace,garage,gate,kitchen,light switch,mailbox,roof,shower,sink,tile,toilet,window,chandelier,elevator
-0.004407716,0.06300602,0.022021014,-0.042824097,0.014135466,0.013189576,0.030530225,0.008541293,-0.011185524,0.034042202,-0.06650523,0.018825114,0.02145368,-0.023676427,0.015881468,0.039683867,-0.046791308,0.00701953,-0.055210005,-0.018463422,-0.07086602,0.045593504,-0.028214818,-0.013083204,0.043856792
0.007399086,-0.051601306,-0.052206337,-0.05055939,-0.082042724,-0.012410652,-0.06418238,0.01572212,-0.06370755,-0.04357541,-0.06811198,-0.06418819,-0.031267468,-0.07811484,-0.04634034,-0.06082419,-0.06828555,-0.032717146,-0.037950918,-0.055349454,-0.07446371,-0.016660064,-0.0243823,-0.003858049,-0.040171757
-0.03997013,-0.03685902,0.05000713,0.019455833,-0.059071984,-0.03491428,0.018440135,-0.04992315,-0.045264203,-0.039938867,-0.05472766,0.058369134,0.037007734,-0.01389018,0.006867424,-0.06677752,-0.04121524,-0.009975581,0.013671829,-0.054938078,0.03090328,-0.024168137,0.013503593,-0.035731293,-0.007452712
0.035046212,-0.05258589,-0.04272314,-0.067651555,0.009923038,-0.061060432,-0.06184232,-0.054762132,-0.07271225,-0.0346625,-0.0732309,-0.06153753,-0.057483003,-0.024333507,-0.039086506,-0.04559791,-0.054748893,-0.0673134,-0.03464017,-0.044680364,-0.009054494,-0.03236359,-0.08888272,-0.006052391,-0.037707884
0.06186278,-0.010532107,0.050453905,-0.001942259,-0.029598271,-0.043108083,0.06634601,0.010770769,0.050628733,0.011700141,0.007329132,-0.010605197,0.0112565,0.08708493,0.044572055,0.040770337,0.02822048,0.036710903,0.052256133,0.05298957,0.047691952,0.04976456,0.049426936,-0.029298501,0.004799916
0.026096934,0.0289271,0.005641171,0.032093093,0.07278925,0.06630866,0.014986889,0.05499136,0.014489984,0.04374706,0.002356265,0.063209906,0.066704705,0.008927815,0.060233038,0.0774194,-0.000794808,0.05608788,-0.001071591,0.031048073,0.042323112,0.063670084,0.047728125,0.034056164,-0.06261027
-0.005206197,-0.042687383,-0.07163064,0.04022914,-0.0680229,-0.0692459,0.041719202,-0.009128909,-0.061185434,-0.03408362,0.027788967,-0.007193514,-0.07213215,-0.06634424,-0.036900844,-0.02382121,0.033246864,-0.010867016,-0.07164835,-0.057540465,-0.03925849,-0.06961101,0.06783366,-0.052154258,-0.06488085
-0.005791154,-0.019830842,-0.072512984,-0.05489962,0.021291481,-0.024136033,-0.045058575,0.014406259,-0.062283155,0.004775961,-0.053960122,-0.01446701,0.07177755,-0.045625664,-0.021351898,-0.043867774,-0.019989314,-0.04783743,-3.25E-05,-0.049620014,-0.08542468,0.005334996,-0.063875936,-0.037042975,-0.06536086
-0.036163498,-0.0751102,-0.005368336,0.006090186,-0.03506052,-0.001296278,-0.031084308,-0.048919123,-0.010155248,0.010687605,0.033210125,-0.03195093,-0.05989788,0.021099735,0.007713698,0.004072385,0.053224836,0.006771147,-0.048897345,-0.002520182,0.006047252,-0.04476615,-0.05621436,-0.027310137,0.00121028
0.06579476,0.015811943,-0.008493825,-0.003173625,0.028226113,0.001186843,0.02186665,0.06291046,0.048811644,0.055009563,0.027008124,0.05040114,0.023934498,0.043383155,-0.0634609,0.025967596,0.019388683,0.011387874,0.0217323,-0.002187252,-0.006565806,-0.008700533,0.03422073,0.068994194,0.0674925
-0.017011289,-0.074994855,-0.056338113,0.05095807,0.011183634,-0.037588604,-0.023699194,0.04943382,0.033821393,-0.0653393,-0.017556116,-0.005883395,-0.039999966,0.017086837,-0.007899917,-0.019074561,0.058223404,0.025600698,-0.019297875,0.022507053,0.03753358,0.033354566,0.030955292,0.05119531,0.011303965
0.005054858,0.07565598,-0.046006087,0.027183281,-0.026590934,0.024706496,0.05515029,0.05390336,0.03300452,-0.078556016,0.054899454,0.017569454,0.072638355,0.06543846,0.052535873,-0.014548574,0.020989696,0.046741527,-0.07187925,-0.068866156,-0.04597521,-0.06091012,0.041378565,0.021092873,-0.030846415
-0.022041168,-0.01093775,-0.057056826,-0.040973324,-0.029314201,0.022165693,-0.042267848,-0.015691172,0.013520549,-0.03675562,-0.057143215,-0.009236899,-0.02184119,0.050187793,-0.0096197,0.021858381,0.045817733,-0.05961426,-0.011868196,-0.014679552,-0.073260024,-0.042647697,0.010844586,0.003193767,-0.022977846
-0.033082478,-0.023838915,0.028782824,-0.0618359,-0.002625945,-0.016385809,-0.04161661,-0.054175846,-0.034473266,-0.016553737,-0.035223614,-0.036764298,-0.050991673,0.031029548,-0.03540788,-0.034912504,-0.039103035,-0.051861987,-0.027056174,0.016805355,-0.019739013,-0.029329527,-0.023822898,-0.04639842,-0.020286769
-0.046882976,-0.05052415,-0.08823541,-0.06667646,-0.08663221,-0.06933441,-0.0463136,-0.074444436,-0.07699834,-0.046625145,-0.07366357,-0.06843606,-0.0748103,-0.053741705,-0.076653354,-0.054487754,-0.0383423,-0.07168048,-0.022961903,-0.06980161,-0.074612156,-0.07320829,-0.07216611,-0.04542275,-0.031534497
0.021350225,0.036881838,-0.027815048,0.017873934,0.013989248,-0.03406641,0.042295255,0.006877439,-0.002390617,0.022184346,0.03445332,0.02750836,-0.015348781,0.022186898,-0.034552738,0.016440937,0.036841787,-0.008138493,0.003823629,-0.002953555,0.056280226,-0.00124829,-0.00583651,0.038396902,-0.0205368
0.044259693,0.04622916,-0.018423583,0.006242168,-0.008268126,0.001297231,-0.0578609,-0.016693713,-0.028530769,0.017050322,0.005523278,-0.0445313,-0.016111543,0.021586519,-0.052967776,0.033089772,0.021591725,-0.012563876,-0.06104173,0.006767663,-0.062755585,0.01584821,-0.03610218,-0.009768711,-0.02402292
-0.064387634,-0.032172583,0.03371665,0.06782906,-0.009206534,-0.03889463,0.037352096,0.0626815,0.038547806,-0.06691042,-0.016193956,0.049172565,0.003234925,0.010917466,0.016600095,0.08468596,0.0629906,-0.032159332,0.014503322,-0.023142392,-0.011375802,-0.03947625,0.035208363,0.08505688,-0.04547603
0.044563945,-0.055713106,-0.017236251,-0.0726624,-0.038483016,-0.026358392,-0.027058285,-0.034572054,-0.02663237,-0.071046315,-0.02526274,-0.052105106,-0.05910877,0.014003128,0.029659262,-0.07229173,-0.03888844,-0.024427572,-0.05160934,-0.072707474,-0.04984394,-0.024780946,-0.012009519,-0.04157939,-0.039886426
-0.06033698,-0.03643345,-0.019725487,-0.009153306,-0.049583357,-0.026504425,-0.032317348,-0.034784984,-0.026182722,-0.063864276,-0.05697154,-0.06043436,-0.014806173,-0.031551268,-0.022110999,-0.07739411,-0.07961933,-0.04740853,-0.06501894,-0.049497914,0.007608044,-0.010348247,-0.07067177,-0.047434647,-0.06611537
-0.026595436,-0.018177187,-0.003899016,-0.015764816,-0.020367717,0.017310094,-0.012339573,-0.048267372,-0.04578336,-0.03336446,-0.049836405,-0.046698246,-0.06035988,0.005955505,-0.002237307,0.033378232,-0.06062683,0.003246236,0.018849107,-0.037693825,0.059353076,-0.028206374,-0.029403968,0.004018672,-0.040838502
0.04418709,0.035690874,0.040525705,0.019413667,-0.005734843,0.053680453,-0.015242291,0.004177112,0.075901024,0.06773065,0.08307412,0.024966517,-0.024860004,0.07731768,-0.000711176,-0.048129775,0.018575128,0.06893119,0.038487874,0.05138068,-0.015631635,0.067543134,-0.016799951,-0.025634754,0.007451372
0.033652548,0.058049057,-0.016983412,-0.04392256,-0.014268034,-0.010632276,0.008205341,-0.004768939,-0.06371505,-0.05547578,0.032316923,0.014599499,-0.045290984,-0.043934654,-0.056410927,-0.04690345,-0.012963302,0.0541927,-0.01485444,0.010181865,-0.003989621,-0.009445819,-0.046580825,-0.014446436,-0.026365232
-0.062217485,0.022645352,0.015931996,-0.040870234,-0.06599156,-0.00981009,-0.041040987,-0.03510316,-0.033452008,-0.021938896,0.00159108,-0.003570718,-0.01026096,0.017657945,-0.004071833,0.011257843,-0.023492351,-0.002047766,-0.0012993,-0.040510282,-0.05577138,-0.032247625,-0.047286883,-0.05506851,-0.054586817
-0.030185314,-0.004510762,0.03235872,0.06043898,0.015491419,-0.023050362,-0.011548823,-0.04867311,0.05304416,-0.012470967,-0.009559483,-0.01975325,-0.019603375,-0.006374678,-0.005075151,0.0482677,-0.020619428,0.002938855,-0.017469948,-0.026919128,0.04172018,-0.007625924,0.069464006,-0.024341349,0.050261583
0.022303807,0.005507136,0.053072516,0.060268335,0.002897044,-0.003309906,0.07303901,0.043869272,0.08047263,0.06966885,-0.051947363,0.053161155,-0.07255498,0.07203657,-0.016656494,-0.04270586,0.002137209,0.028481826,-0.018238805,0.016129699,-0.00700064,0.066049725,0.01082473,0.027814338,-0.05482807
-0.007939957,0.05481275,-0.024080133,0.036343217,0.051426277,0.02436602,0.055570062,0.06469412,0.07986439,-0.02949532,0.046045937,-0.004445854,-0.06803718,0.05154104,-0.019066805,0.026117772,-0.03504471,0.06448774,-0.007636163,0.022147441,0.016017275,0.06692908,0.040130045,0.054143533,0.009392669
0.013828065,-0.06917749,0.051268693,0.032874964,0.007020785,0.06520083,-0.067057215,-0.011334118,-0.034304913,-0.00310251,-0.004940299,-0.05511859,-0.020818848,-0.042233486,0.057248905,0.04089729,-0.011097879,-0.008918715,0.027450385,-0.08064993,0.034375053,0.032866072,0.009013228,-0.051459458,0.006526313
0.031485174,0.000494487,-0.003533659,0.013374729,0.03041895,0.03689579,0.02311585,-0.002192827,0.024600808,0.05114702,0.007153037,-0.017268531,0.04896467,-0.013759783,0.027917588,0.01365049,-0.021409051,0.05939763,-0.02516802,-0.028315851,0.0651273,0.011315103,0.055839334,0.02135517,-0.013265255
0.020010158,-0.02921133,-0.05771852,-0.024520088,0.04153339,-0.052012205,-0.028995791,-0.02200982,-0.06356993,-0.010246629,-0.03744994,-0.011173086,-0.049941108,-0.059199974,-0.064797185,-0.011387548,-0.045326144,0.004651241,-0.038931094,-0.005777696,-0.02410486,-0.06144161,-0.034121115,-0.044461627,-0.03293312
0.012621361,-0.013858604,0.059390858,0.01727048,0.049485482,0.010150077,0.003793591,-0.035156336,-0.03156833,-0.06399345,0.044777185,0.027445514,-0.008064138,-0.030994376,0.048254002,-0.026909394,-0.07232996,-0.019267712,0.044660896,-0.036226533,0.052026816,0.011521528,0.015060369,0.027118204,-0.030805347
-0.018140368,-0.016442483,-0.03169069,-0.053839944,-0.010834177,-0.032004464,0.03316909,-0.034533657,0.012351052,-0.06387695,-0.060356062,0.06593573,-0.03286302,0.00361046,-0.003834545,-0.04108504,-0.059965357,0.028689787,0.04143866,0.007532898,-0.007694151,-0.06158983,0.060138635,0.007509405,-0.0448712
0.030252002,0.016548755,0.006631402,0.02553601,0.040379632,0.035415616,-0.024032263,0.007636736,0.02047826,-0.021933362,-0.03615821,-0.033349242,0.02392929,0.009825347,0.07118931,-0.003761056,-0.04261458,0.012217965,0.037882917,0.005935382,0.006283698,0.028646268,-0.040399127,0.004469296,-0.04688592
-0.018840374,-0.0797339,-0.014852317,-0.031938728,-0.08135175,-0.032458026,-0.04469102,-0.07093022,0.010308206,0.0730361,0.002566109,-0.048545774,0.018472536,0.022897946,0.042453755,-0.001773736,-0.046022154,-0.031429686,0.04814813,-0.033996318,0.001706741,0.001941657,-0.056304235,-0.06931535,-0.027813587
-0.04815434,-0.046313565,0.004626625,0.027588414,0.010067353,-0.072307244,0.068540126,0.06340805,0.07613396,-0.016115032,0.050706558,0.037303615,-0.001155087,0.037887648,-0.01974577,0.06516552,0.04495453,-0.00442034,0.022512149,-0.022857746,-0.05976359,0.001895264,0.05350564,-0.024670217,0.07084017
-0.02980657,-0.002921056,-0.003122079,0.06602861,-0.021907018,-0.021390105,0.05647003,0.05733861,0.049420457,0.059954803,0.0628881,0.02832017,0.06467835,0.010313071,0.018736113,0.07377173,0.0728445,-0.042471398,-0.05921632,-0.013356976,-0.004100051,-0.036202665,0.01714538,0.04171146,-0.051920585
-0.085014366,0.043199603,0.06220972,-0.04003556,0.041202333,0.06978187,-0.077806324,0.03631741,0.001836087,-0.006319223,0.011069359,-0.06906665,0.025472593,0.015540794,0.081877105,0.06761977,0.06428989,-0.027295966,0.081276946,0.06669864,0.07437597,-0.00699058,-0.029030798,-0.028042467,0.02634352
-0.07768924,-0.077443175,0.030980457,-0.0817974,-0.052910063,-0.057844,-0.07670369,-0.07355082,-0.058555383,0.07772882,-0.042136237,-0.07125382,-0.006450827,-0.080490105,0.009292753,-0.002803418,-0.029322991,-0.050274037,0.08035355,0.07108846,0.030610438,0.02371554,-0.09033337,-0.04945842,-0.056575496
-0.087181464,-0.029352965,-0.084381044,0.039446093,-0.01721161,0.003871952,0.005279354,0.022544883,0.011324451,-0.06631394,0.04536346,0.026550122,-0.031357277,0.039735366,0.011828152,0.05398989,0.06221687,-0.00968338,-0.05998707,-0.006112796,-0.018327506,-0.0823322,0.002306445,0.003054865,-0.022215076
0.034170553,0.016151074,0.011874137,0.026219247,-0.001096549,0.06260344,0.020090695,0.074566945,0.059739627,-0.068189576,0.03162532,-0.034864247,0.011440367,0.04898365,-0.01900183,0.05970477,0.060309533,0.07943471,0.04579644,-0.059701156,0.038842306,-0.001040725,0.085783586,-0.025259234,0.07455544
0.011547674,-0.016088253,0.057032842,0.0565416,0.038539752,-0.05787463,-0.009508716,0.001145094,0.030053236,0.011010657,0.000847729,-0.010613526,-0.012107356,0.04737606,0.05667135,0.060089108,-0.008569899,-0.07615564,0.02251695,0.040866923,0.008057795,0.007849845,-0.002409011,-0.007246001,0.058016513
-0.07909386,0.004604071,0.03692463,-0.009377522,-0.060525794,-0.065416254,-0.012314176,-0.033351187,0.008261965,-0.026016507,-0.017826786,-0.040578235,-0.015914237,-0.019216008,-0.053094536,0.009445518,-0.04914774,-0.040387306,-0.024103617,-0.02689855,-0.022169953,0.007451611,-0.0180291,-0.05124237,0.007437169
0.06852593,0.037491903,0.07749727,0.03196162,0.08009413,0.06593472,0.038619995,0.058154654,0.08094155,0.07433182,0.078643955,0.062745094,0.05456543,0.083448224,0.07319138,0.0686511,0.07101569,0.03070025,0.052081045,0.083884634,0.057949264,0.010251796,0.085160844,0.05098301,0.07528058
0.024993543,-0.047583867,0.032421462,-0.018468365,-0.06417051,-0.048895914,-0.04254055,-0.019584654,-0.044215947,0.052206825,-0.029758662,-0.043644983,-0.02790732,0.012949077,0.008394678,-0.03520924,-0.035538923,-0.061386514,-0.000141628,-0.015621104,0.054108214,0.039284274,-0.011655977,-0.060849667,-0.058194537
0.02290073,0.000627529,0.026706103,0.032843452,0.045103833,-0.011699935,0.059594214,-0.001958527,0.024241563,0.060603563,0.07305231,0.010052174,0.044798188,0.019927835,0.05247664,-0.06626187,0.042414248,0.03438738,-0.004471717,0.0791508,0.062295336,-0.012767054,0.033989694,-0.0420454,0.040754758
0.058780205,-0.02529571,-0.08463424,-0.071147844,-0.021870775,-0.04092167,-0.03152448,-0.050334014,-0.049673013,-0.037864543,-0.037375208,-0.004223944,-0.06834835,-0.026697837,-0.075392306,-0.025466535,0.004122968,-0.053372256,-0.01058003,-0.040666305,-0.06490373,-0.075620465,-0.010491792,-0.028964072,-0.06319162
-0.022758313,-0.04579518,-0.008745488,-0.055572268,-0.07498375,-0.07533042,0.013866516,0.063226104,0.044444446,0.06628631,0.0740948,-0.015653921,-0.075161114,0.07338304,-0.04044259,-0.06625266,0.027735615,0.039355468,0.057632618,0.016503971,-0.000238195,-0.017359039,0.050574873,-0.06333706,0.030648248
0.02914601,0.06627382,0.010893839,-0.05145796,0.043993425,-0.06928052,-0.030182935,0.014784276,-0.019287443,-0.031958617,-0.031035352,-0.059032645,0.06288716,0.032373466,0.002031237,-0.04883832,0.011339428,0.011733693,-0.01789109,-0.010710361,-0.039034966,-0.04840518,-0.06329058,-0.011513907,-0.045981307
0.012034342,-0.022337198,0.052123778,0.0491522,0.051829457,0.014743418,0.007380982,0.037005443,-0.000192389,0.043395992,0.048386343,-0.017841496,0.050285153,-0.006282912,0.04998406,0.030533016,0.051983282,0.00586775,0.064879626,0.061556935,0.07444739,0.042701073,-0.001233901,-0.00174241,0.03057454
0.024546033,0.08548566,0.027582062,0.08166032,0.08769762,0.06883251,0.066842765,0.072800346,0.08059777,0.06804879,0.07432722,0.061149467,0.07668783,0.08601786,0.07493885,0.045921024,0.062054224,0.07567653,0.06519626,0.07656394,0.079960056,0.04095599,0.06966833,0.08358235,0.07252968
0.03455415,0.06378076,0.053581204,0.021282485,0.07135186,0.028735772,0.040334642,0.03311065,0.071726225,0.019456895,0.03602897,0.007822061,0.05707224,0.06913503,0.025801865,0.00944617,0.04053602,0.031740956,0.04304408,0.04606684,0.05809197,0.06809137,0.022754775,-0.02038824,0.005100816
0.054802015,0.06259597,0.04712434,0.016950952,0.06317327,0.061460406,0.002012161,-0.022391928,0.05161242,0.052321285,0.05878371,0.046341978,0.07413466,0.04614338,0.07298621,-0.028980859,0.058708172,0.027826881,0.041400816,0.04458352,0.06524831,0.076323226,0.048875958,-0.03671228,0.043815445
-0.007494678,0.057841506,0.028695058,0.029320199,0.04364503,0.044290107,0.04817332,0.044467952,0.06310142,0.034776904,0.011410882,0.023012705,-0.014676497,0.060955375,-0.034388427,0.06956576,0.06433975,0.02301841,-0.031928275,0.035737768,0.011761061,0.035517618,0.038003605,0.052764323,-0.011777158
0.058102306,0.050290834,0.071787134,0.07199432,0.06354377,0.07563429,0.051311836,0.05821753,0.07662526,0.055431206,0.047621977,0.052208755,0.037422545,0.07603718,0.07627087,0.000225393,0.054435637,0.05270658,0.041326344,0.036515567,0.04447115,0.075438194,0.07261402,0.06776705,0.053460922
0.007006153,-0.040204704,-0.001467206,0.022556655,-0.011425808,-0.012960877,-0.005269342,0.029530777,0.08035563,-0.06881133,0.041502018,0.042469583,0.013664818,0.06348385,-0.024760457,-0.02322572,0.018475216,-0.009505703,-0.04704817,-0.08801942,0.030166587,-0.078646325,0.04258073,-0.044825863,-0.004067109
0.05488634,0.030730497,-0.018133081,0.04073442,0.049545217,-0.01612228,0.059465844,0.016845224,0.004207733,-0.001492728,0.033887338,0.045630656,0.005047279,0.029343093,0.00255126,0.017660486,0.029731495,0.04242122,0.039915618,-0.006265224,0.009526861,0.0001951,0.000489392,0.004033049,0.030713648
0.060187135,0.04617196,0.06969712,0.06020291,0.063125886,0.07126878,0.062827915,0.05075037,0.060198225,-0.0730042,0.023344621,0.07492479,0.06992698,0.039569773,0.07292679,0.035729606,0.04054451,0.045340437,-0.067318276,-0.023011707,0.053130068,-0.001309869,0.07868937,0.011152143,-0.023743045
-0.00575011,0.020207414,-0.037549056,0.0659217,-0.06768957,0.018094894,0.011410404,-0.031148393,-0.00816263,-0.077009864,0.048003938,-0.008245111,0.002333006,-0.00593232,-0.04423346,0.001563562,-0.04529943,0.015350819,-0.07297386,-0.070569016,-0.051588397,-0.065230645,-0.017702736,0.045121126,0.045351222
-0.07684768,-0.03032292,0.008007137,0.021366965,-0.02511593,-0.051441934,-0.019342601,-0.03296894,-0.042937797,-0.006770339,-0.048336525,-0.026136918,0.005713038,-0.03647824,-0.055358473,-0.03852677,-0.02991063,-0.04657714,-0.032593828,-0.048609443,0.007451047,-0.03706888,-0.014265107,-0.05521421,-0.023724483
0.0602833,-0.003145933,0.059526633,0.038592312,0.019040901,-0.001391565,0.011222482,0.030451212,0.06051335,0.052146412,0.046672,-0.001487234,0.044322636,0.003311469,0.044504505,-0.000885552,0.041205723,0.05443798,0.07424546,0.06081912,0.035160847,0.07234047,0.06454132,-0.000690814,0.04980884
-0.007471886,0.003229254,-0.039541822,-0.005671782,-0.04741838,-0.04742029,0.023927454,-0.0657551,0.000470206,-0.003054459,0.017572433,0.000400991,-0.018940825,0.014626956,-0.050527148,0.032530986,0.026156614,-0.022009028,-0.015004913,-0.012943292,-0.051203184,-0.011933384,0.014222011,-0.0795515,-0.028243402
0.01834654,0.024186471,-0.016771002,0.056076374,-0.04175161,0.02221276,0.057394844,-0.03843746,0.031046307,-0.003611703,-0.029129857,0.063654,-0.030492926,-0.045393676,-0.041662224,0.05895877,-0.0372205,0.0670328,0.015410107,-0.004166706,-0.027567659,0.031135881,0.023118202,0.05366482,-0.014812095
-0.052923307,-0.030225672,0.048531774,-0.027649306,0.008117503,-0.05952885,0.025782136,-0.019084234,-0.009515678,0.025132973,-0.031802323,-0.001843131,-0.06638055,-0.029170528,0.027666,-0.061126947,-0.042334754,0.02654317,-0.048893318,0.011912173,0.007824191,0.07388462,-0.00800743,-0.046375696,-0.072814725
-0.032682143,-0.035843585,0.002762806,-0.07624275,0.021942807,0.047463745,-0.07789609,0.05006453,0.060416635,0.032455623,-0.022287767,-0.06931016,-0.006579557,0.06369205,-0.020924244,-0.030410828,0.053170703,-0.029446276,0.007680926,-0.000555723,0.00686577,0.0536257,-0.062626414,-0.03695412,0.069418095
0.005459379,0.007719134,0.048419736,0.07120797,0.055891756,0.03017041,0.05402731,0.007713815,0.06356127,0.026295545,0.043030012,0.06697241,-0.012297926,0.07108239,0.00162043,0.058476135,0.06625931,-0.000132287,0.06767402,0.07546694,0.023059485,0.027295647,-0.015110538,0.07787407,0.07637398
-0.065030456,-0.051408038,-0.04665016,-0.06444918,-0.036472727,-0.07309899,-0.04136796,-0.04767873,-0.083437406,-0.054098215,-0.081556745,-0.03978875,0.009403436,-0.080069564,-0.013506077,-0.04746391,-0.04010045,-0.059462912,-0.06264502,-0.035113264,-0.016416302,-0.017322158,-0.008936394,-0.0499288,-0.07637866
-0.013299859,-0.047409054,0.039867297,-0.030991824,0.021311155,0.027024131,0.06757627,-0.000161382,-0.036371026,0.03661955,0.03741585,0.030763954,-0.062299784,-0.001265746,-0.016198454,0.008628071,-0.014248821,-0.0627006,-0.02899451,0.04796735,0.030234303,0.023780739,-0.0602454,-0.050563376,-0.006052491
0.02779049,0.060159538,0.00497607,0.03495742,-0.040142905,0.07469936,0.05832067,0.021210503,0.023689393,-0.029225312,-0.06599437,0.0388081,-0.016609278,-0.047344062,0.008921891,0.045619614,0.038168274,-0.015653234,0.043024633,-0.045903724,-0.03535501,0.021729052,0.004715977,0.011662574,0.021238385
-0.01924767,-0.03311101,-0.034426365,0.011299009,-0.029437762,0.014033493,-0.001526186,-0.029859377,-0.032336853,0.043920115,0.053827416,0.008432936,0.020447638,-0.026148526,0.020708494,0.01396969,0.02031983,-0.00310344,-0.0016149,0.004442286,0.022008372,-0.017036429,0.018145269,0.004405881,0.007550014
0.003260578,-0.062059533,0.000327501,-0.031816535,-0.041491244,-0.01651851,0.006180308,-0.027413301,-0.008189831,-0.009517735,9.13E-05,0.02636575,-0.06284542,0.006502708,-0.04850766,0.02823225,0.007791222,-0.000278358,0.025217257,-0.023511034,-0.046737604,-0.024099397,0.021298215,-0.00045312,0.045604285
0.021140656,-0.06468596,-0.02158034,0.05796037,0.04845231,-0.062479213,-0.07935499,0.002981885,0.027194096,-0.07789515,0.043598577,-0.0794277,-0.07648428,-0.017835712,-0.07781808,-0.01681552,0.02513401,0.07865394,0.026875924,-0.02365334,0.054339785,0.012281103,0.022918494,0.055408143,0.001016223
-0.011352537,-0.07462732,-0.016879668,-0.008407404,0.012756869,0.008375769,-0.07705029,-0.046533123,-0.043093733,-0.06641066,-0.004490391,-0.044903133,-0.005248449,0.008209029,0.050497454,-0.025759686,-0.061394595,-0.063379705,-0.007740393,-0.04410608,0.08504716,-0.061686996,0.009105194,-0.067119524,-0.008304095
-0.006420235,-0.060512777,-0.07368362,-0.06984136,-0.014141926,-0.040055458,-0.061187107,0.009448844,-0.061106518,-0.05555116,-0.027384482,-0.072414115,-0.058011793,-0.057550482,-0.003141898,-0.056149807,-0.059995424,-0.05002646,-0.049420457,-0.042637218,-0.028998125,-0.06951219,-0.048004873,-0.04453406,-0.060984474
0.075722545,0.014505013,0.04462903,0.07755246,0.033162884,-0.0681868,0.052262817,0.0410715,0.049268395,0.076110356,0.049862247,0.05448272,-0.022615174,0.06641795,0.0752743,-0.04966291,0.007056635,0.040495504,-0.034279987,0.073733285,0.07600099,0.06588443,0.07722393,-0.03979518,-0.014978004
0.087769024,-0.06477218,-0.05476273,-0.06952864,0.01839752,-0.03372982,-0.034467008,-0.050215513,-0.024429198,-0.060378876,0.004647343,-0.015376575,-0.03063393,-0.034362365,-0.006301569,-0.03509425,-0.04675411,0.00870083,-0.0475724,-0.002947443,0.017835129,-0.055077154,-0.034097392,-0.076753296,0.014591193
0.07833817,-0.014369747,0.06574847,0.036955822,0.025998874,-0.02394736,0.000200862,0.001332872,0.06569989,0.032294683,-0.00522415,0.012097305,0.023562172,0.028640324,-0.003121485,0.052896574,-0.005018354,-0.000730869,-0.0547943,0.040606476,0.046718985,0.036853272,0.06361738,0.053343926,-0.00776615
0.06949187,0.00588988,0.001929701,0.030713113,8.02E-05,-0.003669108,0.007928813,0.013088848,-0.009829228,-0.008776843,0.0551667,-0.013408168,0.017608058,0.06104874,0.04003746,-0.017124282,0.03813546,0.016489634,0.03865902,0.010948938,-0.015305017,-0.030578587,0.049258716,0.04845365,0.03974453
0.041263584,-0.07031454,-0.041035783,0.004032204,-0.06217358,0.021849092,-0.058823336,0.006013076,-0.057453595,-0.016577547,-0.030117085,-0.033019744,-0.07875315,-0.05941237,-0.078322336,-0.039418336,-0.060514845,-0.0258278,-0.032512367,-0.057300616,-0.068497345,0.021531133,0.012538618,-0.03397913,-0.000228944
0.07056119,0.020594297,0.008981479,0.03624809,-0.068264596,-0.001124044,0.002104217,-0.018553073,-0.061954644,-0.069250375,0.024135686,-0.016383458,0.053726878,-0.050069124,-0.018391429,-0.07067417,-0.065408066,0.04929544,-0.055833656,-0.07682995,-0.068683475,-0.012442065,-0.030070208,-0.039803576,-0.030869523
-0.003581957,-0.016491368,-0.06336266,0.002390384,-0.03526297,-0.016604418,-0.038789388,-0.032435786,-0.041346766,-0.039293323,0.03972378,-0.053444836,-0.046197332,-0.012000607,-0.018975725,-0.06509028,-0.07675921,0.022878071,-0.05472712,-0.055959146,0.018082269,-0.024561083,-0.059832063,0.03326624,0.018750452
0.028739342,0.032054264,0.073790275,0.031161059,0.047252446,0.029051816,0.015151476,-0.007441911,0.004527831,0.038386524,0.056522205,0.02160007,0.04918651,0.037035573,0.029231884,0.053140175,-0.01048369,0.012217133,-0.052903973,0.022085395,0.035286024,0.010535222,0.04723777,0.034066588,0.012824359
-0.022718785,0.027929878,-0.003074615,0.016963994,0.012491929,-0.008385793,-0.026264986,-0.06575127,-0.035233147,-0.06979218,-0.060870867,-0.01807472,0.015738962,-0.04419839,-0.020257307,-0.06710732,-0.07556398,-0.026608415,-0.033244494,-0.06772167,-0.038682744,0.018306851,-0.04692846,-0.01889637,-0.030636024
-0.017682899,-0.013235631,0.03156516,0.021489909,-0.035582658,-0.06970201,0.024603589,-0.05514114,-0.003063137,0.025347235,-0.014633407,0.025351843,-0.012321124,-0.053641357,0.017532649,0.034179427,0.005887262,-0.058163814,-0.04369947,-0.019219121,-0.019303856,0.000714131,-0.049718503,-0.073195525,-0.05068593
0.09907603,0.06200619,0.090076625,0.005623756,0.07883165,0.04985473,0.06836682,0.066053964,0.08189351,0.020018363,0.06609018,0.067073874,0.078531586,0.08546287,0.07667421,0.010141006,0.041033305,0.084590554,0.059942983,0.041632034,0.0743514,0.06821332,0.059610683,0.056220327,0.06938355
0.03726048,-0.022539811,0.020694293,-0.003492723,-0.053672142,-0.082873,-0.013711808,0.005757954,-0.055575818,0.06128311,-0.041071627,-0.046268694,-0.008200313,-0.07182445,-0.02193139,-0.048673954,-0.06668439,0.06826805,0.058892313,0.0423968,0.05742584,0.038971648,-0.001556451,-0.05657359,-0.009969206
