parts of buildings,attic,bathroom,brick,cabinets,ceiling,chimney,curtains,door,faucet,fence,fireplace,garage,gate,kitchen,light switch,mailbox,roof,shower,sink,tile,toilet,window,chandelier,elevator
0.03812946,0.05509145,-0.04175276,0.062289022,0.0613501,0.070519835,0.075681396,0.06010811,-0.018124025,0.04212986,0.07382525,0.07100066,-0.030883554,0.011050046,0.05407543,0.061503537,0.028426912,0.05355964,0.07576437,0.063962005,0.030725019,0.076693974,0.056751467,0.018582007,-0.041419305
0.010837955,0.04665166,0.02232507,0.058118552,0.034815554,0.049046744,0.07603215,0.066966996,0.07009129,-0.009343732,0.08251194,0.054752354,0.06727672,0.07662931,-0.040334444,-0.019337134,0.07109201,0.07640462,0.06091217,0.0501705,0.071686275,-0.017467232,0.04387687,-0.01840168,0.06159331
-0.02299265,-0.036211118,-0.004421228,-0.04449715,0.019882156,-0.05494376,-0.06985433,-0.067339815,-0.017401127,-0.035996284,-0.04096705,-0.05306072,-0.026283931,-0.021734327,0.01306469,-0.001060976,-0.052501116,-0.08156319,-0.020330926,-0.04587647,-0.0639228,-0.06614215,-0.03831915,-0.0460482,-0.04765342
0.009947077,0.040173374,-0.036990475,0.055747658,-0.05312332,-0.03738584,0.047068886,-0.023317471,0.04065205,0.01619784,0.05257406,0.05310747,-0.046512462,0.05210612,-0.047123764,0.02513806,-0.021042136,0.03944597,0.017417746,0.01679602,0.026171787,0.00013155,-0.008261777,-0.007203762,0.004173043
0.042833757,-0.001665248,0.052608658,-0.020940302,0.018633371,0.014361346,-0.026726333,0.0626349,-0.057407845,-0.030984057,0.071675,-0.029202363,0.063098416,-0.06425162,0.017109174,0.010441865,-0.004463331,-0.06212355,-0.057547823,0.02360434,0.007529493,0.016429849,-0.015766617,-0.033648744,-0.07206026
-0.060086172,-0.00623927,-0.016956378,-0.022198603,-0.026702298,0.034933243,0.04033905,-0.0655317,0.022955192,0.051959813,-0.04311241,0.047799416,-0.054269914,0.067391664,-0.035509743,0.00528458,0.036142744,-0.010252287,-0.001006908,-0.004706282,0.058432776,0.031898066,-0.051083703,-0.01226635,-0.006304932
0.061482526,0.046231177,-0.027703056,-0.04115203,0.07161622,0.013630574,0.047128998,0.025513763,-0.003581998,0.029806683,0.000809076,0.015423123,0.017718352,0.02757318,0.042907815,-0.0576489,-0.005814923,0.06626555,0.023190292,0.040982693,-0.019838914,-0.006977895,0.011117202,-0.0110215,-0.03337242
0.08107521,0.061708674,-0.014431577,-0.004428999,-0.028778309,0.0635371,-0.067484625,0.051123433,-0.042990535,0.063428104,0.05690715,-0.058373768,0.020452501,-0.056041095,0.065880805,0.0707509,0.04928851,0.031731896,0.07000238,0.062300105,0.04572933,0.023331895,0.03932598,0.023163596,-0.051691487
-0.041403327,-0.02231092,-0.021799805,0.019695854,0.006326517,0.008249077,-0.022040144,0.06784295,-0.03951438,0.007329776,0.025239188,0.018007921,0.009132322,-0.028184567,0.003814442,0.071402095,-0.05704943,-0.007045355,0.021205088,0.022709629,0.012532416,0.003368151,0.008707478,0.039058812,0.054772675
0.064958885,-0.021732839,-0.007810757,0.019593121,-0.023747109,-0.01887245,-0.020685965,0.03105531,-0.044777863,-0.04535012,0.01033742,-0.020084715,0.029001255,-0.037247512,-0.07015142,-0.04768094,-0.059835486,0.029180361,0.028051363,-0.0655952,0.015347038,-0.07205884,0.055334706,-0.031681012,-0.000417683
-0.027893782,-0.012150509,-0.06572275,0.028992621,-0.004931601,0.066654,0.031143516,-0.011287234,0.013840083,-0.042381354,-0.06105716,0.005234743,0.004117746,-0.012754402,-0.06493279,-0.036947,-0.00480888,-0.043871317,-0.06978928,0.008730792,-0.01027111,0.012847171,-0.018038774,0.06830273,0.0691252
-0.012905547,-0.012589537,0.06819685,-0.006000984,0.042081553,0.03040363,0.01119428,-0.00691908,0.023907218,0.001522432,-0.040505055,0.030196117,-0.023345843,-0.02221171,0.05608896,-0.022514284,-0.054757368,0.004596979,-0.036820926,-0.003964799,0.025096813,0.030083414,0.015712466,0.015642967,0.040107537
0.013222252,0.04021079,-0.07764816,-0.007301888,-0.08251258,-0.04140404,0.0826461,0.001534835,-0.00927445,-0.06781463,-0.023832716,0.0798907,0.058260813,0.022269025,-0.054146208,-0.022353884,0.035747122,0.083084516,-0.017397908,-0.07515171,-0.061532732,-0.053644232,0.05998814,-0.04256614,0.034970377
0.002760576,0.049068283,0.020719742,0.011272809,-0.013950529,0.010174884,0.042137083,0.06175281,0.048948392,0.012146289,-0.04268225,0.033428,0.045351747,0.01817495,0.03677854,0.012642321,0.00192471,0.07137717,0.049259413,-0.001725617,0.005281694,-0.02879033,0.02487733,0.02514488,0.014744475
-0.058129236,-0.05189892,-0.075001486,-0.07600931,-0.059721075,-0.07589852,-0.06525037,-0.07095483,-0.076279566,-0.07622011,-0.062030554,-0.073925175,-0.07644944,-0.06461968,-0.081268884,-0.0776228,-0.07127374,-0.07068477,-0.06838758,-0.07433445,-0.054592203,-0.0742965,-0.08419933,-0.084143475,-0.0725394
