,attic,bathroom,brick,cabinets,ceiling,chimney,curtains,door,faucet,fence,fireplace,garage,gate,kitchen,light switch,mailbox,roof,shower,sink,tile,toilet,window,chandelier,elevator
parts of buildings,0.2649666685848997,0.20410760292539454,0.2454113111425723,0.39084732828158697,0.27915664003599716,0.2341858422960359,0.23186052469365948,0.184763063544934,0.17121557655211594,0.17721723943382983,0.20191199949509486,0.22871717656249224,0.1324069400559138,0.21551075806916153,0.141963007696149,0.2026383641792916,0.3257280337853301,0.11725920381911326,0.16096238759606374,0.25049231633079794,0.22327611688721316,0.3133118717141421,0.22273549639103774,0.24964134974844887
