Accessories,apron,backpack,bandana,belt,bib,bracelet,cane,cast,collar,crutches,diaper,earmuffs,earrings,glasses,glove,handcuffs,hat,helmet,necklace,pipe,purse,ring,scarf,sunglasses,suspenders,tiara,tie,umbrella,walker,wallet,watch,wig
0.0019427643,-0.062022664,-0.0028621033,-0.062660664,0.0174613,-0.0149081815,-0.0056638755,-0.051466953,-0.052482337,-0.03036121,-0.06500644,-0.0048669945,0.047935724,0.054684665,0.012759253,0.02190356,-0.058080584,0.011340477,0.030832134,-0.0015159786,-0.050084837,-0.018302975,0.030955667,-0.055587806,0.048589963,-0.046108108,0.053767648,0.041701816,0.03373112,0.06538546,0.009013655,0.0512629,0.0042066635
-0.079255916,-0.0036647152,0.04565435,-0.060642324,-0.057353273,-0.015503424,-0.055341717,-0.03861814,-0.013785669,-0.07682119,0.04148352,0.06981276,-0.08863669,-0.077795886,0.047196504,-0.011676513,-0.0046547353,-0.06688261,-0.053858817,-0.0699682,-0.08473505,-0.008993651,-0.07555581,-0.06815973,0.031565484,-0.05469188,-0.051752787,0.013983008,-0.05004799,-0.0022402268,-0.002610411,-0.047550157,-0.0029050594
0.041741274,-0.0037998927,0.07646517,-0.0030141114,-0.011361247,0.04887654,0.056000262,0.051587872,0.07457843,0.06490131,0.06450288,0.026674483,-0.02952557,0.043579385,-0.064540796,0.01684135,0.01932764,0.0027741834,0.036538146,-0.02047123,0.026157083,0.010643155,-0.02304119,-0.0362367,-0.049993727,0.03783482,-0.052658003,0.04409874,-0.02032284,0.08045771,0.03177612,0.034501683,-0.006410993
-0.0451799,-0.03989747,0.0018941095,0.02737836,-0.017861955,0.034538087,-0.024840841,-0.068106,-0.060021866,-0.078827366,-0.014862202,0.03919691,-0.06288101,-0.06625203,0.077591226,-0.015900934,-0.064328454,0.011776594,0.025499748,-0.067261115,0.055446714,-0.002322358,0.014881547,-0.03916928,0.06799727,0.026719589,-0.0039631203,-0.0503566,-0.03771201,-0.057813026,0.04091689,-0.026320362,0.019551761
-0.047843393,-0.054718196,-0.041775063,-0.009883451,-0.021429975,0.029942648,-0.0051136184,-0.06167928,0.0026752907,-0.017197698,-0.043113716,-0.023695398,0.0040266886,-0.050871883,-0.057314385,-0.022186067,0.029627312,-0.0558623,-0.011505623,-0.006229854,0.039067563,-0.065348566,-0.03710629,-0.023174398,-0.06357376,0.03172695,-0.02503621,0.023907186,-0.041870493,0.016719889,-0.07072383,0.03287697,0.032557063
0.057891447,0.017965434,0.030165752,-0.028063145,-0.04510643,0.018851183,-0.035758615,0.069096014,-0.017586712,0.023419272,0.020804813,-0.008544335,-0.0024373922,0.0037212614,-0.005852321,0.0758422,0.03494157,0.03920437,-0.04815853,0.021433907,0.010493447,0.04508281,-0.0025130594,0.022606065,0.02880199,-0.011571597,0.025293838,-0.019245893,0.022596609,-0.03311211,0.0501784,0.005281428,-0.009493177
0.04321027,0.031078104,-0.035946064,0.0403526,0.022319414,0.066684276,0.05152603,-0.013585376,0.08124678,0.061196625,-0.05492921,-0.03313844,0.031657893,-0.002793891,-0.072258316,-0.007262635,0.0008788009,0.022942314,0.06530616,0.06006259,0.060246546,-0.019111998,0.06681653,-0.0031784258,0.015264839,0.004885494,0.030800724,0.023920598,0.016501904,-0.050808255,0.014095786,0.037432592,0.031639628
0.05063047,0.08778918,0.07646336,0.08187602,0.080898196,0.08457541,0.08155819,0.0004232072,-0.023003703,0.086386375,0.053774256,0.08076834,0.08714413,0.076846875,0.08141858,0.07105882,0.06442848,0.090507835,0.08241703,0.07897584,-0.009315753,0.08274841,0.0020092356,0.083382696,0.07771431,0.081193715,0.06909986,0.088444196,0.08242631,-0.066199586,0.06511227,-0.008343301,0.077878065
0.067436926,0.047161747,0.02828453,0.018269008,-0.058119103,-0.019441886,0.055357248,-0.03963352,0.005072059,0.042699203,0.08027359,-0.020576615,-0.057277482,-0.0009357839,0.07214106,0.016887663,-0.03097633,0.06855745,0.0014548193,-0.0015320621,0.0069214115,-0.0044481894,-0.0404464,0.052532554,0.029432887,-0.007552423,0.047901463,0.05040307,-0.02515247,0.04022913,-0.03690188,-0.058726676,0.041780025
-0.05594126,0.019690832,-0.0739361,0.006504785,-0.052265245,0.028620217,-0.0258168,0.014731577,-0.03288701,0.034546293,-0.014729044,-0.041026138,-0.04524894,-0.0718881,0.07170005,-0.052805517,-0.03940481,-0.06491497,-0.07100334,-0.0028233523,-0.0785018,-0.06069495,-0.04579854,-0.058048148,0.068739526,-0.005738379,-0.03140435,-0.02824625,0.0036855296,0.07465813,-0.058094442,0.05136004,-0.0736022
