,apron,backpack,bandana,belt,bib,bracelet,cane,cast,collar,crutches,diaper,earmuffs,earrings,glasses,glove,handcuffs,hat,helmet,necklace,pipe,purse,ring,scarf,sunglasses,suspenders,tiara,tie,umbrella,walker,wallet,watch,wig
Accessories,0.19973666584127192,0.2839399653561835,0.3355296618389947,0.342733784887688,0.2444149542168692,0.4091398906180974,0.24325803702389093,0.30789839527487617,0.379807950436056,0.16592665940867835,0.07893911469234416,0.32590929578844974,0.34363926645766596,0.3036622622265188,0.23525682805086812,0.28885770934781385,0.32318886488117426,0.16577660260343807,0.35988982961588367,0.34896284614912876,0.4159081580519075,0.30883312908916527,0.28489241747271743,0.24708721820382773,0.3931514218370932,0.2891263828954709,0.35637489435600056,0.2268597016909052,0.06683234617969547,0.3197070823863819,0.30078837461158514,0.14708469925918866
