toys and games,ball,balloon,baseball,basketball,checkers,crayon,dart,dice,doll,dominoes,football,frisbee,golf,golf ball,helmet,hula hoop,jump rope,kite,marbles,medal,puzzle,robot,sand castle,skis,slide,slingshot,swing set,tennis,tennis ball,tic tac toe,top,trophy,yoyo,hopscotch,rubik's cube,slinky
0.03611851,0.011434008,-0.01418896,0.033827815,-0.012646023,0.06057995,0.06982224,0.012666517,0.023396311,0.08102233,-0.046712246,0.009710741,0.06977202,0.06483952,0.042800467,0.030499257,0.03432389,-0.03317278,-0.04596492,0.027403198,-0.012270607,-0.03940457,0.021699287,0.028298892,0.007650874,0.05112546,-0.001952925,-0.003768774,0.067116946,0.056540407,0.051820945,0.046492763,-0.033965774,0.010362588,0.03405723,0.02638978,0.05863293
-0.023281733,-0.03051918,-0.040181067,-0.04076735,-0.058910258,-0.053085666,-0.027123783,-0.031732272,-0.017276775,0.006366357,-0.06572095,-0.06334689,-0.033383302,-0.045177024,-0.041247778,-0.033827372,-0.05296587,-0.06896409,-0.038182184,-0.02203412,-0.000857964,0.011800111,0.009089952,-0.051017728,-0.062141612,-0.004337715,-0.015622257,-0.034323625,-0.06268833,-0.03297762,-0.026407875,-0.039843965,-0.031169934,-0.02167374,-0.08081507,-0.062265147,-0.059180498
0.010052696,0.047721937,0.037372395,0.06824365,0.037038457,-0.012891524,-0.02990259,-0.030673865,0.031173574,-0.07108547,0.018284647,0.02173308,0.07112763,0.011245342,0.02185874,-0.024444498,0.07162129,0.0394556,-0.017824506,0.040898435,0.046188053,0.03161242,-0.042048596,-0.011628806,0.05348545,0.013857223,0.04178861,-0.024681615,0.059037145,0.061885852,-0.026214398,-0.035276543,-0.0082981,-0.004766956,0.048681952,-0.061233032,0.06504361
-0.044066213,0.08063364,0.04245719,0.012446227,-0.025616132,0.07930821,0.08050246,0.07987994,0.04331414,-0.046479203,0.06552044,-0.006384431,-0.06728525,0.03848241,0.06012224,-0.06752631,-0.054392688,-0.002829612,0.05680873,0.046729445,0.040623996,-0.024555305,-0.035118856,0.041410446,-0.022743914,-0.000700365,-0.03338048,-0.010020488,0.077733465,0.08071543,0.07001682,-0.054723807,-0.06611529,-0.053816482,0.032089923,-0.001985461,0.06820915
0.030965194,0.012712841,0.036672875,0.046255715,0.0216002,0.001882505,-0.026416104,0.048494276,0.076538965,0.018715953,-0.03367525,-0.02054958,0.050586365,0.06126835,0.06710356,0.040230636,0.07029815,0.060640585,0.06877479,-0.021721538,0.05852451,-0.040669423,0.06666505,0.038607303,0.06306118,0.05021805,0.08170977,0.041914724,0.002302876,0.019054107,-0.06574228,0.025703877,0.030439323,0.07671866,0.06748065,0.03121205,0.0726432
0.08489547,0.09474918,0.06648931,0.08231206,0.08408263,0.07499596,0.03851444,0.05947718,0.08066928,0.049741406,0.053249877,0.083503366,0.06981858,0.07648718,0.08121971,0.07566534,0.053755555,0.05731684,0.077613354,0.05297198,0.06965851,0.06065785,0.022766486,0.06411015,0.03747577,0.009805756,0.03983034,0.07373845,0.07926298,0.08189166,0.0837117,0.044583924,0.08450039,0.073467486,0.07616056,0.058472686,0.064351015
0.053759288,-0.045985956,0.01757665,0.041248392,0.06903142,0.004795931,0.037606712,0.031655617,-0.073533624,0.005064497,-0.03556155,0.06169717,-0.022696527,0.06469062,0.048087936,-0.016054774,0.011057923,0.027309697,0.008640857,0.012769087,0.035776526,0.075357355,-0.047128066,0.009132325,0.03281196,0.014663831,0.02760935,0.027528513,0.054974087,0.004220092,0.01707155,0.05125107,0.010772787,-0.0196539,-0.044344883,0.048753362,-0.064265
0.012564534,0.08861411,0.078126475,0.048924033,0.060919378,0.06700797,0.03991293,0.08166726,0.07275248,0.077029295,0.07285784,0.07209856,0.052850578,0.0803701,0.07619658,0.0577841,0.03790652,0.057352,0.078560024,0.067231305,0.08192918,0.07016229,0.08438698,0.044677768,0.06854621,0.07513499,0.06804862,0.072341,0.07242689,0.058811728,0.05588652,0.09183652,0.06835845,0.04993571,0.06978942,0.06634019,0.073744744
-0.024130384,0.09180305,0.066264145,0.07163696,0.07762824,-0.013330786,0.035979204,0.06304717,0.063905366,0.054628976,0.057121538,0.08217504,0.0438335,0.05676105,0.07779297,0.039407585,0.043006256,0.042533346,0.060518928,0.013491775,0.04772998,-0.000816258,0.07182906,-0.000399291,0.007635327,0.052221727,0.036069054,0.058254484,0.071303226,0.06853061,0.051142566,0.067617185,0.03235698,0.07049213,0.04811805,0.042443495,0.045425575
0.07698025,0.052239224,0.00479241,-0.016712075,-0.044226345,0.007584093,-0.013105528,-0.023358272,-0.02897058,0.05920476,0.057676215,0.039914243,0.035722427,-0.039313488,-0.00745265,0.027908318,0.04971541,0.07494236,0.053566583,-0.05817688,0.013074671,-0.014536355,-0.02577435,0.01640896,0.04353388,-0.012465226,-0.059150215,0.08065067,0.05678066,0.05933466,0.038137242,0.023085933,0.036786765,0.01762204,-0.07702698,0.010610212,0.0821247
