"","category","item","CohesionScore","LabelCohesionScore"
"188","Fruits & Vegetables","coconut",0.401146725632717,0.315095953726213
"189","Fruits & Vegetables","corn",0.346908307002613,0.399451895835437
"190","Fruits & Vegetables","cucumber",0.341811310013337,0.474089172446768
"191","Fruits & Vegetables","eggplant",0.341330186587967,0.446231378907936
"192","Fruits & Vegetables","garlic",0.320530987800799,0.30549690074915
"193","Fruits & Vegetables","ginger",0.307046726556124,0.156408136595021
"194","Fruits & Vegetables","grapes",0.365197069028632,0.487280275113613
"195","Fruits & Vegetables","kiwi",0.347398718599191,0.365538196275256
"196","Fruits & Vegetables","lemon",0.390735335255204,0.313433500791779
"197","Fruits & Vegetables","lime",0.365347692216175,0.289416323799161
"198","Fruits & Vegetables","onion",0.351782391925846,0.311518672175366
"199","Fruits & Vegetables","orange",0.373903369795941,0.331614338744128
"200","Fruits & Vegetables","pear",0.336354464028068,0.358024466987829
"201","Fruits & Vegetables","peas",0.368972692813779,0.392750355197759
"202","Fruits & Vegetables","pineapple",0.381455586067667,0.370696267461972
"203","Fruits & Vegetables","plum",0.346595692840975,0.359569667467854
"204","Fruits & Vegetables","potato",0.34596645142718,0.305509202585766
"205","Fruits & Vegetables","pumpkin",0.37364414516221,0.31333473705547
"206","Fruits & Vegetables","raspberry",0.382013631950543,0.263090829745174
"207","Fruits & Vegetables","strawberry",0.376959425535092,0.313741666897879
"208","Fruits & Vegetables","tomato",0.354954258192434,0.401086406389767
"209","Fruits & Vegetables","watermelon",0.40643766796907,0.496911236998835
"210","Furnishings & Decor","ashtray",0.304599114070717,0.210671972244622
"211","Furnishings & Decor","barrel",0.307481881746574,0.181033217263522
"212","Furnishings & Decor","bed",0.35670163736862,0.293945564663973
"213","Furnishings & Decor","bench",0.35398224874586,0.258382306502036
"214","Furnishings & Decor","calendar",0.258775928346652,0.230819948779334
"215","Furnishings & Decor","candle",0.333353198541432,0.219665975795753
"216","Furnishings & Decor","chair",0.357977822584963,0.303971959746122
"217","Furnishings & Decor","chandelier",0.346847688365123,0.400930939316787
"218","Furnishings & Decor","clock",0.321358327824544,0.161243543741998
"219","Furnishings & Decor","crib",0.361056337437013,0.297757646324195
"220","Furnishings & Decor","curtains",0.302355548870406,0.327621842441465
"221","Furnishings & Decor","desk",0.370647773419319,0.365599570836703
"222","Furnishings & Decor","disco ball",0.283243096237526,0.256595784315193
"223","Furnishings & Decor","dresser",0.372308406011352,0.411604461143261
"224","Furnishings & Decor","fan",0.246600293295031,0.130057422090313
"225","Furnishings & Decor","hammock",0.266761079087702,0.179330254492849
"226","Furnishings & Decor","high chair",0.331632699183791,0.294811510672153
"227","Furnishings & Decor","jukebox",0.278267965533192,0.194480924737211
"228","Furnishings & Decor","lamp",0.364656808788657,0.300276841601892
"229","Furnishings & Decor","magazines",0.265987320697455,0.229321203380862
"230","Furnishings & Decor","mattress",0.347865173375921,0.259489927652246
"231","Furnishings & Decor","mirror",0.251966761880407,0.0938065609151777
"232","Furnishings & Decor","piggy bank",0.272566436382873,0.173985927598787
"233","Furnishings & Decor","pillow",0.340425207980226,0.276711675517766
"234","Furnishings & Decor","radio",0.288609902963968,0.158684326590201
"235","Furnishings & Decor","record player",0.279725684951235,0.182252208551583
"236","Furnishings & Decor","rocking chair",0.333498724594042,0.33737525211506
"237","Furnishings & Decor","rug",0.344789337753925,0.366232834230748
"238","Furnishings & Decor","safe",0.219673956559464,0.173053757910932
"239","Furnishings & Decor","speaker",0.32210195081461,0.213195972599763
"240","Furnishings & Decor","stocking",0.292284761089313,0.229787237188087
"241","Furnishings & Decor","stool",0.352893635547092,0.264713929286427
"242","Furnishings & Decor","table",0.353078917462267,0.351968440239998
"243","Furnishings & Decor","tray",0.340197880644539,0.239185972165442
"244","Furnishings & Decor","treadmill",0.272571625089945,0.133972282230775
"245","Furnishings & Decor","vase",0.308946266882289,0.247408100989221
"246","Furnishings & Decor","wreath",0.30814011555532,0.395839752792463
"247","Kitchen Items","bag",0.379857274405324,0.310975948916094
"248","Kitchen Items","basket",0.33837669395331,0.286632461407995
"249","Kitchen Items","blender",0.312235748418179,0.340554628900641
"250","Kitchen Items","bottle",0.379137340702592,0.300745757997527
"251","Kitchen Items","bowl",0.384114976607406,0.266056532750139
"252","Kitchen Items","cabinet",0.332601092217146,0.462716023052747
"253","Kitchen Items","can",0.14441032119945,0.104037047443801
"254","Kitchen Items","can opener",0.345946888127128,0.376713208120256
"255","Kitchen Items","chopsticks",0.346603873723053,0.326197888511353
"256","Kitchen Items","cooler",0.267731061197581,0.213684438953154
"257","Kitchen Items","cork",0.246960779212355,0.162310679313981
"258","Kitchen Items","cup",0.395427344082697,0.267774022682387
"259","Kitchen Items","drawer",0.359694974646666,0.352906347068731
"260","Kitchen Items","flask",0.30617054770918,0.18569209150609
"261","Kitchen Items","fork",0.369450157582015,0.22098408485754
"262","Kitchen Items","grill",0.338157952804041,0.36242292543727
"263","Kitchen Items","jar",0.36652111528607,0.24258691993738
"264","Kitchen Items","kitchen",0.303344839807408,0.781692537939134
"265","Kitchen Items","knife",0.398701477192591,0.367143337291448
"266","Kitchen Items","ladle",0.437460712955768,0.393058692163514
"267","Kitchen Items","measuring cup",0.280109325670239,0.248395336007123
"268","Kitchen Items","nutcracker",0.305858791432739,0.19658674155015
"269","Kitchen Items","plate",0.386774010432933,0.355654410498267
"270","Kitchen Items","refrigerator",0.309200025532631,0.353620472076159
"271","Kitchen Items","rolling pin",0.328072595230085,0.242095808620883
"272","Kitchen Items","spatula",0.367738259271502,0.389740933436363
"273","Kitchen Items","spoon",0.408151947271,0.280008021888994
"274","Kitchen Items","straw",0.343125677433127,0.163324312747355
"275","Kitchen Items","teapot",0.323998603157609,0.219933388512896
"276","Kitchen Items","toaster",0.316034047368591,0.331133498565717
"277","Kitchen Items","toothpick",0.40064763229123,0.269161103885093
"278","Mammals","bat",0.375916682920276,0.373880362372847
"279","Mammals","bear",0.380043374727282,0.246434490502117
"280","Mammals","bull",0.335984086434339,0.30302923993684
"281","Mammals","camel",0.345119045039765,0.35250274542428
"282","Mammals","cat",0.401386107016767,0.333890048560642
"283","Mammals","cow",0.40091930363773,0.439352003584087
"284","Mammals","deer",0.389524561867061,0.392196440157802
"285","Mammals","dog",0.400219948586631,0.339630225227052
"286","Mammals","dolphin",0.313747533161084,0.419257456118275
"287","Mammals","elephant",0.420250792570752,0.382987198049331
"288","Mammals","fox",0.318148438696251,0.283539646182727
"289","Mammals","giraffe",0.343488795024577,0.371320880909767
"290","Mammals","goat",0.378952039488795,0.34635050334772
"291","Mammals","guinea pigs",0.320382806172821,0.355435074423224
"292","Mammals","horse",0.426720616229215,0.399735554288349
"293","Mammals","kangaroo",0.367315089965755,0.395889136794075
"294","Mammals","lion",0.388771386221181,0.303089847382924
"295","Mammals","monkey",0.394471893621485,0.316109917066998
"296","Mammals","moose",0.381840725720686,0.348035998549774
"297","Mammals","mouse",0.355231865573233,0.388409675819607
"298","Mammals","pig",0.389803247793639,0.291747299319328
"299","Mammals","porcupine",0.384254891839231,0.309567550488932
"300","Mammals","rabbit",0.399764384981471,0.318257774210774
"301","Mammals","raccoon",0.33324539676625,0.336135104549629
"302","Mammals","seal",0.28916688453378,0.356823931001157
"303","Mammals","skunk",0.351624273960982,0.263366640157878
"304","Mammals","squirrel",0.37002449923148,0.310267057205213
"305","Mammals","tiger",0.379799117908735,0.250838473480335
"306","Mammals","walrus",0.367664076709677,0.413175446010536
"307","Mammals","whale",0.355466535122435,0.406428996715269
"308","Mammals","wolf",0.390667542776711,0.286935224052848
"309","Mammals","zebra",0.353658562287045,0.32496765260697
"310","Musical Instruments","bagpipes",0.443184070299088,0.556437081342171
"311","Musical Instruments","banjo",0.401899296063864,0.44214021355561
"312","Musical Instruments","bell",0.275763858208228,0.193757643112361
"313","Musical Instruments","clarinet",0.473717980323024,0.525251262333546
"314","Musical Instruments","drum",0.404685419171121,0.426762245094334
"315","Musical Instruments","guitar",0.434773172211179,0.644039627769366
"316","Musical Instruments","harmonica",0.461335934735418,0.541016756746489
"317","Musical Instruments","harp",0.44331531293468,0.499037795036407
"318","Musical Instruments","piano",0.486587120332573,0.599278505762382
"319","Musical Instruments","saxophone",0.477513994783551,0.538634455593216
"320","Musical Instruments","trumpet",0.4800957988926,0.439981559697823
"321","Musical Instruments","violin",0.463902298811723,0.532904958953978
"322","Musical Instruments","xylophone",0.342724685860346,0.418201121887776
"323","Mythical & Mystical","alien",0.289073929953153,0.182433324908668
"324","Mythical & Mystical","angel",0.303996931180148,0.276970940766568
"325","Mythical & Mystical","arrow",0.262038390491151,0.0339311743228
"326","Mythical & Mystical","bow",0.308439398564871,0.0260269847378666
"327","Mythical & Mystical","crown",0.306892070171417,0.0806530452505647
"328","Mythical & Mystical","dinosaur",0.252398991129038,0.244614723085322
"329","Mythical & Mystical","dragon",0.37699496873958,0.361092033869259
"330","Mythical & Mystical","fairy",0.329938419424951,0.365432598640898
"331","Mythical & Mystical","genie",0.240296207787991,0.275371756743946
"332","Mythical & Mystical","ghost",0.307738125855748,0.235632162009043
"333","Mythical & Mystical","halo",0.258416979905708,0.212701692088309
"334","Mythical & Mystical","hook",0.283006847534664,0.113319405783478
"335","Mythical & Mystical","king",0.295243353895532,0.15365714993247
"336","Mythical & Mystical","knight",0.323375922770419,0.16673119576006
"337","Mythical & Mystical","map",0.189718996464312,0.0783159173914232
"338","Mythical & Mystical","mermaid",0.263691901030746,0.375187031585159
"339","Mythical & Mystical","monster",0.285438635944238,0.267894898167411
"340","Mythical & Mystical","mummy",0.286564119533943,0.233503147235077
"341","Mythical & Mystical","pirate",0.285920335954966,0.169574837195045
"342","Mythical & Mystical","queen",0.299174978194261,0.173002499543891
"343","Mythical & Mystical","skeleton",0.274636239869548,0.217799635097881
"344","Mythical & Mystical","snowman",0.317629098178496,0.206816933610667
"345","Mythical & Mystical","sword",0.311581768434432,0.219950861327696
"346","Mythical & Mystical","treasure chest",0.218302905141384,0.255784647776325
"347","Mythical & Mystical","unicorn",0.285946370462326,0.43692752039118
"348","Mythical & Mystical","witch",0.311769207513996,0.280286930910323
"349","Mythical & Mystical","wizard",0.267575151119896,0.270124350083209
"350","Nature","acorn",0.220511572300397,0.0882151530690631
"351","Nature","bamboo",0.301366677152883,0.197481749448774
"352","Nature","beach",0.313384907988093,0.351193171044659
"353","Nature","cactus",0.293902810103199,0.116656649757494
"354","Nature","cave",0.280774805838338,0.168379337392652
"355","Nature","cliff",0.340762493685541,0.187136134994143
"356","Nature","cloud",0.346417581355984,0.23112205638218
"357","Nature","desert",0.329369181186009,0.146825979802592
"358","Nature","fire",0.368001000913415,0.298642379254631
"359","Nature","flower",0.325124063771487,0.331433542392123
"360","Nature","forest",0.336180556131515,0.325354043540906
"361","Nature","garden",0.318447773903654,0.358101096026351
"362","Nature","grass",0.343669769425313,0.341984691364734
"363","Nature","hay",0.281309124289921,0.281332750144888
"364","Nature","hole",0.315806913331626,0.173797942912346
"365","Nature","island",0.322480537821772,0.323688884485457
"366","Nature","lava",0.323317402829295,0.103663205154913
"367","Nature","leaf",0.359928377476409,0.268848416912069
"368","Nature","lightning",0.322076204652359,0.243037238993546
"369","Nature","moon",0.30657639986497,0.150101348094798
"370","Nature","mountain",0.361913371138339,0.258051045836689
"371","Nature","mushroom",0.25816058213424,0.0800351625508678
"372","Nature","nest",0.252975132976719,0.299068836194553
"373","Nature","palm tree",0.312204471533382,0.157055133717208
"374","Nature","pearl",0.278912960504561,0.278092432018338
"375","Nature","plant",0.384082357559706,0.291761325301853
"376","Nature","rain",0.370177545061004,0.310811675827311
"377","Nature","rainbow",0.328747591959142,0.282116190112431
"378","Nature","river",0.337905465487024,0.325469120693687
"379","Nature","rock",0.335472433360204,0.346201725867969
"380","Nature","roots",0.287022547261313,0.1806745540668
"381","Nature","seaweed",0.263850332090736,0.0643013440648161
"382","Nature","smoke",0.331878501894093,0.261098167410151
"383","Nature","snowflake",0.287376186020662,0.250595876674502
"384","Nature","star",0.303214276482751,0.305682148799582
"385","Nature","stem",0.294332131435038,0.174231737645569
"386","Nature","sun",0.371654883904213,0.381934649230424
"387","Nature","sunflower",0.286309902919434,0.24957672365379
"388","Nature","tornado",0.277238428367569,0.177904266380043
"389","Nature","tree",0.390983278019834,0.402909693503239
"390","Nature","volcano",0.273833515650141,0.14020602674278
"391","Nature","waterfall",0.315794570487722,0.269378664708162
"392","Nature","wave",0.348022635760982,0.233487227518956
"393","Non Mammal","ant",0.340247435662977,0.326725454400379
"394","Non Mammal","bee",0.316194947933601,0.20454403589088
"395","Non Mammal","beetle",0.379503024004446,0.262633431414841
"396","Non Mammal","butterfly",0.386062143403702,0.263314290814579
"397","Non Mammal","caterpillar",0.368695027907335,0.251134888954194
"398","Non Mammal","crab",0.354892245266912,0.273430627493096
"399","Non Mammal","dragonfly",0.392440768731322,0.252467686691882
"400","Non Mammal","eel",0.385369087657846,0.265169132000549
"401","Non Mammal","fish",0.37368020329293,0.391008200645581
"402","Non Mammal","fly",0.338170711824395,0.327015381535936
"403","Non Mammal","frog",0.376079551223945,0.323644320818882
"404","Non Mammal","goldfish",0.313073157352033,0.265002843427321
"405","Non Mammal","grasshopper",0.348393811535309,0.250824251307929
"406","Non Mammal","jellyfish",0.371828751295154,0.33240659977822
"407","Non Mammal","ladybug",0.329887804583253,0.204842903888104
"408","Non Mammal","lobster",0.323306890872343,0.271132451672689
"409","Non Mammal","mosquito",0.370528490122012,0.333215676479722
"410","Non Mammal","moth",0.365268133702195,0.274988814476794
"411","Non Mammal","octopus",0.387383046810032,0.318186604042189
"412","Non Mammal","scorpion",0.336153390631467,0.210226979530217
"413","Non Mammal","seahorse",0.352656242749634,0.355165594491995
"414","Non Mammal","shark",0.370150295338474,0.325311762226945
"415","Non Mammal","snail",0.362969351853325,0.330786363781072
"416","Non Mammal","snake",0.363827371329569,0.367361113508064
"417","Non Mammal","spider",0.386433963581752,0.312882676482461
"418","Non Mammal","starfish",0.375402094003065,0.322310644449801
"419","Non Mammal","turtle",0.354418351235041,0.30638710950268
"420","Non Mammal","worm",0.356487140686117,0.232407553482038
"421","Places and Buildings","africa",0.269919492093911,0.213060912617536
"422","Places and Buildings","airport",0.289791732657256,0.251544681946934
"423","Places and Buildings","australia",0.255871623651342,0.110283219458922
"424","Places and Buildings","bakery",0.241924580231816,0.254190001268722
"425","Places and Buildings","bar",0.284377582954098,0.197675121929173
"426","Places and Buildings","barn",0.286245211053853,0.205376653435476
"427","Places and Buildings","cabin",0.331106786659699,0.248667603590385
"428","Places and Buildings","castle",0.291820321808393,0.262685870453283
"429","Places and Buildings","church",0.315308128981363,0.298385336542997
"430","Places and Buildings","city",0.28828441430719,0.298834591763368
"431","Places and Buildings","eiffel tower",0.245910618958466,0.216203020828297
"432","Places and Buildings","house",0.293547024626017,0.230901701089163
"433","Places and Buildings","hut",0.33982989589567,0.27089583546822
"434","Places and Buildings","igloo",0.25729111377314,0.148842899568107
"435","Places and Buildings","italy",0.260172133431721,0.188522452007738
"436","Places and Buildings","library",0.29983311504547,0.28487563929094
"437","Places and Buildings","lighthouse",0.258456351017628,0.176986326754351
"438","Places and Buildings","pyramid",0.237946428082582,0.165336763839367
"439","Places and Buildings","restaurant",0.303928911733128,0.315211149427236
"440","Places and Buildings","stadium",0.293806303866509,0.329432728241023
"441","Places and Buildings","tent",0.248439879995371,0.207565104088368
"442","Places and Buildings","tepee",0.335086934643095,0.221008491909886
"443","Places and Buildings","texas",0.238109774703903,0.137321426587611
"444","Places and Buildings","windmill",0.26704140890839,0.2154553636189
"445","School & Office Supplies","book",0.328088716490886,0.205760127695122
"446","School & Office Supplies","box",0.315205874927422,0.0885518514846295
"447","School & Office Supplies","calculator",0.281040047462765,0.195903084937341
"448","School & Office Supplies","chalk",0.33143321514413,0.166735710529479
"449","School & Office Supplies","chalkboard",0.372828870796046,0.339479403793292
"450","School & Office Supplies","computer",0.315809702370999,0.215892003907034
"451","School & Office Supplies","crayon",0.371392602109999,0.22587758306508
"452","School & Office Supplies","envelope",0.336232545996815,0.108564327329454
"453","School & Office Supplies","eraser",0.380936386933611,0.257638742097129
"454","School & Office Supplies","globe",0.274349280389538,0.0637343337262641
"455","School & Office Supplies","highlighter",0.308544563597635,0.175843553645778
"456","School & Office Supplies","keyboard",0.32645625782016,0.126611478488698
"457","School & Office Supplies","locker",0.342452231333766,0.309372164970741
"458","School & Office Supplies","lunchbox",0.247231013324642,0.256866580994848
"459","School & Office Supplies","marker",0.368924170295643,0.173192964111332
"460","School & Office Supplies","microscope",0.31323007413499,0.165915234191004
"461","School & Office Supplies","newspaper",0.349363482780936,0.256079392687578
"462","School & Office Supplies","notebook",0.33828291411719,0.307937576601405
"463","School & Office Supplies","package",0.307613879974903,0.153624554536045
"464","School & Office Supplies","paper",0.422299206924445,0.301702585093888
"465","School & Office Supplies","paper clip",0.385141615699335,0.321607941754153
"466","School & Office Supplies","pen",0.388845525829759,0.252945036868057
"467","School & Office Supplies","pencil",0.404340903943475,0.266610759072878
